Time,Status,IMU_GyrX,IMU_GyrY,IMU_GyrZ,RATE_R,RATE_P,RATE_Y,ATT_Roll,ATT_Pitch,ATT_Yaw
180394480,0.0,-0.0024670319459459,0.0210469397297297,0.0025602414594594,-0.215753529032258,0.7814847258064516,0.0497277616129032,0.3112765957446808,-28.161489361702127,168.34
180394480,0.0,-0.0024787525135135,0.0205789275675675,0.0025585961351351,-0.2216349516129032,0.7758267403225806,0.0492777756451612,0.3108510638297872,-28.157659574468084,168.34
180394480,0.0,-0.002490473081081,0.0201109154054054,0.0025569508108108,-0.2275163741935484,0.7701687548387096,0.0488277896774193,0.3104255319148936,-28.15382978723404,168.34
180394480,0.0,-0.0025021936486486,0.0196429032432432,0.0025553054864864,-0.2333977967741935,0.7645107693548387,0.0483778037096774,0.31,-28.15,168.34
180394480,0.0,-0.0025139142162162,0.019174891081081,0.0025536601621621,-0.2392792193548387,0.7588527838709678,0.0479278177419354,0.3091176470588235,-28.15058823529412,168.34
180394480,0.0,-0.0025256347837837,0.0187068789189189,0.0025520148378378,-0.2451606419354838,0.7531947983870968,0.0474778317741935,0.308235294117647,-28.15117647058824,168.34
180394480,0.0,-0.0025373553513513,0.0182388667567567,0.0025503695135135,-0.251042064516129,0.7475368129032258,0.0470278458064516,0.3073529411764706,-28.15176470588236,168.34
180394480,0.0,-0.0025490759189189,0.0177708545945946,0.0025487241891891,-0.2569234870967742,0.7418788274193548,0.0465778598387096,0.3064705882352941,-28.15235294117647,168.34
180394480,0.0,-0.0025607964864864,0.0173028424324324,0.0025470788648648,-0.2628049096774194,0.7362208419354839,0.0461278738709677,0.3055882352941176,-28.152941176470588,168.34
180394480,0.0,-0.002572517054054,0.0168348302702702,0.0025454335405405,-0.2686863322580645,0.7305628564516129,0.0456778879032258,0.3047058823529411,-28.153529411764705,168.34
180394480,0.0,-0.0025842376216216,0.0163668181081081,0.0025437882162162,-0.2745677548387096,0.7249048709677419,0.0452279019354838,0.3038235294117647,-28.154117647058825,168.34
180394480,0.0,-0.0025959581891891,0.0158988059459459,0.0025421428918918,-0.2804491774193548,0.719246885483871,0.0447779159677419,0.3029411764705882,-28.15470588235294,168.34
180394480,0.0,-0.0026076787567567,0.0154307937837837,0.0025404975675675,-0.2863306,0.7135889,0.04432793,0.3020588235294117,-28.15529411764706,168.34
