Time,Status,BARO_Alt,BARO_Press,BARO_Temp,CTUN_Alt,CTUN_DAlt,POS_Alt
832061209,0.0,74.18793000000001,93996.06529411764,30.91,74.30931636363636,74.332385,632.3539344262296
832081201,0.0,74.18237500000001,93996.1355882353,30.91,74.30591999999999,74.32897750000001,632.3514754098361
832081201,0.0,74.17682,93996.20588235294,30.91,74.30252363636363,74.32557,632.3490163934426
832121185,0.0,74.171265,93996.2761764706,30.91,74.29912727272726,74.3221625,632.3465573770492
832121185,0.0,74.16571,93996.34647058824,30.91,74.2957309090909,74.31875500000001,632.3440983606557
832121185,0.0,74.160155,93996.41676470588,30.91,74.29233454545454,74.3153475,632.3416393442623
832121185,0.0,74.1546,93996.48705882354,30.91,74.28893818181818,74.31194,632.3391803278688
832121185,0.0,74.149045,93996.55735294118,30.91,74.28554181818181,74.3085325,632.3367213114755
832121185,0.0,74.14349,93996.62764705882,30.91,74.28214545454544,74.305125,632.334262295082
832121185,0.0,74.137935,93996.69794117648,30.91,74.27874909090909,74.30171750000001,632.3318032786885
832121185,0.0,74.13238,93996.76823529412,30.91,74.27535272727272,74.29831,632.3293442622951
832121185,0.0,74.12682500000001,93996.83852941176,30.91,74.27195636363636,74.2949025,632.3268852459016
832121185,0.0,74.12127000000001,93996.90882352942,30.91,74.26856,74.291495,632.3244262295082
832121185,0.0,74.11571500000001,93996.97911764706,30.91,74.26516363636362,74.2880875,632.3219672131147
832121185,0.0,74.11016000000001,93997.0494117647,30.91,74.26176727272727,74.28468000000001,632.3195081967212
832121185,0.0,74.104605,93997.11970588236,30.91,74.2583709090909,74.2812725,632.3170491803279
832121185,0.0,74.09905,93997.19,30.91,74.25497454545454,74.277865,632.3145901639344
832121185,0.0,74.11273666666668,93996.92,30.91,74.25157818181818,74.27445750000001,632.312131147541
832121185,0.0,74.12642333333334,93996.65,30.91,74.2481818181818,74.27105,632.3096721311475
832121185,0.0,74.14011,93996.38,30.91,74.24478545454545,74.26764250000001,632.3072131147541
832121185,0.0,74.13483142857143,93996.4367857143,30.91,74.24138909090908,74.264235,632.3047540983606
832121185,0.0,74.12955285714287,93996.49357142858,30.91,74.23799272727273,74.2608275,632.3022950819671
832121185,0.0,74.12427428571429,93996.55035714286,30.91,74.23459636363636,74.25742000000001,632.2998360655737
832121185,0.0,74.11899571428572,93996.60714285714,30.91,74.2312,74.2540125,632.2973770491803
832121185,0.0,74.11371714285715,93996.66392857143,30.91,74.22780363636363,74.25060500000001,632.2949180327869
832121185,0.0,74.10843857142858,93996.72071428572,30.91,74.22440727272726,74.2471975,632.2924590163934
832121185,0.0,74.10316,93996.7775,30.91,74.22101090909091,74.24379,632.29
832121185,0.0,74.09788142857144,93996.83428571429,30.91,74.21761454545454,74.24038250000001,632.2851612903225
832121185,0.0,74.09260285714286,93996.89107142856,30.91,74.21421818181818,74.236975,632.2803225806451
832121185,0.0,74.08732428571429,93996.94785714286,30.91,74.21082181818181,74.2335675,632.2754838709677
832121185,0.0,74.08204571428573,93997.00464285717,30.91,74.20742545454544,74.23016000000001,632.2706451612903
832121185,0.0,74.07676714285715,93997.06142857144,30.91,74.20402909090909,74.2267525,632.2658064516129
832121185,0.0,74.07148857142857,93997.11821428571,30.91,74.20063272727272,74.22334500000001,632.2609677419355
832121185,0.0,74.06621000000001,93997.175,30.91,74.19723636363636,74.2199375,632.2561290322581
832121185,0.0,74.06093142857144,93997.23178571428,30.91,74.19384,74.21653,632.2512903225806
832121185,0.0,74.05565285714286,93997.28857142858,30.91,74.18759874999999,74.21027875,632.2464516129032
832121185,0.0,74.05037428571428,93997.34535714284,30.91,74.18135749999999,74.20402750000001,632.2416129032258
832121185,0.0,74.04509571428572,93997.40214285714,30.91,74.17511625,74.19777625,632.2367741935484
832161169,0.0,74.03981714285715,93997.45892857145,30.91,74.168875,74.19152500000001,632.231935483871
832161169,0.0,74.03453857142857,93997.51571428572,30.91,74.16263375,74.18527375000001,632.2270967741936
832201153,0.0,74.02926000000001,93997.5725,30.91,74.1563925,74.1790225,632.2222580645162
832201153,0.0,74.02398142857143,93997.62928571428,30.91,74.15015125,74.17277125000001,632.2174193548387
832201153,0.0,74.01870285714286,93997.68607142856,30.91,74.14390999999999,74.16652,632.2125806451612
832201153,0.0,74.0134242857143,93997.74285714286,30.91,74.13766874999999,74.16026875,632.2077419354838
