Time,Status,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyrX,IMU_GyrY,IMU_GyrZ,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ
205289518,0.0,-3.1451529411764705,-0.0447571458823529,-10.057832352941176,0.0730897605882353,0.2916264941176471,0.0078633929411764,5.96047e-07,5.96047e-07,5.96047e-07
205289518,0.0,-3.1433999117647056,-0.0447323188235294,-10.059533529411764,0.0733493258823529,0.2913782911764706,0.0079024104117647,5.96047e-07,5.96047e-07,5.96047e-07
205289518,0.0,-3.141646882352941,-0.0447074917647058,-10.061234705882352,0.0736088911764705,0.2911300882352941,0.0079414278823529,5.96047e-07,5.96047e-07,5.96047e-07
205289518,0.0,-3.141062539215686,-0.0446992160784313,-10.061801764705882,0.0736954129411764,0.2910473539215686,0.0079544337058822,5.96047e-07,5.96047e-07,5.96047e-07
205289518,0.0,-3.140478196078431,-0.0446909403921568,-10.062368823529413,0.0737819347058823,0.2909646196078431,0.0079674395294117,0.04897835,0.005815,0.04646805
205289518,0.0,-3.139893852941176,-0.0446826647058823,-10.06293588235294,0.0738684564705882,0.2908818852941177,0.0079804453529411,5.96047e-07,5.96047e-07,5.96047e-07
205289518,0.0,-3.136387794117647,-0.0446330105882352,-10.066338235294118,0.0743875870588235,0.2903854794117647,0.0080584802941176,0.0244894730235,0.0029077980235,0.0232343230234999
205289518,0.0,-3.1284991617647058,-0.0445212888235293,-10.073993529411766,0.0755556308823529,0.2892685661764705,0.0082340589117646,0.03700234526175,0.00434251263675,0.0351768577617499
205289518,0.0,-3.1206105294117648,-0.0444095670588235,-10.081648823529411,0.0767236747058823,0.2881516529411764,0.0084096375294117,0.0495152175,0.00577722725,0.0471193924999999
205289518,0.0,-3.1065862941176468,-0.0442109505882352,-10.095258235294118,0.0788001970588235,0.2861660294117647,0.0087217772941176,0.0500520849999999,0.0057394544999999,0.0477707349999999
205289518,0.0,-3.105534476470588,-0.044196054352941,-10.096278941176472,0.0789559362352941,0.2860171076470588,0.0087451877764705,0.0500923500624999,0.0057366215437499,0.0478195856874999
205289518,0.0,-3.104482658823529,-0.0441811581176469,-10.097299647058824,0.0791116754117646,0.2858681858823529,0.0087685982588234,0.0501326151249999,0.0057337885874999,0.0478684363749999
205289518,0.0,-3.10343084117647,-0.0441662618823528,-10.098320352941176,0.0792674145882352,0.2857192641176471,0.0087920087411764,0.0501728801874999,0.0057309556312499,0.0479172870624999
205289518,0.0,-3.102379023529412,-0.0441513656470587,-10.09934105882353,0.0794231537647058,0.2855703423529412,0.0088154192235293,0.0502131452499999,0.0057281226749999,0.0479661377499999
205289518,0.0,-3.1013272058823524,-0.0441364694117646,-10.100361764705884,0.0795788929411764,0.2854214205882353,0.0088388297058823,0.0502534103124999,0.0057252897187499,0.0480149884374999
205289518,0.0,-3.100275388235294,-0.0441215731764705,-10.101382470588236,0.079734632117647,0.2852724988235294,0.0088622401882352,0.0502936753749999,0.0057224567624999,0.0480638391249999
