Time,Status,MAG_MagX,MAG_MagY,MAG_MagZ,ATT_Yaw,GPS_Yaw,XKF1_Yaw
186193826,0.0,452.078947368421,88.76315789473684,199.0,345.1539024390244,0.0,345.13794871794875
186193826,0.0,452.05263157894734,88.84210526315789,199.0,345.1460975609756,0.0,345.13076923076926
186193826,0.0,452.0263157894737,88.92105263157895,199.0,345.1382926829268,0.0,345.1235897435898
186193826,0.0,452.0,89.0,199.0,345.13048780487804,0.0,345.11641025641023
186193826,0.0,452.0,89.0,199.0,345.12268292682927,0.0,345.10923076923075
186193826,0.0,452.0,89.0,199.0,345.1148780487805,0.0,345.10205128205126
186193826,0.0,452.0,89.0,199.0,345.1070731707317,0.0,345.0948717948718
186213818,0.0,452.0,89.06451612903226,198.96774193548387,345.0992682926829,0.0,345.0876923076923
186213818,0.0,452.0,89.12903225806451,198.9354838709677,345.0914634146342,0.0,345.0805128205128
186216317,0.0,452.0,89.19354838709677,198.9032258064516,345.08365853658535,0.0,345.0733333333333
186253802,0.0,452.0,89.25806451612904,198.8709677419355,345.0758536585366,0.0,345.06615384615384
186253802,0.0,452.0,89.3225806451613,198.83870967741936,345.0680487804878,0.0,345.05897435897435
186293786,0.0,452.0,89.38709677419355,198.80645161290323,345.060243902439,0.0,345.05179487179487
186293786,0.0,452.0,89.45161290322581,198.7741935483871,345.05243902439025,0.0,345.0446153846154
186293786,0.0,452.0,89.51612903225806,198.74193548387092,345.0446341463415,0.0,345.0374358974359
186293786,0.0,452.0,89.58064516129032,198.70967741935485,345.0368292682927,0.0,345.0302564102564
186293786,0.0,452.0,89.64516129032258,198.67741935483872,345.02902439024393,0.0,345.0230769230769
186293786,0.0,452.0,89.70967741935483,198.6451612903226,345.0212195121951,0.0,345.01589743589744
186293786,0.0,452.0,89.7741935483871,198.6129032258065,345.0134146341464,0.0,345.008717948718
186293786,0.0,452.0,89.83870967741936,198.5806451612904,345.0056097560976,0.0,345.0015384615385
186293786,0.0,452.0,89.90322580645162,198.5483870967742,344.9978048780488,0.0,344.994358974359
186293786,0.0,452.0,89.96774193548387,198.51612903225808,344.99,0.0,344.9871794871795
186293786,0.0,452.0,90.03225806451613,198.48387096774192,344.9851724137931,0.0,344.98
186293786,0.0,452.0,90.09677419354838,198.4516129032258,344.98034482758624,0.0,344.93
186293786,0.0,452.0,90.16129032258064,198.4193548387097,344.9755172413793,0.0,344.92549019607844
186293786,0.0,452.0,90.2258064516129,198.3870967741936,344.9706896551724,0.0,344.9209803921569
186293786,0.0,452.0,90.29032258064515,198.3548387096774,344.9658620689655,0.0,344.9164705882353
186293786,0.0,452.0,90.35483870967742,198.32258064516128,344.96103448275863,0.0,344.9119607843137
186293786,0.0,452.0,90.41935483870968,198.29032258064515,344.95620689655175,0.0,344.9074509803922
186293786,0.0,452.0,90.48387096774194,198.25806451612905,344.9513793103448,0.0,344.9029411764706
186293786,0.0,452.0,90.5483870967742,198.2258064516129,344.9465517241379,0.0,344.898431372549
186293786,0.0,452.0,90.61290322580643,198.1935483870968,344.94172413793103,0.0,344.89392156862743
186293786,0.0,452.0,90.6774193548387,198.16129032258064,344.93689655172415,0.0,344.88941176470587
186293786,0.0,452.0,90.74193548387096,198.1290322580645,344.93206896551726,0.0,344.8849019607843
186293786,0.0,452.0,90.80645161290325,198.0967741935484,344.9272413793104,0.0,344.88039215686274
186293786,0.0,452.0,90.87096774193547,198.06451612903223,344.92241379310343,0.0,344.8758823529412
186293786,0.0,452.0,90.93548387096774,198.03225806451613,344.91758620689654,0.0,344.8713725490196
186293786,0.0,452.0,91.0,198.0,344.91275862068966,0.0,344.86686274509805
186293786,0.0,452.0,91.0,198.0,344.9079310344828,0.0,344.8623529411765
186293786,0.0,452.0,91.0,198.0,344.9031034482759,0.0,344.8578431372549
186293786,0.0,452.0,91.0,198.0,344.89827586206894,0.0,344.8533333333333
186293786,0.0,452.0,91.0,198.0,344.89344827586206,0.0,344.8488235294118
186293786,0.0,452.0,91.0,198.0,344.8886206896552,0.0,344.8443137254902
186293786,0.0,452.0,91.0,198.0,344.8837931034483,0.0,344.8398039215686
186293786,0.0,452.0,91.0,198.0,344.8789655172414,0.0,344.83529411764704
