Time,CTUN_ThI,CTUN_ABst,CTUN_ThO,CTUN_ThH,CTUN_DAlt,CTUN_Alt,CTUN_BAlt,CTUN_DSAlt,CTUN_SAlt,CTUN_TAlt,CTUN_DCRt,CTUN_CRt
 101194506, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02744795, -0.02744795, -0.02, NaN, 0, 0.002552053, 0, 0
 101294466, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.0274423, -0.0274423, -0.02, NaN, 0, 0.0025577, 0, 0
 101394426, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02743546, -0.02743546, -0.02, NaN, 0, 0.002564536, 0, 0
 101494386, -6.556511E-07, -8.526513E-13, 0, 0.3441582, -0.02742562, -0.02742562, -0.02, NaN, 0, 0.00257438, 0, 0
 101594346, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02741689, -0.02741689, -0.02, NaN, 0, 0.002583109, 0, 0
 101694306, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02741477, -0.02741477, -0.02, NaN, 0, 0.002585227, 0, 0
 101794266, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02741392, -0.02741392, -0.02, NaN, 0, 0.002586082, 0, 0
 101894226, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02741308, -0.02741308, -0.02, NaN, 0, 0.002586914, 0, 0
 101994186, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02741032, -0.02741032, -0.02, NaN, 0, 0.002589675, 0, 0
 102094146, -6.556511E-07, -9.094947E-13, 0, 0.3441582, -0.02740604, -0.02740604, -0.02, NaN, 0, 0.002593957, 0, 0
 102194106, -6.556511E-07, -1.023182E-12, 0, 0.3441582, -0.02739857, -0.02739857, -0.02, NaN, 0, 0.002601426, 0, 0
 102294066, -6.556511E-07, -1.023182E-12, 0, 0.3441582, -0.027395, -0.027395, -0.02, NaN, 0, 0.002605004, 0, 0
 102394026, -6.556511E-07, -1.023182E-12, 0, 0.3441582, -0.02738668, -0.02738668, -0.02, NaN, 0, 0.002613319, 0, 0
 102493986, -6.556511E-07, -1.080025E-12, 0, 0.3441582, -0.02737992, -0.02737992, -0.02, NaN, 0, 0.002620073, 0, 0
