Time,GPA_I,GPA_VDop,GPA_HAcc,GPA_VAcc,GPA_SAcc,GPA_YAcc,GPA_VV,GPA_SMS,GPA_Delta
 101194506, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101167, 200
 101394426, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101367, 200
 101594346, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101567, 200
 101794266, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101767, 200
 101994186, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101967, 200
 102194106, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102167, 200
 102394026, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102367, 200
 102593946, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102567, 200
 102793866, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102767, 200
 102993786, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102967, 200
 103193706, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103167, 200
 103394459, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103367, 200
 103594379, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103567, 200
 103794299, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103767, 200
 103994219, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103967, 200
 104194139, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104167, 200
 104394059, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104367, 200
 104593979, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104567, 200
 104793899, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104767, 200
 104993819, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104967, 200
 105193739, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105167, 200
 105394492, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105367, 200
 105594412, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105567, 200
 105794332, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105767, 200
 105994252, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105967, 200
 106194172, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106167, 200
 106394092, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106367, 200
 106594012, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106567, 200
 106793932, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106767, 200
 106993852, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106967, 200
 107193772, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107167, 200
 107394525, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107367, 200
 107594445, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107567, 200
 107794365, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107767, 200
 107994285, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107967, 200
 108194205, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108167, 200
 108394125, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108367, 200
 108594045, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108567, 200
 108793965, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108767, 200
 108993885, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108967, 200
 109193805, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109167, 200
 109393725, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109367, 200
 109594478, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109567, 200
 109794398, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109767, 200
 109994318, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109967, 200
 110194238, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110167, 200
 110394158, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110367, 200
 110594078, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110567, 200
 110793998, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110767, 200
 110993918, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110967, 200
 111193838, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111167, 200
 111393758, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111367, 200
 111594511, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111567, 200
 111794431, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111767, 200
 111994351, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111967, 200
 112194271, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112167, 200
 112394191, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112367, 200
 112594111, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112567, 200
 112794031, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112767, 200
 112993951, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112967, 200
 113193871, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113167, 200
 113393791, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113367, 200
 113593711, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113567, 200
 113794464, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113767, 200
 113994384, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113967, 200
 114194304, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114167, 200
 114394224, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114367, 200
 114594144, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114567, 200
 114794064, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114767, 200
 114993984, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114967, 200
 115193904, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115167, 200
 115393824, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115367, 200
 115593744, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115567, 200
 115794497, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115767, 200
 115994417, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115967, 200
 116194337, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116167, 200
 116394257, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116367, 200
 116594177, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116567, 200
 116794097, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116767, 200
 116994017, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116967, 200
 117193937, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117167, 200
