Time,XKF4_C,XKF4_SV,XKF4_SP,XKF4_SH,XKF4_SM,XKF4_SVT,XKF4_errRP,XKF4_OFN,XKF4_OFE,XKF4_FS,XKF4_TS,XKF4_SS,XKF4_GPS,XKF4_PI
 101194506, 0, 0, 0, 0, 0, 0, 0.005936169, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101194506, 1, 0, 0, 0, 0, 0, 0.005904071, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101294466, 0, 0, 0, 0, 0, 0, 0.005856543, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101294466, 1, 0, 0, 0, 0, 0, 0.005820165, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101394426, 0, 0, 0, 0, 0, 0, 0.005934834, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101394426, 1, 0, 0, 0, 0, 0, 0.005898404, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101494386, 0, 0, 0, 0, 0, 0, 0.005859914, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101494386, 1, 0, 0, 0, 0, 0, 0.005825231, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101594346, 0, 0, 0, 0, 0, 0, 0.005940294, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101594346, 1, 0, 0, 0, 0, 0, 0.005905262, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101694306, 0, 0, 0, 0, 0, 0, 0.005883185, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101694306, 1, 0, 0, 0, 0, 0, 0.005850084, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101794266, 0, 0, 0, 0, 0, 0, 0.00596349, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101794266, 1, 0, 0, 0, 0, 0, 0.005930001, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101894226, 0, 0, 0, 0, 0, 0, 0.005935848, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101894226, 1, 0, 0, 0, 0, 0, 0.005903915, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 101994186, 0, 0, 0, 0, 0, 0, 0.006015983, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 101994186, 1, 0, 0, 0, 0, 0, 0.005983625, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102094146, 0, 0, 0, 0, 0, 0, 0.006020522, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102094146, 1, 0, 0, 0, 0, 0, 0.005988981, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102194106, 0, 0, 0, 0, 0, 0, 0.006100397, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102194106, 1, 0, 0, 0, 0, 0, 0.006077921, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102294066, 0, 0, 0, 0, 0, 0, 0.006131531, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102294066, 1, 0, 0, 0, 0, 0, 0.006100881, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102394026, 0, 0, 0, 0, 0, 0, 0.006211286, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102394026, 1, 0, 0, 0, 0, 0, 0.006180012, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102493986, 0, 0, 0, 0, 0, 0, 0.006260372, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102493986, 1, 0, 0, 0, 0, 0, 0.006229253, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102593946, 0, 0, 0, 0, 0, 0, 0.006339778, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102593946, 1, 0, 0, 0, 0, 0, 0.006308001, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102693906, 0, 0, 0, 0, 0, 0, 0.006399337, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102693906, 1, 0, 0, 0, 0, 0, 0.006367366, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102793866, 0, 0, 0, 0, 0, 0, 0.00647821, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102793866, 1, 0, 0, 0, 0, 0, 0.006445741, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102893826, 0, 0, 0, 0, 0, 0, 0.006543501, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102893826, 1, 0, 0, 0, 0, 0, 0.006515781, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 102993786, 0, 0, 0, 0, 0, 0, 0.006622062, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 102993786, 1, 0, 0, 0, 0, 0, 0.006590231, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103093746, 0, 0, 0, 0, 0, 0, 0.006690537, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103093746, 1, 0, 0, 0, 0, 0, 0.006658376, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103193706, 0, 0, 0, 0, 0, 0, 0.006768814, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103193706, 1, 0, 0, 0, 0, 0, 0.00673615, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103294499, 0, 0, 0, 0, 0, 0, 0.006839092, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103294499, 1, 0, 0, 0, 0, 0, 0.006805972, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103394459, 0, 0, 0, 0, 0, 0, 0.006917248, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103394459, 1, 0, 0, 0, 0, 0, 0.006878807, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103494419, 0, 0, 0, 0, 0, 0, 0.006987574, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103494419, 1, 0, 0, 0, 0, 0, 0.006949705, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103594379, 0, 0, 0, 0, 0, 0, 0.007065376, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103594379, 1, 0, 0, 0, 0, 0, 0.007026968, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103694339, 0, 0, 0, 0, 0, 0, 0.007137671, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103694339, 1, 0, 0, 0, 0, 0, 0.007098727, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103794299, 0, 0, 0, 0, 0, 0, 0.007215269, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103794299, 1, 0, 0, 0, 0, 0, 0.007175751, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103894259, 0, 0, 0, 0, 0, 0, 0.007288331, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103894259, 1, 0, 0, 0, 0, 0, 0.007257878, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 103994219, 0, 0, 0, 0, 0, 0, 0.00736575, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 103994219, 1, 0, 0, 0, 0, 0, 0.007330806, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104094179, 0, 0, 0, 0, 0, 0, 0.007439525, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104094179, 1, 0, 0, 0, 0, 0, 0.007400733, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104194139, 0, 0, 0, 0, 0, 0, 0.007516787, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104194139, 1, 0, 0, 0, 0, 0, 0.007477412, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104294099, 0, 0, 0, 0, 0, 0, 0.007591224, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104294099, 1, 0, 0, 0, 0, 0, 0.007551221, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104394059, 0, 0, 0, 0, 0, 0, 0.007667881, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104394059, 1, 0, 0, 0, 0, 0, 0.007627728, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104494019, 0, 0, 0, 0, 0, 0, 0.007743072, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104494019, 1, 0, 0, 0, 0, 0, 0.007702132, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104593979, 0, 0, 0, 0, 0, 0, 0.007820242, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104593979, 1, 0, 0, 0, 0, 0, 0.007787734, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104693939, 0, 0, 0, 0, 0, 0, 0.007906133, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104693939, 1, 0, 0, 0, 0, 0, 0.00785625, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104793899, 0, 0, 0, 0, 0, 0, 0.007981365, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104793899, 1, 0, 0, 0, 0, 0, 0.007932531, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104893859, 0, 0, 0, 0, 0, 0, 0.008057199, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104893859, 1, 0, 0, 0, 0, 0, 0.008007721, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 104993819, 0, 0, 0, 0, 0, 0, 0.008134026, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 104993819, 1, 0, 0, 0, 0, 0, 0.008083601, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105093779, 0, 0, 0, 0, 0, 0, 0.008209997, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105093779, 1, 0, 0, 0, 0, 0, 0.008158918, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105193739, 0, 0, 0, 0, 0, 0, 0.008286752, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105193739, 1, 0, 0, 0, 0, 0, 0.008234983, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105293699, 0, 0, 0, 0, 0, 0, 0.008362618, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105293699, 1, 0, 0, 0, 0, 0, 0.008316251, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105394492, 0, 0, 0, 0, 0, 0, 0.008439315, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105394492, 1, 0, 0, 0, 0, 0, 0.008398129, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105494452, 0, 0, 0, 0, 0, 0, 0.008513382, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105494452, 1, 0, 0, 0, 0, 0, 0.008468403, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105594412, 0, 0, 0, 0, 0, 0, 0.008589097, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105594412, 1, 0, 0, 0, 0, 0, 0.008544398, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105694372, 0, 0, 0, 0, 0, 0, 0.008664017, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105694372, 1, 0, 0, 0, 0, 0, 0.008618524, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105794332, 0, 0, 0, 0, 0, 0, 0.008740646, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105794332, 1, 0, 0, 0, 0, 0, 0.008688717, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 105894292, 0, 0, 0, 0, 0, 0, 0.008814539, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 105894292, 1, 0, 0, 0, 0, 0, 0.008762437, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
