Time,PSCN_TPN,PSCN_PN,PSCN_DVN,PSCN_TVN,PSCN_VN,PSCN_DAN,PSCN_TAN,PSCN_AN
 101194506, -0.01381668, -0.01381668, -0.01754714, -0.01754714, -0.01754714, 0, -5.440057E-06, -5.525057E-06
 101294466, -0.01349431, -0.01349431, -0.01725827, -0.01725827, -0.01725827, 0, -5.439981E-06, -5.52498E-06
 101394426, -0.01382471, -0.01382471, -0.01739975, -0.01739975, -0.01739975, 0, -5.439922E-06, -5.524921E-06
 101494386, -0.01346877, -0.01346877, -0.0167424, -0.0167424, -0.0167424, 0, -5.439886E-06, -5.524885E-06
 101594346, -0.01370651, -0.01370651, -0.01658762, -0.01658762, -0.01658762, 0, -5.43985E-06, -5.524848E-06
 101694306, -0.01323424, -0.01323424, -0.01546612, -0.01546612, -0.01546612, 0, -5.439817E-06, -5.524813E-06
 101794266, -0.0132874, -0.0132874, -0.01484995, -0.01484995, -0.01484995, 0, -5.439773E-06, -5.52477E-06
 101894226, -0.01262581, -0.01262581, -0.01323056, -0.01323056, -0.01323056, 0, -5.439718E-06, -5.524713E-06
 101994186, -0.01242046, -0.01242046, -0.01215501, -0.01215501, -0.01215501, 0, -5.439676E-06, -5.524671E-06
 102094146, -0.01155241, -0.01155241, -0.01021056, -0.01021056, -0.01021056, 0, -5.439627E-06, -5.524622E-06
 102194106, -0.01108296, -0.01108296, -0.008927691, -0.008927691, -0.008927691, 0, -5.439588E-06, -5.524582E-06
 102294066, -0.01007892, -0.01007892, -0.007040577, -0.007040577, -0.007040577, 0, -5.439538E-06, -5.524531E-06
 102394026, -0.009446272, -0.009446272, -0.005751874, -0.005751874, -0.005751874, 0, -5.43949E-06, -5.524483E-06
 102493986, -0.008403698, -0.008403698, -0.004132784, -0.004132784, -0.004132784, 0, -5.439456E-06, -5.524448E-06
 102593946, -0.007709199, -0.007709199, -0.002988981, -0.002988981, -0.002988981, 0, -5.43941E-06, -5.524401E-06
 102693906, -0.006714827, -0.006714827, -0.001661996, -0.001661996, -0.001661996, 0, -5.439369E-06, -5.524359E-06
 102793866, -0.006035051, -0.006035051, -0.0007847414, -0.0007847414, -0.0007847414, 0, -5.43932E-06, -5.524309E-06
 102893826, -0.005156906, -0.005156906, 0.0001863991, 0.0001863991, 0.0001863991, 0, -5.439274E-06, -5.524262E-06
 102993786, -0.00455487, -0.00455487, 0.0007962232, 0.0007962232, 0.0007962232, 0, -5.439224E-06, -5.524212E-06
 103093746, -0.003824764, -0.003824764, 0.001413372, 0.001413372, 0.001413372, 0, -5.439177E-06, -5.524164E-06
 103193706, -0.003332659, -0.003332659, 0.001813952, 0.001813952, 0.001813952, 0, -5.439144E-06, -5.52413E-06
 103294499, -0.002748176, -0.002748176, 0.002156616, 0.002156616, 0.002156616, 0, -5.439093E-06, -5.524078E-06
 103394459, -0.002372452, -0.002372452, 0.002310022, 0.002310022, 0.002310022, 0, -5.439053E-06, -5.524038E-06
 103494419, -0.001928462, -0.001928462, 0.002509489, 0.002509489, 0.002509489, 0, -5.439006E-06, -5.52399E-06
