Time,XKF5_C,XKF5_NI,XKF5_FIX,XKF5_FIY,XKF5_AFI,XKF5_HAGL,XKF5_offset,XKF5_RI,XKF5_rng,XKF5_Herr,XKF5_eAng,XKF5_eVel,XKF5_ePos
 101194506, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001102018, 0.001234423, 0.001876016
 101294466, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000138421, 0.0001379806, 8.833578E-05
 101394426, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001179693, 0.001183156, 0.001857084
 101494386, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000143921, 0.0006451076, 0.0001285839
 101594346, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001206068, 0.0008485781, 0.001782289
 101694306, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001385252, 0.001399971, 0.0001868715
 101794266, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001184807, 0.0003775046, 0.001671973
 101894226, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001294988, 0.001932166, 0.0001721915
 101994186, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001156993, 8.482441E-05, 0.001632606
 102094146, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001211006, 0.001857531, 9.189345E-05
 102194106, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001133541, 0.0001929638, 0.001795342
 102294066, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001157698, 0.001163624, 0.0006073964
 102394026, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001117527, 0.0007040041, 0.002203041
 102493986, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001126358, 0.0001246062, 0.001360232
 102593946, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001104551, 0.00141713, 0.002776468
 102693906, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001105785, 0.000955357, 0.002192668
 102793866, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001095429, 0.002119808, 0.003383232
 102893826, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001098326, 0.001882019, 0.002970954
 102993786, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001091315, 0.00269449, 0.003918502
 103093746, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001091617, 0.002548553, 0.00358583
 103193706, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000108527, 0.003074999, 0.004302594
 103294499, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001083855, 0.002951708, 0.003993205
 103394459, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001082527, 0.003265626, 0.004511046
