Time,BAT_Instance,BAT_Volt,BAT_VoltR,BAT_Curr,BAT_CurrTot,BAT_EnrgTot,BAT_Temp,BAT_Res,BAT_RemPct
 101194506, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101294466, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101394426, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101494386, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101594346, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101694306, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101794266, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101894226, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 101994186, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102094146, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102194106, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102294066, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102394026, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102493986, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102593946, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102693906, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102793866, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102893826, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 102993786, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103093746, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103193706, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103294499, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103394459, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103494419, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103594379, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103694339, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103794299, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103894259, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 103994219, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104094179, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104194139, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104294099, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104394059, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104494019, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104593979, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104693939, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104793899, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104893859, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 104993819, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105093779, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105193739, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105293699, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105394492, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105494452, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 105594412, 0, 12.58798, 12.58798, 0.4985337, 0.01384373, 0.0001742645, 0, 0, 99
 105694372, 0, 12.58798, 12.58798, 2.575758, 0.08536966, 0.001074631, 0, 0, 99
 105794332, 0, 12.58798, 12.58798, 5.733138, 0.2445726, 0.003078674, 0, 0, 99
 105894292, 0, 12.58798, 12.58798, 9.222875, 0.5006815, 0.006302568, 0, 0, 99
 105994252, 0, 12.58798, 12.58798, 13.12805, 0.8652331, 0.01089153, 0, 0, 99
 106094212, 0, 12.58798, 12.58798, 17.69795, 1.356685, 0.01707792, 0, 0, 99
 106194172, 0, 12.58798, 12.58798, 23.01564, 1.995804, 0.02512314, 0, 0, 99
 106294132, 0, 12.58798, 12.58798, 29.08113, 2.803355, 0.03528857, 0, 0, 99
 106394092, 0, 12.58798, 12.58798, 32.98632, 3.719348, 0.04681907, 0, 0, 99
 106494052, 0, 12.58798, 12.58798, 36.0606, 4.720711, 0.05942421, 0, 0, 99
 106594012, 0, 12.58798, 12.58798, 39.71652, 5.823595, 0.07330728, 0, 0, 99
 106693972, 0, 12.58798, 12.58798, 43.78788, 7.039536, 0.08861352, 0, 0, 99
 106793932, 0, 12.58798, 12.58798, 41.71066, 8.197794, 0.1031936, 0, 0, 99
 106893892, 0, 12.58798, 12.58798, 30.41056, 9.042261, 0.1138238, 0, 0, 99
 106993852, 0, 12.58798, 12.62521, 27.66862, 9.810588, 0.1234955, 0, 0.001345674, 99
 107093812, 0, 12.58798, 12.62812, 29.82893, 10.6389, 0.1339223, 0, 0.001345674, 99
 107193772, 0, 12.58798, 12.63181, 32.57087, 11.54336, 0.1453076, 0, 0.001345674, 99
 107293732, 0, 12.58798, 12.63348, 33.8172, 12.48243, 0.1571285, 0, 0.001345674, 99
 107394525, 0, 12.58798, 12.63348, 33.8172, 13.42932, 0.169048, 0, 0.001345674, 99
 107494485, 0, 12.58798, 12.63259, 33.15249, 14.34993, 0.1806366, 0, 0.001345674, 99
 107594445, 0, 12.58798, 12.63192, 32.65396, 15.25669, 0.1920509, 0, 0.001345674, 99
 107694405, 0, 12.58798, 12.6317, 32.48778, 16.15884, 0.2034071, 0, 0.001345674, 99
 107794365, 0, 12.58798, 12.6317, 32.48778, 17.06099, 0.2147633, 0, 0.001345674, 99
 107894325, 0, 12.58798, 12.63192, 32.65396, 17.96775, 0.2261777, 0, 0.001345674, 99
 107994285, 0, 12.58798, 12.63147, 32.3216, 18.86529, 0.2374758, 0, 0.001345674, 99
 108094245, 0, 12.58798, 12.63627, 31.65689, 19.74437, 0.2485416, 0, 0.001525396, 99
 108194205, 0, 12.58798, 12.63997, 31.07527, 20.60729, 0.2594041, 0, 0.001673018, 99
 108294165, 0, 12.58798, 12.64283, 30.57673, 21.45638, 0.2700923, 0, 0.001793886, 99
 108394125, 0, 12.58798, 12.64523, 30.24438, 22.29623, 0.2806644, 0, 0.001892965, 99
 108494085, 0, 12.58798, 12.64737, 30.0782, 23.13147, 0.2911783, 0, 0.001974556, 99
 108594045, 0, 12.58798, 12.64905, 29.91202, 23.96209, 0.3016342, 0, 0.002041598, 99
 108694005, 0, 12.58798, 12.65071, 29.91202, 24.79271, 0.3120901, 0, 0.002097306, 99
 108793965, 0, 12.58798, 12.65172, 29.74585, 25.61872, 0.3224879, 0, 0.002142823, 99
 108893925, 0, 12.58798, 12.65285, 29.74585, 26.44473, 0.3328857, 0, 0.002180725, 99
