Time,VIBE_IMU,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip
 1214358229, 0, 0.002784344, 0.002782007, 0.002652887, 0
 1214358229, 1, 0.005610539, 0.005532099, 0.005303849, 0
 1214458189, 0, 0.002839258, 0.002862938, 0.00283175, 0
 1214458189, 1, 0.005872911, 0.004894743, 0.005285861, 0
 1214558149, 0, 0.00281471, 0.00344448, 0.002683962, 0
 1214558149, 1, 0.005807828, 0.005446143, 0.005469398, 0
 1214658109, 0, 0.002694073, 0.003210039, 0.002755237, 0
 1214658109, 1, 0.005520348, 0.005374461, 0.005825558, 0
 1214758069, 0, 0.00275662, 0.00311692, 0.002801871, 0
 1214758069, 1, 0.005583672, 0.005850228, 0.005940263, 0
 1214858029, 0, 0.002808894, 0.003051275, 0.002651242, 0
 1214858029, 1, 0.005693314, 0.005757981, 0.005890331, 0
 1214957989, 0, 0.002873664, 0.002657666, 0.002745733, 0
 1214957989, 1, 0.005856583, 0.00564806, 0.005563638, 0
 1215057949, 0, 0.00289679, 0.002701012, 0.00279041, 0
 1215057949, 1, 0.005708675, 0.005686203, 0.005710633, 0
 1215157909, 0, 0.002852525, 0.00287318, 0.002976595, 0
 1215157909, 1, 0.005971999, 0.004993451, 0.005864249, 0
 1215257869, 0, 0.002842219, 0.002974936, 0.00284795, 0
 1215257869, 1, 0.005930963, 0.005547446, 0.005792768, 0
 1215357829, 0, 0.002735859, 0.002767426, 0.002914484, 0
 1215357829, 1, 0.005743844, 0.005041454, 0.005540882, 0
 1215457789, 0, 0.002723296, 0.002757712, 0.002834936, 0
 1215457789, 1, 0.005733274, 0.00506612, 0.005368216, 0
 1215557749, 0, 0.002922975, 0.002986614, 0.002813799, 0
 1215557749, 1, 0.005362465, 0.005589772, 0.005344209, 0
 1215657709, 0, 0.002809911, 0.002717416, 0.003066195, 0
 1215657709, 1, 0.005636683, 0.005586276, 0.005284713, 0
 1215757669, 0, 0.00298336, 0.002874518, 0.002869523, 0
 1215757669, 1, 0.005538973, 0.00614622, 0.005838758, 0
 1215857629, 0, 0.002652015, 0.002756612, 0.002744474, 0
 1215857629, 1, 0.005260141, 0.005652667, 0.006097265, 0
 1215957589, 0, 0.002756663, 0.002897351, 0.002594307, 0
 1215957589, 1, 0.005579206, 0.005597738, 0.005912982, 0
 1216057549, 0, 0.002706299, 0.002634846, 0.002746138, 0
 1216057549, 1, 0.005576124, 0.005072774, 0.005476805, 0
 1216157509, 0, 0.002929508, 0.002639788, 0.002642211, 0
 1216157509, 1, 0.005850857, 0.005535087, 0.005650122, 0
 1216257469, 0, 0.003208462, 0.002621179, 0.002640239, 0
 1216257469, 1, 0.005616942, 0.005809737, 0.005519703, 0
