Time,XKF4_C,XKF4_SV,XKF4_SP,XKF4_SH,XKF4_SM,XKF4_SVT,XKF4_errRP,XKF4_OFN,XKF4_OFE,XKF4_FS,XKF4_TS,XKF4_SS,XKF4_GPS,XKF4_PI
 1214358229, 0, 0, 0, 0, 0.01, 0, 0.005758146, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1214358229, 1, 0, 0, 0, 0.01, 0, 0.005721916, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1214458189, 0, 0, 0, 0, 0.01, 0, 0.005672588, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1214458189, 1, 0, 0, 0, 0.01, 0, 0.005645632, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1214558149, 0, 0, 0, 0, 0.01, 0, 0.0057539, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 1214558149, 1, 0, 0, 0, 0.01, 0, 0.005722384, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 1214658109, 0, 0, 0, 0, 0.01, 0, 0.00567082, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 1214658109, 1, 0, 0, 0, 0.01, 0, 0.005639686, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 1214758069, 0, 0, 0, 0, 0.01, 0, 0.00575146, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 1214758069, 1, 0, 0, 0, 0.01, 0, 0.005720629, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 1214858029, 0, 0, 0, 0, 0.01, 0, 0.005669218, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1214858029, 1, 0, 0, 0, 0.01, 0, 0.005638535, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1214957989, 0, 0, 0, 0, 0.01, 0, 0.005750765, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1214957989, 1, 0, 0, 0, 0.01, 0, 0.005719452, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215057949, 0, 0, 0, 0, 0.01, 0, 0.005668927, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215057949, 1, 0, 0, 0, 0.01, 0, 0.005637921, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215157909, 0, 0, 0, 0, 0.01, 0, 0.005751149, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215157909, 1, 0, 0, 0, 0.01, 0, 0.005714253, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215257869, 0, 0, 0, 0, 0.01, 0, 0.005669357, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215257869, 1, 0, 0, 0, 0.01, 0, 0.005628061, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215357829, 0, 0, 0, 0, 0.01, 0, 0.005750672, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215357829, 1, 0, 0, 0, 0.01, 0, 0.00570906, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215457789, 0, 0, 0, 0, 0.01, 0, 0.005669395, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215457789, 1, 0, 0, 0, 0.01, 0, 0.005628137, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215557749, 0, 0, 0, 0, 0.01, 0, 0.00575071, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215557749, 1, 0, 0, 0, 0.01, 0, 0.005709105, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215657709, 0, 0, 0, 0, 0.01, 0, 0.005669993, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215657709, 1, 0, 0, 0, 0.01, 0, 0.005628896, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215757669, 0, 0, 0, 0, 0.01, 0, 0.005751307, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215757669, 1, 0, 0, 0, 0.01, 0, 0.00571993, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215857629, 0, 0, 0, 0, 0.01, 0, 0.005671202, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215857629, 1, 0, 0, 0, 0.01, 0, 0.00563227, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1215957589, 0, 0, 0, 0, 0.01, 0, 0.005752564, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1215957589, 1, 0, 0, 0, 0.01, 0, 0.005712857, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216057549, 0, 0, 0, 0, 0.01, 0, 0.005673344, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216057549, 1, 0, 0, 0, 0.01, 0, 0.005636003, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216157509, 0, 0, 0, 0, 0.01, 0, 0.005754858, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216157509, 1, 0, 0, 0, 0.01, 0, 0.005716953, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216257469, 0, 0, 0, 0, 0.01, 0, 0.005676349, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216257469, 1, 0, 0, 0, 0.01, 0, 0.005640413, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216357429, 0, 0, 0, 0, 0.01, 0, 0.005757846, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216357429, 1, 0, 0, 0, 0.01, 0, 0.005731407, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216458222, 0, 0, 0, 0, 0.01, 0, 0.005679859, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216458222, 1, 0, 0, 0, 0.01, 0, 0.005648164, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216558182, 0, 0, 0, 0, 0.01, 0, 0.005759605, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216558182, 1, 0, 0, 0, 0.01, 0, 0.005730893, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216658142, 0, 0, 0, 0, 0.01, 0, 0.005682698, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216658142, 1, 0, 0, 0, 0.01, 0, 0.005650276, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216758102, 0, 0, 0, 0, 0.01, 0, 0.005763964, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216758102, 1, 0, 0, 0, 0.01, 0, 0.00573125, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216858062, 0, 0, 0, 0, 0.01, 0, 0.005687904, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216858062, 1, 0, 0, 0, 0.01, 0, 0.005665264, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1216958022, 0, 0, 0, 0, 0.01, 0, 0.005769363, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1216958022, 1, 0, 0, 0, 0.01, 0, 0.005737467, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217057982, 0, 0, 0, 0, 0.01, 0, 0.005694056, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1217057982, 1, 0, 0, 0, 0.01, 0, 0.005661947, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217157942, 0, 0, 0, 0, 0.01, 0, 0.005775483, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1217157942, 1, 0, 0, 0, 0.01, 0, 0.005742897, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217257902, 0, 0, 0, 0, 0.01, 0, 0.005700701, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1217257902, 1, 0, 0, 0, 0.01, 0, 0.005668236, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217357862, 0, 0, 0, 0, 0.01, 0, 0.00578188, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1217357862, 1, 0, 0, 0, 0.01, 0, 0.005749125, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217457822, 0, 0, 0, 0, 0.01, 0, 0.005707703, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
 1217457822, 1, 0, 0, 0, 0.01, 0, 0.005675266, 0.02821805, -0.02734471, 0, 48, 109375, 0, 0
 1217557782, 0, 0, 0, 0, 0.01, 0, 0.00578885, 0.02741385, -0.0268591, 0, 48, 109375, 0, 0
