Time,XKY1_C,XKY1_IVN0,XKY1_IVN1,XKY1_IVN2,XKY1_IVN3,XKY1_IVN4,XKY1_IVE0,XKY1_IVE1,XKY1_IVE2,XKY1_IVE3,XKY1_IVE4
 1214358229, 0, -0.008463062, -0.009246469, 0.00274843, 0.01094509, 0.00401601, 0.006972498, -0.00589423, -0.01061533, -0.0006664063, 0.01020347
 1214358229, 1, -0.007618141, -0.009214841, 0.001923056, 0.01040336, 0.004506571, 0.007213774, -0.005016104, -0.0103139, -0.001358234, 0.009474461
 1214458189, 0, -0.008307207, -0.009150976, 0.002651592, 0.01078975, 0.00401684, 0.006922731, -0.005761382, -0.01048346, -0.0007177534, 0.01003987
 1214458189, 1, -0.007444587, -0.009294201, 0.001700455, 0.01034514, 0.004693193, 0.007353608, -0.004807833, -0.01032501, -0.001573375, 0.009352613
 1214558149, 0, -0.008307207, -0.009150976, 0.002651592, 0.01078975, 0.00401684, 0.006922731, -0.005761382, -0.01048346, -0.0007177534, 0.01003987
 1214558149, 1, -0.007444587, -0.009294201, 0.001700455, 0.01034514, 0.004693193, 0.007353608, -0.004807833, -0.01032501, -0.001573375, 0.009352613
 1214658109, 0, -0.008036233, -0.008848197, 0.002567747, 0.01043515, 0.003881532, 0.006692415, -0.005574842, -0.01013786, -0.0006906977, 0.009710982
 1214658109, 1, -0.007068612, -0.008829066, 0.00161195, 0.009825305, 0.004460423, 0.006986697, -0.004563641, -0.009807182, -0.001497531, 0.008881657
 1214758069, 0, -0.008036233, -0.008848197, 0.002567747, 0.01043515, 0.003881532, 0.006692415, -0.005574842, -0.01013786, -0.0006906977, 0.009710982
 1214758069, 1, -0.007068612, -0.008829066, 0.00161195, 0.009825305, 0.004460423, 0.006986697, -0.004563641, -0.009807182, -0.001497531, 0.008881657
 1214858029, 0, -0.007747991, -0.008549665, 0.002464008, 0.01007251, 0.003761142, 0.006472175, -0.005368766, -0.009790254, -0.000681944, 0.009368789
 1214858029, 1, -0.006789301, -0.008464289, 0.001558083, 0.009427237, 0.00426827, 0.006693902, -0.00438848, -0.009406132, -0.00142483, 0.008525538
 1214957989, 0, -0.007747991, -0.008549665, 0.002464008, 0.01007251, 0.003761142, 0.006472175, -0.005368766, -0.009790254, -0.000681944, 0.009368789
 1214957989, 1, -0.006789301, -0.008464289, 0.001558083, 0.009427237, 0.00426827, 0.006693902, -0.00438848, -0.009406132, -0.00142483, 0.008525538
 1215057949, 0, -0.007446952, -0.00819838, 0.002380074, 0.009669348, 0.003595911, 0.006200626, -0.005166374, -0.00939362, -0.0006392035, 0.008998571
 1215057949, 1, -0.00639523, -0.008077764, 0.001402897, 0.008944802, 0.004125295, 0.006415528, -0.004099718, -0.008949293, -0.001431249, 0.008064732
 1215157909, 0, -0.007446952, -0.00819838, 0.002380074, 0.009669348, 0.003595911, 0.006200626, -0.005166374, -0.00939362, -0.0006392035, 0.008998571
 1215157909, 1, -0.00639523, -0.008077764, 0.001402897, 0.008944802, 0.004125295, 0.006415528, -0.004099718, -0.008949293, -0.001431249, 0.008064732
 1215257869, 0, -0.007165487, -0.007883741, 0.002293068, 0.009300934, 0.003455226, 0.005961247, -0.004972656, -0.009034518, -0.0006109827, 0.00865691
 1215257869, 1, -0.006231877, -0.007800488, 0.00141091, 0.008672479, 0.003948977, 0.006177059, -0.004018051, -0.008660352, -0.001334341, 0.007835683
 1215357829, 0, -0.007165487, -0.007883741, 0.002293068, 0.009300934, 0.003455226, 0.005961247, -0.004972656, -0.009034518, -0.0006109827, 0.00865691
 1215357829, 1, -0.006231877, -0.007800488, 0.00141091, 0.008672479, 0.003948977, 0.006177059, -0.004018051, -0.008660352, -0.001334341, 0.007835683
 1215457789, 0, -0.00689315, -0.007579325, 0.00220887, 0.008944482, 0.003319124, 0.005729654, -0.004785215, -0.008687079, -0.0005836954, 0.008326336
 1215457789, 1, -0.005895273, -0.007388728, 0.001328788, 0.008209964, 0.003745249, 0.005853478, -0.003797913, -0.008200717, -0.001270409, 0.007415562
