Time,TERR_Status,TERR_Lat,TERR_Lng,TERR_Spacing,TERR_TerrH,TERR_CHeight,TERR_Pending,TERR_Loaded,TERR_ROfs
 1214358229, 2, 33.6216404, 72.955686, 100, 558.07, 0.002820008, 0, 504, 5.066704
 1215357829, 2, 33.6216404, 72.955686, 100, 558.07, 0.0028255, 0, 504, 5.066704
 1216357429, 2, 33.6216403, 72.9556861, 100, 558.0699, 0.003039058, 0, 504, 5.066704
 1217357862, 2, 33.6216403, 72.9556861, 100, 558.0699, 0.00308577, 0, 504, 5.066704
 1218357462, 2, 33.6216403, 72.9556861, 100, 558.0699, 0.003134379, 0, 504, 5.066704
 1219357895, 2, 33.6216403, 72.9556861, 100, 558.0699, 0.003173942, 0, 504, 5.066704
 1220357495, 2, 33.6216403, 72.9556861, 100, 558.0699, 0.09521536, 0, 504, 5.066704
 1221357928, 2, 33.6216403, 72.9556861, 100, 558.0699, 1.818061, 0, 504, 5.066704
 1222357528, 2, 33.6216403, 72.9556861, 100, 558.0699, 4.452915, 0, 504, 5.066704
 1223357961, 2, 33.6216403, 72.9556861, 100, 558.0699, 7.026066, 0, 504, 5.066704
 1224357561, 2, 33.6216403, 72.9556861, 100, 558.0699, 9.516962, 0, 504, 5.066704
 1225357994, 2, 33.6216403, 72.955686, 100, 558.0699, 12.01533, 0, 504, 5.066704
 1226357594, 2, 33.6216404, 72.955686, 100, 558.07, 14.51505, 0, 504, 5.066704
 1227358027, 2, 33.6216404, 72.955686, 100, 558.07, 17.01848, 0, 504, 5.066704
 1228357627, 2, 33.6216404, 72.955686, 100, 558.07, 19.51944, 0, 504, 5.066704
 1229358060, 2, 33.6216403, 72.955686, 100, 558.0699, 22.05393, 0, 504, 5.066704
 1230357660, 2, 33.6216403, 72.955686, 100, 558.0699, 24.56296, 0, 504, 5.066704
 1231358093, 2, 33.6216403, 72.955686, 100, 558.0699, 27.06492, 0, 504, 5.066704
 1232357693, 2, 33.6216403, 72.955686, 100, 558.0699, 29.5693, 0, 504, 5.066704
 1233358126, 2, 33.6216403, 72.955686, 100, 558.0699, 32.06309, 0, 504, 5.066704
 1234357726, 2, 33.6216403, 72.955686, 100, 558.0699, 34.54895, 0, 504, 5.066704
 1235358159, 2, 33.6216404, 72.955686, 100, 558.07, 37.04744, 0, 504, 5.066704
