Time,GPS_I,GPS_Status,GPS_GMS,GPS_GWk,GPS_NSats,GPS_HDop,GPS_Lat,GPS_Lng,GPS_Alt,GPS_Spd,GPS_GCrs,GPS_VZ,GPS_Yaw,GPS_U
 1214398213, 0, 6, 229899200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1214598133, 0, 6, 229899400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1214798053, 0, 6, 229899600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1214997973, 0, 6, 229899800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1215197893, 0, 6, 229900000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1215397813, 0, 6, 229900200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1215597733, 0, 6, 229900400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1215797653, 0, 6, 229900600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1215997573, 0, 6, 229900800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1216197493, 0, 6, 229901000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1216397413, 0, 6, 229901200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1216598166, 0, 6, 229901400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1216798086, 0, 6, 229901600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1216998006, 0, 6, 229901800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1217197926, 0, 6, 229902000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1217397846, 0, 6, 229902200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1217597766, 0, 6, 229902400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1217797686, 0, 6, 229902600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1217997606, 0, 6, 229902800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1218197526, 0, 6, 229903000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1218397446, 0, 6, 229903200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1218598199, 0, 6, 229903400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1218798119, 0, 6, 229903600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1218998039, 0, 6, 229903800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1219197959, 0, 6, 229904000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 356.4841, 0, 0, 1
 1219397879, 0, 6, 229904200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 124.4363, 0, 0, 1
 1219597799, 0, 6, 229904400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 126.8924, 0, 0, 1
 1219797719, 0, 6, 229904600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 303.7231, 0, 0, 1
 1219997639, 0, 6, 229904800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.09, 0, 306.9914, -0.005, 0, 1
 1220197559, 0, 6, 229905000, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.1, 0, 307.0681, -0.137, 0, 1
 1220397479, 0, 6, 229905200, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.16, 0, 309.0114, -0.397, 0, 1
 1220598232, 0, 6, 229905400, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.3, 0.001, 304.0511, -1.011, 0, 1
 1220798152, 0, 6, 229905600, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.57, 0.006, 304.9619, -1.653, 0, 1
 1220998072, 0, 6, 229905800, 2220, 10, 1.21, 33.6216403, 72.9556861, 558.92, 0.011, 305.3431, -1.87, 0, 1
 1221197992, 0, 6, 229906000, 2220, 10, 1.21, 33.6216403, 72.9556861, 559.31, 0.014, 305.2982, -2.029, 0, 1
 1221397912, 0, 6, 229906200, 2220, 10, 1.21, 33.6216403, 72.9556861, 559.74, 0.015, 305.0944, -2.226, 0, 1
 1221597832, 0, 6, 229906400, 2220, 10, 1.21, 33.6216403, 72.9556861, 560.2, 0.014, 304.5289, -2.395, 0, 1
 1221797752, 0, 6, 229906600, 2220, 10, 1.21, 33.6216403, 72.955686, 560.7, 0.013, 304.0454, -2.531, 0, 1
 1221997672, 0, 6, 229906800, 2220, 10, 1.21, 33.6216403, 72.955686, 561.21, 0.011, 304.1084, -2.61, 0, 1
 1222197592, 0, 6, 229907000, 2220, 10, 1.21, 33.6216403, 72.955686, 561.74, 0.008, 304.5062, -2.62, 0, 1
 1222397512, 0, 6, 229907200, 2220, 10, 1.21, 33.6216403, 72.955686, 562.26, 0.006, 305.7374, -2.591, 0, 1
 1222597432, 0, 6, 229907400, 2220, 10, 1.21, 33.6216403, 72.955686, 562.77, 0.004, 308.7309, -2.546, 0, 1
 1222798185, 0, 6, 229907600, 2220, 10, 1.21, 33.6216403, 72.955686, 563.28, 0.003, 317.6121, -2.499, 0, 1
 1222998105, 0, 6, 229907800, 2220, 10, 1.21, 33.6216403, 72.955686, 563.77, 0.003, 331.7442, -2.458, 0, 1
 1223198025, 0, 6, 229908000, 2220, 10, 1.21, 33.6216403, 72.955686, 564.26, 0.003, 340.7815, -2.429, 0, 1
 1223397945, 0, 6, 229908200, 2220, 10, 1.21, 33.6216403, 72.955686, 564.74, 0.003, 345.202, -2.411, 0, 1
 1223597865, 0, 6, 229908400, 2220, 10, 1.21, 33.6216403, 72.955686, 565.23, 0.004, 346.6743, -2.402, 0, 1
 1223797785, 0, 6, 229908600, 2220, 10, 1.21, 33.6216403, 72.955686, 565.7, 0.004, 346.7506, -2.397, 0, 1
 1223997705, 0, 6, 229908800, 2220, 10, 1.21, 33.6216403, 72.955686, 566.19, 0.005, 343.2751, -2.397, 0, 1
 1224197625, 0, 6, 229909000, 2220, 10, 1.21, 33.6216403, 72.9556859, 566.67, 0.005, 334.2396, -2.398, 0, 1
 1224397545, 0, 6, 229909200, 2220, 10, 1.21, 33.6216403, 72.9556858, 567.15, 0.006, 325.2975, -2.399, 0, 1
 1224597465, 0, 6, 229909400, 2220, 10, 1.21, 33.6216403, 72.9556858, 567.63, 0.006, 320.6135, -2.401, 0, 1
 1224798218, 0, 6, 229909600, 2220, 10, 1.21, 33.6216404, 72.9556858, 568.11, 0.006, 321.7674, -2.401, 0, 1
 1224998138, 0, 6, 229909800, 2220, 10, 1.21, 33.6216405, 72.9556858, 568.58, 0.005, 329.8154, -2.4, 0, 1
 1225198058, 0, 6, 229910000, 2220, 10, 1.21, 33.6216405, 72.9556858, 569.07, 0.004, 344.7449, -2.398, 0, 1
 1225397978, 0, 6, 229910200, 2220, 10, 1.21, 33.6216405, 72.9556858, 569.55, 0.003, 8.95506, -2.397, 0, 1
 1225597898, 0, 6, 229910400, 2220, 10, 1.21, 33.6216405, 72.9556858, 570.03, 0.002, 50.47662, -2.395, 0, 1
 1225797818, 0, 6, 229910600, 2220, 10, 1.21, 33.6216405, 72.9556858, 570.5, 0.003, 88.93693, -2.393, 0, 1
 1225997738, 0, 6, 229910800, 2220, 10, 1.21, 33.6216405, 72.9556858, 570.98, 0.005, 108.9237, -2.392, 0, 1
 1226197658, 0, 6, 229911000, 2220, 10, 1.21, 33.6216405, 72.9556858, 571.45, 0.007, 119.632, -2.391, 0, 1
 1226397578, 0, 6, 229911200, 2220, 10, 1.21, 33.6216405, 72.9556858, 571.94, 0.008, 126.3776, -2.39, 0, 1
 1226597498, 0, 6, 229911400, 2220, 10, 1.21, 33.6216405, 72.9556858, 572.42, 0.009000001, 131.0617, -2.39, 0, 1
 1226797418, 0, 6, 229911600, 2220, 10, 1.21, 33.6216405, 72.9556858, 572.89, 0.01, 134.2765, -2.389, 0, 1
 1226998171, 0, 6, 229911800, 2220, 10, 1.21, 33.6216405, 72.9556858, 573.37, 0.011, 136.0737, -2.387, 0, 1
 1227198091, 0, 6, 229912000, 2220, 10, 1.21, 33.6216405, 72.9556858, 573.85, 0.011, 135.6476, -2.383, 0, 1
 1227398011, 0, 6, 229912200, 2220, 10, 1.21, 33.6216405, 72.9556858, 574.32, 0.011, 133.6448, -2.381, 0, 1
 1227597931, 0, 6, 229912400, 2220, 10, 1.21, 33.6216405, 72.9556859, 574.8, 0.011, 133.2021, -2.378, 0, 1
 1227797851, 0, 6, 229912600, 2220, 10, 1.21, 33.6216405, 72.955686, 575.28, 0.011, 136.1841, -2.375, 0, 1
 1227997771, 0, 6, 229912800, 2220, 10, 1.21, 33.6216405, 72.955686, 575.75, 0.01, 141.544, -2.374, 0, 1
 1228197691, 0, 6, 229913000, 2220, 10, 1.21, 33.6216404, 72.955686, 576.23, 0.01, 146.5515, -2.385, 0, 1
 1228397611, 0, 6, 229913200, 2220, 10, 1.21, 33.6216403, 72.955686, 576.7, 0.01, 151.9578, -2.409, 0, 1
 1228597531, 0, 6, 229913400, 2220, 10, 1.21, 33.6216403, 72.955686, 577.19, 0.009000001, 159.4814, -2.426, 0, 1
 1228797451, 0, 6, 229913600, 2220, 10, 1.21, 33.6216403, 72.955686, 577.67, 0.008, 167.7789, -2.429, 0, 1
 1228998204, 0, 6, 229913800, 2220, 10, 1.21, 33.6216403, 72.955686, 578.16, 0.006, 177.1871, -2.425, 0, 1
 1229198124, 0, 6, 229914000, 2220, 10, 1.21, 33.6216403, 72.955686, 578.64, 0.004, 191.0833, -2.416, 0, 1
 1229398044, 0, 6, 229914200, 2220, 10, 1.21, 33.6216403, 72.955686, 579.13, 0.002, 218.9147, -2.406, 0, 1
 1229597964, 0, 6, 229914400, 2220, 10, 1.21, 33.6216403, 72.955686, 579.61, 0.002, 269.4744, -2.398, 0, 1
 1229797884, 0, 6, 229914600, 2220, 10, 1.21, 33.6216403, 72.955686, 580.08, 0.003, 302.1822, -2.392, 0, 1
 1229997804, 0, 6, 229914800, 2220, 10, 1.21, 33.6216403, 72.955686, 580.57, 0.004, 317.3351, -2.386, 0, 1
 1230197724, 0, 6, 229915000, 2220, 10, 1.21, 33.6216403, 72.955686, 581.04, 0.006, 323.3017, -2.382, 0, 1
 1230397644, 0, 6, 229915200, 2220, 10, 1.21, 33.6216403, 72.955686, 581.52, 0.006, 324.4706, -2.38, 0, 1
 1230597564, 0, 6, 229915400, 2220, 10, 1.21, 33.6216403, 72.955686, 581.99, 0.007, 323.2238, -2.379, 0, 1
 1230797484, 0, 6, 229915600, 2220, 10, 1.21, 33.6216403, 72.955686, 582.47, 0.007, 321.4221, -2.379, 0, 1
 1230998237, 0, 6, 229915800, 2220, 10, 1.21, 33.6216403, 72.955686, 582.95, 0.007, 318.3821, -2.38, 0, 1
 1231198157, 0, 6, 229916000, 2220, 10, 1.21, 33.6216403, 72.955686, 583.42, 0.007, 313.7958, -2.379, 0, 1
 1231398077, 0, 6, 229916200, 2220, 10, 1.21, 33.6216403, 72.955686, 583.9, 0.007, 310.2959, -2.377, 0, 1
 1231597997, 0, 6, 229916400, 2220, 10, 1.21, 33.6216403, 72.955686, 584.37, 0.007, 309.1856, -2.374, 0, 1
 1231797917, 0, 6, 229916600, 2220, 10, 1.21, 33.6216403, 72.955686, 584.85, 0.007, 309.7952, -2.372, 0, 1
 1231997837, 0, 6, 229916800, 2220, 10, 1.21, 33.6216403, 72.955686, 585.32, 0.008, 311.7453, -2.369, 0, 1
 1232197757, 0, 6, 229917000, 2220, 10, 1.21, 33.6216403, 72.955686, 585.79, 0.008, 314.3194, -2.367, 0, 1
 1232397677, 0, 6, 229917200, 2220, 10, 1.21, 33.6216403, 72.955686, 586.27, 0.008, 316.743, -2.365, 0, 1
