Time,BAT_Instance,BAT_Volt,BAT_VoltR,BAT_Curr,BAT_CurrTot,BAT_EnrgTot,BAT_Temp,BAT_Res,BAT_RemPct
 1214358229, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214458189, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214558149, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214658109, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214758069, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214858029, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1214957989, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215057949, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215157909, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215257869, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215357829, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215457789, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215557749, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215657709, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215757669, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215857629, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1215957589, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216057549, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216157509, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216257469, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216357429, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216458222, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216558182, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216658142, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216758102, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216858062, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1216958022, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217057982, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217157942, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217257902, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217357862, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217457822, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217557782, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217657742, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217757702, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217857662, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1217957622, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218057582, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218157542, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218257502, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218357462, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218457422, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218558215, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218658175, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218758135, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218858095, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1218958055, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1219058015, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1219157975, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1219257935, 0, 12.58798, 12.58809, 0, 3360.856, 42.306, 0, 0.001360051, 0
 1219357895, 0, 12.58798, 12.5899, 1.412512, 3360.896, 42.30649, 0, 0.001360051, 0
 1219457855, 0, 12.58798, 12.59416, 4.569893, 3361.022, 42.30809, 0, 0.001351844, 0
 1219557815, 0, 12.58798, 12.59884, 8.142717, 3361.249, 42.31093, 0, 0.001334322, 0
 1219657775, 0, 12.58798, 12.60416, 12.13099, 3361.585, 42.31517, 0, 0.001334322, 0
 1219757735, 0, 12.58798, 12.61037, 16.78397, 3362.052, 42.32104, 0, 0.001334322, 0
 1219857695, 0, 12.58798, 12.61758, 22.18475, 3362.667, 42.3288, 0, 0.001334322, 0
 1219957655, 0, 12.58798, 12.62578, 28.33333, 3363.454, 42.3387, 0, 0.001334322, 0
 1220057615, 0, 12.58798, 12.63155, 32.65396, 3364.361, 42.35011, 0, 0.001334322, 0
 1220157575, 0, 12.58798, 12.63554, 35.64516, 3365.351, 42.36257, 0, 0.001334322, 0
 1220257535, 0, 12.58798, 12.64042, 39.30107, 3366.442, 42.37631, 0, 0.001334322, 0
 1220357495, 0, 12.58798, 12.64574, 43.28934, 3367.644, 42.39144, 0, 0.001334322, 0
 1220457455, 0, 12.58798, 12.64518, 42.8739, 3368.835, 42.40643, 0, 0.001334322, 0
 1220557415, 0, 12.58798, 12.62841, 30.41056, 3369.679, 42.41706, 0, 0.001329527, 0
 1220658208, 0, 12.58798, 12.6241, 27.17009, 3370.44, 42.42664, 0, 0.001329527, 0
 1220758168, 0, 12.58798, 12.62703, 29.41349, 3371.257, 42.43692, 0, 0.001327551, 0
 1220858128, 0, 12.58798, 12.63066, 32.40469, 3372.157, 42.44824, 0, 0.00131709, 0
 1220958088, 0, 12.58798, 12.63209, 33.8172, 3373.096, 42.46006, 0, 0.00130431, 0
 1221058048, 0, 12.58798, 12.63173, 33.8172, 3374.035, 42.47189, 0, 0.001293764, 0
 1221158008, 0, 12.58798, 12.63074, 33.23558, 3374.958, 42.4835, 0, 0.001286718, 0
 1221257968, 0, 12.58798, 12.62996, 32.73705, 3375.867, 42.49495, 0, 0.001282303, 0
 1221357928, 0, 12.58798, 12.62954, 32.48778, 3376.769, 42.5063, 0, 0.001279342, 0
 1221457888, 0, 12.58798, 12.62946, 32.48778, 3377.671, 42.51766, 0, 0.001276881, 0
 1221557848, 0, 12.58798, 12.62949, 32.57087, 3378.576, 42.52905, 0, 0.0012746, 0
 1221657808, 0, 12.58798, 12.62953, 32.65396, 3379.482, 42.54046, 0, 0.001272468, 0
 1221757768, 0, 12.58798, 12.62858, 31.90616, 3380.368, 42.55161, 0, 0.001272468, 0
 1221857728, 0, 12.58798, 12.62773, 31.24145, 3381.236, 42.56253, 0, 0.001272468, 0
 1221957688, 0, 12.58798, 12.6271, 30.74291, 3382.09, 42.57328, 0, 0.001272468, 0
 1222057648, 0, 12.58798, 12.62667, 30.41056, 3382.934, 42.58391, 0, 0.001272468, 0
 1222157608, 0, 12.58798, 12.62636, 30.16129, 3383.772, 42.59446, 0, 0.001272468, 0
 1222257568, 0, 12.58798, 12.62615, 29.99511, 3384.605, 42.60494, 0, 0.001272468, 0
 1222357528, 0, 12.58798, 12.62604, 29.91202, 3385.435, 42.6154, 0, 0.001272468, 0
 1222457488, 0, 12.58798, 12.62593, 29.82893, 3386.264, 42.62582, 0, 0.001272468, 0
 1222557448, 0, 12.58798, 12.62583, 29.74585, 3387.09, 42.63622, 0, 0.001272468, 0
 1222657408, 0, 12.58798, 12.62593, 29.82893, 3387.918, 42.64665, 0, 0.001272468, 0
 1222758201, 0, 12.58798, 12.62593, 29.82893, 3388.753, 42.65716, 0, 0.001272468, 0
 1222858161, 0, 12.58798, 12.62604, 29.91202, 3389.584, 42.66762, 0, 0.001272468, 0
 1222958121, 0, 12.58798, 12.62604, 29.91202, 3390.414, 42.67807, 0, 0.001272468, 0
 1223058081, 0, 12.58798, 12.62615, 29.99511, 3391.247, 42.68856, 0, 0.001272468, 0
 1223158041, 0, 12.58798, 12.62625, 30.0782, 3392.083, 42.69907, 0, 0.001272468, 0
 1223258001, 0, 12.58798, 12.62636, 30.16129, 3392.92, 42.70962, 0, 0.001272427, 0
 1223357961, 0, 12.58798, 12.62645, 30.24438, 3393.76, 42.72019, 0, 0.001272159, 0
 1223457921, 0, 12.58798, 12.62645, 30.24438, 3394.6, 42.73076, 0, 0.001271936, 0
 1223557881, 0, 12.58798, 12.62654, 30.32747, 3395.442, 42.74136, 0, 0.001271516, 0
 1223657841, 0, 12.58798, 12.62653, 30.32747, 3396.284, 42.75196, 0, 0.001271167, 0
 1223757801, 0, 12.58798, 12.62652, 30.32747, 3397.126, 42.76256, 0, 0.001270877, 0
 1223857761, 0, 12.58798, 12.62651, 30.32747, 3397.968, 42.77316, 0, 0.001270636, 0
 1223957721, 0, 12.58798, 12.62651, 30.32747, 3398.81, 42.78376, 0, 0.001270436, 0
 1224057681, 0, 12.58798, 12.6266, 30.41056, 3399.655, 42.7944, 0, 0.001270035, 0
 1224157641, 0, 12.58798, 12.62649, 30.32747, 3400.497, 42.805, 0, 0.001269937, 0
 1224257601, 0, 12.58798, 12.62659, 30.41056, 3401.341, 42.81563, 0, 0.001269621, 0
 1224357561, 0, 12.58798, 12.62658, 30.41056, 3402.186, 42.82626, 0, 0.001269359, 0
 1224457521, 0, 12.58798, 12.62657, 30.41056, 3403.03, 42.83689, 0, 0.001269141, 0
 1224557481, 0, 12.58798, 12.62657, 30.41056, 3403.875, 42.84752, 0, 0.00126896, 0
 1224657441, 0, 12.58798, 12.62646, 30.32747, 3404.717, 42.85812, 0, 0.00126896, 0
 1224758234, 0, 12.58798, 12.62646, 30.32747, 3405.566, 42.86881, 0, 0.00126896, 0
 1224858194, 0, 12.58798, 12.62646, 30.32747, 3406.408, 42.87941, 0, 0.00126896, 0
 1224958154, 0, 12.58798, 12.62646, 30.32747, 3407.25, 42.89001, 0, 0.00126896, 0
 1225058114, 0, 12.58798, 12.62646, 30.32747, 3408.092, 42.90062, 0, 0.00126896, 0
 1225158074, 0, 12.58798, 12.62646, 30.32747, 3408.934, 42.91122, 0, 0.00126896, 0
 1225258034, 0, 12.58798, 12.62646, 30.32747, 3409.776, 42.92182, 0, 0.00126896, 0
 1225357994, 0, 12.58798, 12.62646, 30.32747, 3410.618, 42.93242, 0, 0.00126896, 0
 1225457954, 0, 12.58798, 12.62646, 30.32747, 3411.46, 42.94302, 0, 0.00126896, 0
 1225557914, 0, 12.58798, 12.62646, 30.32747, 3412.302, 42.95362, 0, 0.00126896, 0
 1225657874, 0, 12.58798, 12.62646, 30.32747, 3413.144, 42.96422, 0, 0.00126896, 0
 1225757834, 0, 12.58798, 12.62646, 30.32747, 3413.986, 42.97482, 0, 0.00126896, 0
 1225857794, 0, 12.58798, 12.62646, 30.32747, 3414.828, 42.98542, 0, 0.00126896, 0
 1225957754, 0, 12.58798, 12.62646, 30.32747, 3415.67, 42.99603, 0, 0.00126896, 0
 1226057714, 0, 12.58798, 12.62646, 30.32747, 3416.512, 43.00663, 0, 0.00126896, 0
 1226157674, 0, 12.58798, 12.62646, 30.32747, 3417.354, 43.01723, 0, 0.00126896, 0
 1226257634, 0, 12.58798, 12.62646, 30.32747, 3418.196, 43.02783, 0, 0.00126896, 0
 1226357594, 0, 12.58798, 12.62646, 30.32747, 3419.038, 43.03843, 0, 0.00126896, 0
 1226457554, 0, 12.58798, 12.62646, 30.32747, 3419.88, 43.04903, 0, 0.00126896, 0
 1226557514, 0, 12.58798, 12.62646, 30.32747, 3420.722, 43.05963, 0, 0.00126896, 0
 1226657474, 0, 12.58798, 12.62646, 30.32747, 3421.564, 43.07023, 0, 0.00126896, 0
 1226757434, 0, 12.58798, 12.62646, 30.32747, 3422.406, 43.08083, 0, 0.00126896, 0
 1226858227, 0, 12.58798, 12.62646, 30.32747, 3423.256, 43.09152, 0, 0.00126896, 0
 1226958187, 0, 12.58798, 12.62636, 30.24438, 3424.095, 43.10209, 0, 0.00126896, 0
 1227058147, 0, 12.58798, 12.62636, 30.24438, 3424.935, 43.11266, 0, 0.00126896, 0
 1227158107, 0, 12.58798, 12.62636, 30.24438, 3425.775, 43.12323, 0, 0.00126896, 0
 1227258067, 0, 12.58798, 12.62636, 30.24438, 3426.615, 43.1338, 0, 0.00126896, 0
 1227358027, 0, 12.58798, 12.62646, 30.32747, 3427.457, 43.14441, 0, 0.001268844, 0
 1227457987, 0, 12.58798, 12.62635, 30.24438, 3428.297, 43.15498, 0, 0.001268844, 0
 1227557947, 0, 12.58798, 12.62645, 30.32747, 3429.139, 43.16558, 0, 0.001268725, 0
 1227657907, 0, 12.58798, 12.62635, 30.24438, 3429.979, 43.17615, 0, 0.001268725, 0
 1227757867, 0, 12.58798, 12.62635, 30.24438, 3430.819, 43.18672, 0, 0.001268725, 0
 1227857827, 0, 12.58798, 12.62645, 30.32747, 3431.661, 43.19732, 0, 0.001268587, 0
 1227957787, 0, 12.58798, 12.62645, 30.32747, 3432.503, 43.20792, 0, 0.001268472, 0
 1228057747, 0, 12.58798, 12.62664, 30.49364, 3433.349, 43.21858, 0, 0.00126791, 0
 1228157707, 0, 12.58798, 12.62712, 30.90909, 3434.208, 43.22938, 0, 0.001266272, 0
 1228257667, 0, 12.58798, 12.62688, 30.74291, 3435.062, 43.24013, 0, 0.001265377, 0
 1228357627, 0, 12.58798, 12.62676, 30.65982, 3435.913, 43.25084, 0, 0.001264866, 0
 1228457587, 0, 12.58798, 12.62665, 30.57673, 3436.762, 43.26153, 0, 0.001264674, 0
 1228557547, 0, 12.58798, 12.62654, 30.49364, 3437.609, 43.27219, 0, 0.001264674, 0
 1228657507, 0, 12.58798, 12.62633, 30.32747, 3438.451, 43.28279, 0, 0.001264674, 0
 1228757467, 0, 12.58798, 12.62633, 30.32747, 3439.293, 43.29339, 0, 0.001264674, 0
 1228857427, 0, 12.58798, 12.62623, 30.24438, 3440.133, 43.30396, 0, 0.001264674, 0
 1228958220, 0, 12.58798, 12.62623, 30.24438, 3440.979, 43.31462, 0, 0.001264674, 0
 1229058180, 0, 12.58798, 12.62623, 30.24438, 3441.819, 43.32519, 0, 0.001264674, 0
 1229158140, 0, 12.58798, 12.62623, 30.24438, 3442.659, 43.33576, 0, 0.001264674, 0
 1229258100, 0, 12.58798, 12.62623, 30.24438, 3443.499, 43.34633, 0, 0.001264674, 0
 1229358060, 0, 12.58798, 12.62623, 30.24438, 3444.339, 43.3569, 0, 0.001264674, 0
 1229458020, 0, 12.58798, 12.62623, 30.24438, 3445.179, 43.36747, 0, 0.001264674, 0
 1229557980, 0, 12.58798, 12.62623, 30.24438, 3446.019, 43.37804, 0, 0.001264674, 0
 1229657940, 0, 12.58798, 12.62623, 30.24438, 3446.858, 43.38861, 0, 0.001264674, 0
 1229757900, 0, 12.58798, 12.62623, 30.24438, 3447.698, 43.39919, 0, 0.001264674, 0
 1229857860, 0, 12.58798, 12.62623, 30.24438, 3448.538, 43.40976, 0, 0.001264674, 0
 1229957820, 0, 12.58798, 12.62623, 30.24438, 3449.378, 43.42033, 0, 0.001264674, 0
 1230057780, 0, 12.58798, 12.62623, 30.24438, 3450.218, 43.4309, 0, 0.001264674, 0
 1230157740, 0, 12.58798, 12.62633, 30.32747, 3451.06, 43.4415, 0, 0.001264501, 0
 1230257700, 0, 12.58798, 12.62632, 30.32747, 3451.902, 43.4521, 0, 0.001264357, 0
 1230357660, 0, 12.58798, 12.62632, 30.32747, 3452.744, 43.4627, 0, 0.001264238, 0
 1230457620, 0, 12.58798, 12.62632, 30.32747, 3453.586, 43.4733, 0, 0.00126414, 0
 1230557580, 0, 12.58798, 12.62631, 30.32747, 3454.428, 43.4839, 0, 0.001264058, 0
 1230657540, 0, 12.58798, 12.62631, 30.32747, 3455.27, 43.4945, 0, 0.001263991, 0
 1230757500, 0, 12.58798, 12.62631, 30.32747, 3456.112, 43.5051, 0, 0.001263936, 0
 1230857460, 0, 12.58798, 12.62631, 30.32747, 3456.954, 43.51571, 0, 0.001263891, 0
 1230957420, 0, 12.58798, 12.62631, 30.32747, 3457.796, 43.52631, 0, 0.001263854, 0
 1231058213, 0, 12.58798, 12.62631, 30.32747, 3458.645, 43.53699, 0, 0.001263824, 0
 1231158173, 0, 12.58798, 12.62631, 30.32747, 3459.487, 43.5476, 0, 0.001263799, 0
 1231258133, 0, 12.58798, 12.6262, 30.24438, 3460.327, 43.55817, 0, 0.001263799, 0
 1231358093, 0, 12.58798, 12.6263, 30.32747, 3461.169, 43.56877, 0, 0.001263745, 0
 1231458053, 0, 12.58798, 12.6263, 30.32747, 3462.011, 43.57937, 0, 0.0012637, 0
 1231558013, 0, 12.58798, 12.6262, 30.24438, 3462.851, 43.58994, 0, 0.0012637, 0
 1231657973, 0, 12.58798, 12.6263, 30.32747, 3463.693, 43.60054, 0, 0.001263631, 0
 1231757933, 0, 12.58798, 12.62619, 30.24438, 3464.533, 43.61111, 0, 0.001263631, 0
 1231857893, 0, 12.58798, 12.62619, 30.24438, 3465.373, 43.62168, 0, 0.001263631, 0
 1231957853, 0, 12.58798, 12.6263, 30.32747, 3466.215, 43.63228, 0, 0.001263522, 0
 1232057813, 0, 12.58798, 12.62629, 30.32747, 3467.057, 43.64288, 0, 0.001263432, 0
 1232157773, 0, 12.58798, 12.62629, 30.32747, 3467.899, 43.65348, 0, 0.001263357, 0
 1232257733, 0, 12.58798, 12.62629, 30.32747, 3468.741, 43.66409, 0, 0.001263296, 0
 1232357693, 0, 12.58798, 12.62629, 30.32747, 3469.583, 43.67469, 0, 0.001263245, 0
 1232457653, 0, 12.58798, 12.62618, 30.24438, 3470.423, 43.68526, 0, 0.001263245, 0
