Time,POS_Lat,POS_Lng,POS_Alt,POS_RelHomeAlt,POS_RelOriginAlt
 1214358229, 33.6216404, 72.955686, 558.07, 0.002820008, -0.02717999
 1214458189, 33.6216404, 72.955686, 558.07, 0.002817458, -0.02718254
 1214558149, 33.6216404, 72.955686, 558.07, 0.002813116, -0.02718688
 1214658109, 33.6216404, 72.955686, 558.07, 0.002809223, -0.02719078
 1214758069, 33.6216404, 72.955686, 558.07, 0.002803288, -0.02719671
 1214858029, 33.6216404, 72.955686, 558.07, 0.002800364, -0.02719964
 1214957989, 33.6216404, 72.955686, 558.07, 0.002802478, -0.02719752
 1215057949, 33.6216404, 72.955686, 558.07, 0.002808712, -0.02719129
 1215157909, 33.6216404, 72.955686, 558.07, 0.002818251, -0.02718175
 1215257869, 33.6216404, 72.955686, 558.07, 0.002823204, -0.0271768
 1215357829, 33.6216404, 72.955686, 558.07, 0.0028255, -0.0271745
 1215457789, 33.6216404, 72.955686, 558.07, 0.002830001, -0.02717
 1215557749, 33.6216403, 72.955686, 558.07, 0.002837429, -0.02716257
 1215657709, 33.6216403, 72.9556861, 558.07, 0.002847776, -0.02715222
 1215757669, 33.6216403, 72.9556861, 558.07, 0.002858382, -0.02714162
 1215857629, 33.6216403, 72.9556861, 558.07, 0.002867527, -0.02713247
 1215957589, 33.6216403, 72.9556861, 558.07, 0.002876345, -0.02712365
 1216057549, 33.6216403, 72.9556861, 558.07, 0.002884941, -0.02711506
 1216157509, 33.6216403, 72.9556861, 558.07, 0.00289377, -0.02710623
 1216257469, 33.6216403, 72.9556861, 558.07, 0.002903856, -0.02709614
 1216357429, 33.6216403, 72.9556861, 558.07, 0.002916988, -0.02708301
 1216458222, 33.6216403, 72.9556861, 558.07, 0.002927655, -0.02707234
 1216558182, 33.6216403, 72.9556861, 558.07, 0.00293568, -0.02706432
 1216658142, 33.6216403, 72.9556861, 558.07, 0.00294482, -0.02705518
 1216758102, 33.6216403, 72.9556861, 558.07, 0.002950523, -0.02704948
 1216858062, 33.6216403, 72.9556861, 558.07, 0.002953086, -0.02704691
 1216958022, 33.6216403, 72.9556861, 558.07, 0.002953596, -0.0270464
 1217057982, 33.6216403, 72.9556861, 558.07, 0.002958275, -0.02704172
 1217157942, 33.6216403, 72.9556861, 558.07, 0.002961617, -0.02703838
 1217257902, 33.6216403, 72.9556861, 558.07, 0.002960982, -0.02703902
 1217357862, 33.6216403, 72.9556861, 558.07, 0.002963699, -0.0270363
 1217457822, 33.6216403, 72.9556861, 558.07, 0.002965618, -0.02703438
 1217557782, 33.6216403, 72.9556861, 558.07, 0.002972677, -0.02702732
 1217657742, 33.6216403, 72.9556861, 558.07, 0.00297668, -0.02702332
 1217757702, 33.6216403, 72.9556861, 558.07, 0.002981167, -0.02701883
 1217857662, 33.6216403, 72.9556861, 558.07, 0.002984012, -0.02701599
 1217957622, 33.6216403, 72.9556861, 558.07, 0.002988942, -0.02701106
 1218057582, 33.6216403, 72.9556861, 558.07, 0.002991844, -0.02700816
 1218157542, 33.6216403, 72.9556861, 558.07, 0.002999224, -0.02700078
 1218257502, 33.6216403, 72.9556861, 558.07, 0.003005093, -0.02699491
 1218357462, 33.6216403, 72.9556861, 558.07, 0.003012309, -0.02698769
 1218457422, 33.6216403, 72.9556861, 558.07, 0.003016805, -0.02698319
 1218558215, 33.6216403, 72.9556861, 558.07, 0.003022816, -0.02697718
 1218658175, 33.6216403, 72.9556861, 558.07, 0.003028763, -0.02697124
 1218758135, 33.6216403, 72.9556861, 558.07, 0.003037116, -0.02696288
 1218858095, 33.6216403, 72.9556861, 558.07, 0.003040954, -0.02695904
 1218958055, 33.6216403, 72.9556861, 558.07, 0.003042037, -0.02695796
 1219058015, 33.6216403, 72.9556861, 558.07, 0.003043139, -0.02695686
 1219157975, 33.6216403, 72.9556861, 558.07, 0.003045212, -0.02695479
 1219257935, 33.6216403, 72.9556861, 558.07, 0.003050461, -0.02694954
 1219357895, 33.6216403, 72.9556861, 558.07, 0.003051871, -0.02694813
 1219457855, 33.6216403, 72.9556861, 558.07, 0.003047286, -0.02695271
 1219557815, 33.6216403, 72.9556861, 558.07, 0.003046524, -0.02695348
 1219657775, 33.6216403, 72.9556861, 558.07, 0.003047895, -0.0269521
 1219757735, 33.6216403, 72.9556861, 558.07, 0.003049266, -0.02695073
 1219857695, 33.6216403, 72.9556861, 558.07, 0.003050838, -0.02694916
 1219957655, 33.6216403, 72.9556861, 558.07, 0.003053401, -0.0269466
 1220057615, 33.6216403, 72.9556861, 558.07, 0.006796503, -0.0232035
 1220157575, 33.6216403, 72.9556861, 558.09, 0.02292299, -0.007077012
 1220257535, 33.6216403, 72.9556861, 558.12, 0.05235888, 0.02235889
 1220357495, 33.6216403, 72.9556861, 558.16, 0.09509329, 0.06509329
 1220457455, 33.6216403, 72.9556861, 558.22, 0.1554198, 0.1254198
 1220557415, 33.6216403, 72.9556861, 558.33, 0.2667929, 0.2367929
 1220658208, 33.6216403, 72.9556861, 558.49, 0.4206696, 0.3906696
 1220758168, 33.6216403, 72.9556861, 558.66, 0.5930103, 0.5630103
 1220858128, 33.6216403, 72.9556861, 558.84, 0.7709315, 0.7409315
 1220958088, 33.6216403, 72.9556861, 559.02, 0.9572339, 0.9272339
 1221058048, 33.6216403, 72.9556861, 559.22, 1.154134, 1.124134
 1221158008, 33.6216403, 72.9556861, 559.43, 1.36327, 1.33327
 1221257968, 33.6216403, 72.9556861, 559.65, 1.586076, 1.556076
 1221357928, 33.6216403, 72.9556861, 559.88, 1.817939, 1.787939
 1221457888, 33.6216403, 72.9556861, 560.12, 2.05883, 2.028831
 1221557848, 33.6216403, 72.9556861, 560.37, 2.308057, 2.278057
 1221657808, 33.6216403, 72.9556861, 560.63, 2.564926, 2.534926
 1221757768, 33.6216403, 72.9556861, 560.89, 2.829018, 2.799018
 1221857728, 33.6216403, 72.9556861, 561.16, 3.097674, 3.067674
 1221957688, 33.6216403, 72.9556861, 561.43, 3.369007, 3.339007
 1222057648, 33.6216403, 72.9556861, 561.71, 3.641271, 3.611271
