Time,IMU_I,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_EG,IMU_EA,IMU_T,IMU_GH,IMU_AH,IMU_GHz,IMU_AHz
 1214358229, 0, 0.0001349294, 0.0002026198, 0.0001767055, -0.001235811, -0.001339792, -9.816755, 0, 0, 44.64877, 1, 1, 999, 999
 1214358229, 1, -1.691369E-05, 0.0003330094, 0.0001251165, -0.0002384058, -9.604955E-05, -9.815781, 0, 0, 44.64877, 1, 1, 760, 800
 1214398213, 0, 0.0001883437, 0.0001995677, 0.0002039531, -0.0002816965, -0.001107399, -9.81756, 0, 0, 44.64882, 1, 1, 999, 999
 1214398213, 1, 0.000169784, 0.0002094129, 8.560261E-05, 0.0001718153, -0.0007060321, -9.817885, 0, 0, 44.64882, 1, 1, 760, 800
 1214438197, 0, 0.0001722468, 0.0001715004, 0.0001938705, -0.0005516476, -0.001372292, -9.817329, 0, 0, 44.64887, 1, 1, 999, 999
 1214438197, 1, 0.0002985023, -4.703465E-06, 0.0001060317, -0.002256984, 0.0005090894, -9.819988, 0, 0, 44.64887, 1, 1, 760, 800
 1214478181, 0, 0.000264913, 0.0001343956, 0.0002143607, -0.0001846943, -0.0007999478, -9.81806, 0, 0, 44.64891, 1, 1, 1000, 1000
 1214478181, 1, 0.0003231844, 0.0002379579, 0.0001382247, -0.0005708503, -0.001669102, -9.817956, 0, 0, 44.64891, 1, 1, 760, 800
 1214518165, 0, 0.0002011369, 9.962128E-05, 0.0001694311, -0.000523171, -0.001441928, -9.81696, 0, 0, 44.64896, 1, 1, 1000, 1000
 1214518165, 1, 0.0003006053, 3.963264E-05, 0.0002635195, 0.0002646208, -0.0008803917, -9.81742, 0, 0, 44.64896, 1, 1, 760, 800
 1214558149, 0, 0.0002102584, 0.0002720812, 0.0002136331, -0.001332505, -0.001810333, -9.817917, 0, 0, 44.64901, 1, 1, 1000, 1000
 1214558149, 1, 0.0002511999, 0.0005910853, 0.0003445635, -0.003092264, -0.0009590019, -9.81591, 0, 0, 44.64901, 1, 1, 760, 800
 1214598133, 0, 0.0001844128, 0.0002438414, 0.0001251731, -0.002032823, -0.001125898, -9.816652, 0, 0, 44.64906, 1, 1, 1000, 1000
 1214598133, 1, 9.394317E-05, 0.0004399815, 0.0001648017, 8.206115E-05, -0.0005208758, -9.817163, 0, 0, 44.64906, 1, 1, 760, 800
 1214638117, 0, 0.0001728932, 0.0001685052, 0.0001023083, -0.0009390166, -0.0004479404, -9.817013, 0, 0, 44.6491, 1, 1, 1000, 1000
 1214638117, 1, 6.141909E-06, 0.0003647332, 0.0001068423, -0.0004036432, -0.002757025, -9.819313, 0, 0, 44.6491, 1, 1, 760, 800
 1214678101, 0, 0.0002065799, 0.0002338329, 0.0001626121, -0.001674566, -0.001676783, -9.816572, 0, 0, 44.64915, 1, 1, 1000, 1000
 1214678101, 1, 0.0003863836, 0.00033478, 0.0003158688, -0.0003072451, -0.00157337, -9.817705, 0, 0, 44.64915, 1, 1, 760, 800
 1214718085, 0, 0.0002995623, 0.0002566694, 0.0002214776, -0.001108289, -0.001013932, -9.81674, 0, 0, 44.6492, 1, 1, 1000, 1000
 1214718085, 1, 2.465813E-05, 0.000337012, 0.0002439694, -8.41397E-05, -0.001270483, -9.817011, 0, 0, 44.6492, 1, 1, 760, 800
 1214758069, 0, 0.0002161797, 0.0001165155, 0.0001468004, -0.001028837, -0.000659663, -9.817739, 0, 0, 44.64924, 1, 1, 1000, 1000
 1214758069, 1, 0.0001876896, 0.0003155944, 0.0004451657, -0.0002979464, 0.0003431789, -9.81797, 0, 0, 44.64924, 1, 1, 760, 800
 1214798053, 0, 0.0002078813, 0.0002077733, 0.0002374569, -0.002011795, -0.0001984419, -9.818362, 0, 0, 44.64929, 1, 1, 1000, 1000
 1214798053, 1, 0.0002202387, 0.0003003276, -3.132167E-05, -0.001591021, -0.0004181323, -9.817172, 0, 0, 44.64929, 1, 1, 760, 800
 1214838037, 0, 0.0001974422, 0.0001710849, 0.0002450299, 4.850014E-05, -0.002191097, -9.817739, 0, 0, 44.64933, 1, 1, 1000, 1000
 1214838037, 1, -4.277066E-05, -4.179011E-05, 0.0002647844, -0.001357585, -0.001153145, -9.818335, 0, 0, 44.64934, 1, 1, 760, 800
 1214878021, 0, 0.0001064968, 0.0001602624, 0.0001693277, -0.001332376, -0.001272823, -9.817579, 0, 0, 44.64938, 1, 1, 1000, 1000
 1214878021, 1, 0.0004111738, 0.0004511572, 0.0004422723, -0.002514917, -0.0002134604, -9.816485, 0, 0, 44.64938, 1, 1, 760, 800
 1214918005, 0, 0.0001732044, 0.000246996, 0.0002404609, -0.001683316, -0.00153974, -9.818069, 0, 0, 44.64943, 1, 1, 1000, 1000
 1214918005, 1, 0.0001549969, 6.034616E-05, 0.0002830169, -0.002675242, 0.0006639219, -9.817287, 0, 0, 44.64943, 1, 1, 760, 800
 1214957989, 0, 0.0001511378, 0.0001861007, 0.0002429239, -0.001114791, -0.0009809311, -9.818711, 0, 0, 44.64948, 1, 1, 1000, 1000
 1214957989, 1, 8.458498E-05, 0.0001688912, 0.000132536, -0.002429317, -0.00221577, -9.816854, 0, 0, 44.64948, 1, 1, 760, 800
 1214997973, 0, 0.0002276278, 0.0002783117, 0.0002445471, -0.000489472, -0.0009231204, -9.817649, 0, 0, 44.64952, 1, 1, 1000, 1000
 1214997973, 1, 0.0001667765, 0.0002734337, 2.747901E-05, 0.0006272921, -0.0002254056, -9.818082, 0, 0, 44.64952, 1, 1, 760, 800
 1215037957, 0, 0.0001968375, 0.0001869626, 0.0001236753, -0.0006104517, -0.0008230933, -9.816917, 0, 0, 44.64957, 1, 1, 1000, 1000
 1215037957, 1, -2.32879E-05, 0.0004583934, 0.0001733135, 0.002057886, -0.0002883828, -9.819122, 0, 0, 44.64957, 1, 1, 760, 800
 1215077941, 0, 0.0002236958, 0.0003008406, 0.000173881, -0.001210999, -0.001359213, -9.817912, 0, 0, 44.64962, 1, 1, 1000, 1000
 1215077941, 1, 0.0003183543, 0.0002560737, 0.0001180781, -0.001373813, -3.549099E-05, -9.818041, 0, 0, 44.64962, 1, 1, 760, 800
 1215117925, 0, 0.0002390483, 0.0001798635, 0.0001963999, -0.0009959878, -0.002019748, -9.818365, 0, 0, 44.64966, 1, 1, 1000, 1000
 1215117925, 1, 0.0002030943, 0.0002977471, 8.788525E-05, 0.0006020816, -0.0004053838, -9.81917, 0, 0, 44.64966, 1, 1, 760, 800
 1215157909, 0, 0.0003037204, 0.0001802489, 0.0002450389, 0.0004076987, -0.0007527937, -9.817096, 0, 0, 44.64971, 1, 1, 1000, 1000
 1215157909, 1, 0.0002373024, 0.0005121047, 2.690029E-05, -0.002753923, 0.00066894, -9.817686, 0, 0, 44.64971, 1, 1, 760, 800
 1215197893, 0, 0.0002165802, 0.000195496, 0.000136009, -0.001851838, -0.002324549, -9.817274, 0, 0, 44.64976, 1, 1, 1000, 1000
