Time,SIM_Roll,SIM_Pitch,SIM_Yaw,SIM_Alt,SIM_Lat,SIM_Lng,SIM_Q1,SIM_Q2,SIM_Q3,SIM_Q4
 1214358229, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214458189, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214558149, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214658109, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214758069, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214858029, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1214957989, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215057949, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215157909, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215257869, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215357829, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215457789, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215557749, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215657709, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215757669, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215857629, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1215957589, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216057549, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216157509, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216257469, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216357429, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216458222, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216558182, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216658142, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216758102, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216858062, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1216958022, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217057982, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217157942, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217257902, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217357862, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217457822, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217557782, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217657742, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217757702, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217857662, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1217957622, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218057582, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218157542, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218257502, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218357462, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218457422, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218558215, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218658175, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218758135, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218858095, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1218958055, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1219058015, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1219157975, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1219257935, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
 1219357895, 0, 0, 344.14, 558.09, 33.6216403, 72.9556861, 0.9904397, 0, 0, -0.1379465
