Time,ATT_DesRoll,ATT_Roll,ATT_DesPitch,ATT_Pitch,ATT_DesYaw,ATT_Yaw,ATT_ErrRP,ATT_ErrYaw,ATT_AEKF
 1214358229, 0, 0.01, 0, 0.02, 343.05, 343.06, 0, 0, 3
 1214458189, 0, 0.01, 0, 0.02, 343.05, 343.06, 0, 0, 3
 1214558149, 0, 0.01, 0, 0.02, 343.05, 343.06, 0, 0, 3
 1214658109, 0, 0.01, 0, 0.02, 343.05, 343.06, 0, 0, 3
 1214758069, 0, 0.01, 0, 0.03, 343.05, 343.06, 0, 0, 3
 1214858029, 0, 0.01, 0, 0.03, 343.06, 343.07, 0, 0, 3
 1214957989, 0, 0.01, 0, 0.03, 343.06, 343.07, 0, 0, 3
 1215057949, 0, 0.01, 0, 0.03, 343.06, 343.07, 0, 0, 3
 1215157909, 0, 0.01, 0, 0.03, 343.06, 343.07, 0, 0, 3
 1215257869, 0, 0.01, 0, 0.03, 343.06, 343.07, 0, 0, 3
 1215357829, 0, 0.01, 0, 0.03, 343.07, 343.08, 0, 0, 3
 1215457789, 0, 0.01, 0, 0.03, 343.07, 343.08, 0, 0, 3
 1215557749, 0, 0.01, 0, 0.03, 343.07, 343.08, 0, 0, 3
 1215657709, 0, 0.01, 0, 0.03, 343.07, 343.08, 0, 0, 3
 1215757669, 0, 0.01, 0, 0.03, 343.08, 343.09, 0, 0, 3
 1215857629, 0, 0.01, 0, 0.03, 343.08, 343.09, 0, 0, 3
 1215957589, 0, 0.01, 0, 0.03, 343.08, 343.09, 0, 0, 3
 1216057549, 0, 0.01, 0, 0.03, 343.08, 343.09, 0, 0, 3
 1216157509, 0, 0.01, 0, 0.03, 343.08, 343.09, 0, 0, 3
 1216257469, 0, 0.01, 0, 0.03, 343.09, 343.1, 0, 0, 3
 1216357429, 0, 0.01, 0, 0.03, 343.09, 343.1, 0, 0, 3
 1216458222, 0, 0.01, 0, 0.03, 343.09, 343.1, 0, 0, 3
 1216558182, 0, 0.02, 0, 0.03, 343.09, 343.1, 0, 0, 3
 1216658142, 0, 0.02, 0, 0.03, 343.1, 343.11, 0, 0, 3
 1216758102, 0, 0.02, 0, 0.03, 343.1, 343.11, 0, 0, 3
 1216858062, 0, 0.02, 0, 0.03, 343.1, 343.11, 0, 0, 3
 1216958022, 0, 0.02, 0, 0.03, 343.1, 343.11, 0, 0, 3
 1217057982, 0, 0.02, 0, 0.03, 343.11, 343.12, 0, 0, 3
 1217157942, 0, 0.02, 0, 0.04, 343.11, 343.12, 0, 0, 3
 1217257902, 0, 0.02, 0, 0.04, 343.11, 343.12, 0, 0, 3
 1217357862, 0, 0.02, 0, 0.04, 343.11, 343.12, 0, 0, 3
 1217457822, 0, 0.02, 0, 0.04, 343.12, 343.13, 0, 0, 3
 1217557782, 0, 0.02, 0, 0.04, 343.12, 343.13, 0, 0, 3
 1217657742, 0, 0.02, 0, 0.04, 343.12, 343.13, 0, 0, 3
 1217757702, 0, 0.02, 0, 0.04, 343.12, 343.13, 0, 0, 3
 1217857662, 0, 0.02, 0, 0.04, 343.13, 343.14, 0, 0, 3
 1217957622, 0, 0.02, 0, 0.04, 343.13, 343.14, 0, 0, 3
 1218057582, 0, 0.02, 0, 0.04, 343.13, 343.14, 0, 0, 3
 1218157542, 0, 0.02, 0, 0.04, 343.13, 343.14, 0, 0, 3
 1218257502, 0, 0.02, 0, 0.04, 343.14, 343.15, 0, 0, 3
 1218357462, 0, 0.02, 0, 0.04, 343.14, 343.15, 0, 0, 3
 1218457422, 0, 0.02, 0, 0.04, 343.14, 343.15, 0, 0, 3
 1218558215, 0, 0.02, 0, 0.04, 343.14, 343.15, 0, 0, 3
 1218658175, 0, 0.02, 0, 0.04, 343.15, 343.16, 0, 0, 3
 1218758135, 0, 0.02, 0, 0.04, 343.15, 343.16, 0, 0, 3
 1218858095, 0, 0.02, 0, 0.04, 343.15, 343.16, 0, 0, 3
 1218958055, 0, 0.02, 0, 0.04, 343.15, 343.16, 0, 0, 3
 1219058015, 0, 0.02, 0, 0.04, 343.16, 343.17, 0, 0, 3
 1219157975, 0, 0.02, 0, 0.04, 343.16, 343.17, 0, 0, 3
 1219257935, -0.01, 0.02, -0.01, 0.04, 343.16, 343.17, 0, 0, 3
 1219357895, -0.03, 0.02, -0.04, 0.04, 343.16, 343.17, 0, 0, 3
 1219457855, -0.05, 0.02, -0.05, 0.04, 343.16, 343.18, 0, 0, 3
 1219557815, -0.05, 0.02, -0.05, 0.04, 343.16, 343.18, 0, 0, 3
 1219657775, -0.05, 0.03, -0.06, 0.04, 343.16, 343.18, 0, 0, 3
 1219757735, -0.05, 0.03, -0.06, 0.04, 343.16, 343.18, 0, 0, 3
 1219857695, -0.05, 0.03, -0.06, 0.04, 343.16, 343.19, 0, 0, 3
 1219957655, -0.05, 0.03, -0.06, 0.04, 343.16, 343.19, 0, 0, 3
 1220057615, -0.05, 0.03, -0.06, 0.04, 343.16, 343.19, 0, 0, 3
 1220157575, -0.05, 0.03, -0.06, 0.05, 343.16, 343.19, 0, 0, 3
 1220257535, -0.06, 0.03, -0.07, 0.05, 343.16, 343.2, 0, 0, 3
 1220357495, -0.06, 0.03, -0.07, 0.05, 343.16, 343.2, 0, 0, 3
 1220457455, -0.07, 0, -0.07, 0, 343.16, 343.2, 0, 0, 3
 1220557415, -0.06, -0.06, -0.07, -0.06, 343.16, 343.2, 0, 0, 3
 1220658208, -0.04, -0.08, -0.04, -0.09, 343.16, 343.2, 0, 0, 3
 1220758168, -0.01, -0.07, 0, -0.09, 343.16, 343.2, 0, 0, 3
 1220858128, 0.01, -0.05, 0.03, -0.06, 343.16, 343.2, 0, 0, 3
 1220958088, 0.04, -0.02, 0.06, -0.02, 343.16, 343.19, 0, 0, 3
 1221058048, 0.06, 0, 0.09, 0, 343.16, 343.19, 0, 0, 3
 1221158008, 0.07, 0.01, 0.1, 0.02, 343.16, 343.18, 0, 0, 3
 1221257968, 0.08, 0.02, 0.11, 0.04, 343.16, 343.18, 0, 0, 3
 1221357928, 0.08, 0.02, 0.12, 0.04, 343.16, 343.17, 0, 0, 3
 1221457888, 0.09, 0.02, 0.12, 0.04, 343.16, 343.17, 0, 0, 3
 1221557848, 0.1, 0.04, 0.13, 0.06, 343.16, 343.17, 0, 0, 3
 1221657808, 0.1, 0.05, 0.13, 0.07, 343.16, 343.16, 0, 0, 3
 1221757768, 0.1, 0.06, 0.13, 0.08, 343.16, 343.16, 0, 0, 3
 1221857728, 0.1, 0.06, 0.13, 0.09, 344.13, 344.13, 0, 0, 3
 1221957688, 0.1, 0.07, 0.13, 0.09, 344.13, 344.14, 0, 0, 3
 1222057648, 0.1, 0.07, 0.13, 0.09, 344.13, 344.15, 0, 0, 3
 1222157608, 0.1, 0.07, 0.12, 0.09, 344.13, 344.15, 0, 0, 3
 1222257568, 0.1, 0.07, 0.11, 0.08, 344.13, 344.15, 0, 0, 3
 1222357528, 0.1, 0.07, 0.11, 0.08, 344.13, 344.15, 0, 0, 3
 1222457488, 0.09, 0.07, 0.1, 0.08, 344.13, 344.14, 0, 0, 3
 1222557448, 0.09, 0.07, 0.09, 0.08, 344.13, 344.14, 0, 0, 3
 1222657408, 0.08, 0.07, 0.08, 0.05, 344.13, 344.13, 0, 0, 3
 1222758201, 0.08, 0.07, 0.08, 0.05, 344.13, 344.12, 0, 0, 3
 1222858161, 0.07, 0.06, 0.07, 0.05, 344.13, 344.12, 0, 0, 3
 1222958121, 0.07, 0.06, 0.07, 0.05, 344.13, 344.12, 0, 0, 3
 1223058081, 0.06, 0.04, 0.06, 0.05, 344.13, 344.12, 0, 0, 3
 1223158041, 0.06, 0.05, 0.06, 0.05, 344.13, 344.12, 0, 0, 3
 1223258001, 0.05, 0.05, 0.05, 0.04, 344.13, 344.12, 0, 0, 3
 1223357961, 0.05, 0.04, 0.05, 0.04, 344.13, 344.12, 0, 0, 3
 1223457921, 0.04, 0.04, 0.05, 0.04, 344.13, 344.12, 0, 0, 3
 1223557881, 0.04, 0.04, 0.05, 0.04, 344.13, 344.13, 0, 0, 3
 1223657841, 0.03, 0.04, 0.05, 0.04, 344.13, 344.13, 0, 0, 3
 1223757801, 0.03, 0.05, 0.05, 0.03, 344.13, 344.14, 0, 0, 3
 1223857761, 0.01, 0.02, 0.05, 0.04, 344.13, 344.14, 0, 0, 3
 1223957721, 0.01, 0.01, 0.05, 0.04, 344.13, 344.14, 0, 0, 3
 1224057681, 0.01, 0.01, 0.05, 0.04, 344.13, 344.15, 0, 0, 3
 1224157641, 0.02, 0.01, 0.05, 0.04, 344.13, 344.15, 0, 0, 3
 1224257601, 0.02, 0.01, 0.05, 0.04, 344.13, 344.14, 0, 0, 3
 1224357561, 0.04, 0.02, 0.06, 0.05, 344.13, 344.14, 0, 0, 3
 1224457521, 0.04, 0.03, 0.06, 0.05, 344.13, 344.14, 0, 0, 3
 1224557481, 0.06, 0.05, 0.06, 0.06, 344.13, 344.13, 0, 0, 3
 1224657441, 0.07, 0.05, 0.06, 0.06, 344.13, 344.13, 0, 0, 3
 1224758234, 0.08, 0.07, 0.07, 0.06, 344.13, 344.13, 0, 0, 3
 1224858194, 0.08, 0.07, 0.07, 0.06, 344.13, 344.13, 0, 0, 3
 1224958154, 0.09, 0.08, 0.08, 0.07, 344.13, 344.14, 0, 0, 3
 1225058114, 0.09, 0.08, 0.08, 0.07, 344.13, 344.14, 0, 0, 3
 1225158074, 0.09, 0.08, 0.1, 0.09, 344.13, 344.14, 0, 0, 3
 1225258034, 0.09, 0.08, 0.11, 0.1, 344.13, 344.14, 0, 0, 3
 1225357994, 0.09, 0.08, 0.12, 0.11, 344.13, 344.14, 0, 0, 3
 1225457954, 0.09, 0.08, 0.12, 0.11, 344.13, 344.14, 0, 0, 3
 1225557914, 0.09, 0.07, 0.12, 0.12, 344.13, 344.14, 0, 0, 3
 1225657874, 0.08, 0.07, 0.12, 0.12, 344.13, 344.14, 0, 0, 3
 1225757834, 0.08, 0.07, 0.12, 0.12, 344.13, 344.13, 0, 0, 3
 1225857794, 0.08, 0.06, 0.12, 0.12, 344.13, 344.13, 0, 0, 3
 1225957754, 0.08, 0.06, 0.12, 0.11, 344.13, 344.13, 0, 0, 3
 1226057714, 0.07, 0.06, 0.12, 0.11, 344.13, 344.13, 0, 0, 3
 1226157674, 0.07, 0.05, 0.12, 0.11, 344.13, 344.13, 0, 0, 3
 1226257634, 0.07, 0.05, 0.11, 0.11, 344.13, 344.13, 0, 0, 3
 1226357594, 0.07, 0.05, 0.11, 0.11, 344.13, 344.13, 0, 0, 3
 1226457554, 0.06, 0.05, 0.11, 0.1, 344.13, 344.14, 0, 0, 3
 1226557514, 0.06, 0.05, 0.11, 0.1, 344.13, 344.14, 0, 0, 3
 1226657474, 0.06, 0.05, 0.1, 0.09, 344.13, 344.14, 0, 0, 3
 1226757434, 0.06, 0.05, 0.1, 0.09, 344.13, 344.14, 0, 0, 3
 1226858227, 0.06, 0.05, 0.09, 0.08, 344.13, 344.14, 0, 0, 3
 1226958187, 0.06, 0.05, 0.09, 0.08, 344.13, 344.15, 0, 0, 3
 1227058147, 0.05, 0.06, 0.09, 0.07, 344.13, 344.15, 0, 0, 3
 1227158107, 0.05, 0.07, 0.09, 0.06, 344.13, 344.15, 0, 0, 3
 1227258067, 0.05, 0.06, 0.08, 0.06, 344.13, 344.15, 0, 0, 3
 1227358027, 0.05, 0.06, 0.08, 0.07, 344.13, 344.15, 0, 0, 3
 1227457987, 0.04, 0.05, 0.08, 0.07, 344.13, 344.15, 0, 0, 3
 1227557947, 0.04, 0.03, 0.08, 0.06, 344.13, 344.15, 0, 0, 3
 1227657907, 0.04, 0.02, 0.08, 0.06, 344.13, 344.15, 0, 0, 3
 1227757867, 0.04, 0.01, 0.08, 0.06, 344.13, 344.14, 0, 0, 3
 1227857827, 0.04, 0.02, 0.08, 0.07, 344.13, 344.14, 0, 0, 3
 1227957787, 0.04, 0.03, 0.08, 0.08, 344.13, 344.14, 0, 0, 3
 1228057747, 0.04, 0.03, 0.08, 0.08, 344.13, 344.14, 0, 0, 3
 1228157707, 0.03, 0.03, 0.08, 0.08, 344.13, 344.14, 0, 0, 3
 1228257667, 0.02, 0.02, 0.06, 0.08, 344.13, 344.14, 0, 0, 3
 1228357627, 0.02, 0.01, 0.06, 0.07, 344.13, 344.13, 0, 0, 3
 1228457587, 0.02, 0, 0.04, 0.05, 344.13, 344.13, 0, 0, 3
 1228557547, 0.03, 0.01, 0.03, 0.04, 344.13, 344.13, 0, 0, 3
 1228657507, 0.03, 0.02, 0.02, 0.03, 344.13, 344.13, 0, 0, 3
 1228757467, 0.03, 0.02, 0.01, 0.03, 344.13, 344.14, 0, 0, 3
 1228857427, 0.04, 0.02, 0, 0.02, 344.13, 344.14, 0, 0, 3
 1228958220, 0.04, 0.03, 0, 0.01, 344.13, 344.14, 0, 0, 3
 1229058180, 0.04, 0.04, 0, 0, 344.13, 344.14, 0, 0, 3
 1229158140, 0.04, 0.04, 0, 0, 344.13, 344.14, 0, 0, 3
 1229258100, 0.04, 0.04, 0, 0, 344.13, 344.14, 0, 0, 3
 1229358060, 0.05, 0.05, 0, 0, 344.13, 344.14, 0, 0, 3
 1229458020, 0.05, 0.04, 0, 0, 344.13, 344.14, 0, 0, 3
 1229557980, 0.05, 0.05, 0.01, 0.01, 344.13, 344.14, 0, 0, 3
 1229657940, 0.05, 0.06, 0.02, 0.01, 344.13, 344.14, 0, 0, 3
 1229757900, 0.05, 0.06, 0.03, 0.02, 344.13, 344.14, 0, 0, 3
 1229857860, 0.05, 0.05, 0.03, 0.02, 344.13, 344.13, 0, 0, 3
 1229957820, 0.05, 0.05, 0.04, 0.02, 344.13, 344.13, 0, 0, 3
 1230057780, 0.05, 0.05, 0.05, 0.02, 344.13, 344.13, 0, 0, 3
 1230157740, 0.05, 0.05, 0.06, 0.04, 344.13, 344.13, 0, 0, 3
 1230257700, 0.05, 0.05, 0.06, 0.05, 344.13, 344.13, 0, 0, 3
 1230357660, 0.05, 0.04, 0.06, 0.05, 344.13, 344.13, 0, 0, 3
 1230457620, 0.05, 0.04, 0.06, 0.05, 344.13, 344.13, 0, 0, 3
 1230557580, 0.05, 0.04, 0.07, 0.06, 344.13, 344.13, 0, 0, 3
 1230657540, 0.05, 0.04, 0.07, 0.06, 344.13, 344.13, 0, 0, 3
 1230757500, 0.05, 0.04, 0.07, 0.06, 344.13, 344.14, 0, 0, 3
 1230857460, 0.05, 0.03, 0.07, 0.07, 344.13, 344.15, 0, 0, 3
 1230957420, 0.05, 0.03, 0.07, 0.08, 344.13, 344.15, 0, 0, 3
 1231058213, 0.05, 0.03, 0.07, 0.08, 344.13, 344.16, 0, 0, 3
 1231158173, 0.06, 0.04, 0.07, 0.08, 344.13, 344.16, 0, 0, 3
 1231258133, 0.06, 0.04, 0.07, 0.07, 344.13, 344.16, 0, 0, 3
 1231358093, 0.06, 0.04, 0.06, 0.07, 344.13, 344.16, 0, 0, 3
 1231458053, 0.06, 0.05, 0.06, 0.06, 344.13, 344.15, 0, 0, 3
 1231558013, 0.06, 0.05, 0.06, 0.06, 344.13, 344.15, 0, 0, 3
 1231657973, 0.06, 0.05, 0.06, 0.06, 344.13, 344.14, 0, 0, 3
