Time,XKF5_C,XKF5_NI,XKF5_FIX,XKF5_FIY,XKF5_AFI,XKF5_HAGL,XKF5_offset,XKF5_RI,XKF5_rng,XKF5_Herr,XKF5_eAng,XKF5_eVel,XKF5_ePos
 1214358229, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001280036, 0.000818743, 0.001312316
 1214458189, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001294653, 0.0007199026, 0.001106244
 1214558149, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001429984, 0.0007864479, 0.001257531
 1214658109, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001521105, 0.0007089257, 0.001087916
 1214758069, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001551155, 0.0007599979, 0.001213777
 1214858029, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001548379, 0.0007044541, 0.001078388
 1214957989, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001539204, 0.000738517, 0.001178068
 1215057949, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001530783, 0.0007084138, 0.001081026
 1215157909, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001525366, 0.0007230883, 0.001151631
 1215257869, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000152494, 0.0007151837, 0.001088633
 1215357829, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001524771, 0.0007093536, 0.00112789
 1215457789, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001524599, 0.0007212077, 0.001095861
 1215557749, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001522289, 0.0006950247, 0.001104499
 1215657709, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001521682, 0.0007267565, 0.001103188
 1215757669, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001518559, 0.0006804352, 0.001081017
 1215857629, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001518745, 0.0007278395, 0.00110528
 1215957589, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000151499, 0.0006629552, 0.001053815
 1216057549, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001515561, 0.0007292185, 0.001107346
 1216157509, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001511612, 0.0006456884, 0.001026962
 1216257469, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001512897, 0.0007327602, 0.001111489
 1216357429, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001505216, 0.0006300609, 0.001002161
 1216458222, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001505231, 0.0007336314, 0.001111968
 1216558182, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001519205, 0.000613278, 0.0009734108
 1216658142, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001512034, 0.0007417034, 0.001120835
 1216758102, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001499662, 0.000601023, 0.0009536998
 1216858062, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001501712, 0.0007463851, 0.001127947
 1216958022, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001495032, 0.0005863702, 0.0009314409
 1217057982, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000150079, 0.0007523544, 0.001136437
 1217157942, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000149104, 0.0005727046, 0.0009102644
 1217257902, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001495167, 0.0007597177, 0.001146977
 1217357862, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001486683, 0.0005603488, 0.000890459
 1217457822, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001493846, 0.0007612273, 0.001150319
 1217557782, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001483813, 0.0005438862, 0.0008657267
 1217657742, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001490992, 0.0007629741, 0.001154024
 1217757702, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001479456, 0.0005277516, 0.0008414061
 1217857662, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001487766, 0.0007642708, 0.001156645
 1217957622, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001475095, 0.0005116437, 0.0008163888
