Time,MAG_I,MAG_MagX,MAG_MagY,MAG_MagZ,MAG_OfsX,MAG_OfsY,MAG_OfsZ,MAG_MOX,MAG_MOY,MAG_MOZ,MAG_Health,MAG_S
 1214358229, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214358229
 1214358229, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214358229
 1214358229, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214358229
 1214458189, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214458189
 1214458189, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214458189
 1214458189, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214458189
 1214558149, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214558149
 1214558149, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214558149
 1214558149, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214558149
 1214658109, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214658109
 1214658109, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214658109
 1214658109, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214658109
 1214758069, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214758069
 1214758069, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214758069
 1214758069, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214758069
 1214858029, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214858029
 1214858029, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214858029
 1214858029, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214858029
 1214957989, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214957989
 1214957989, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214957989
 1214957989, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1214957989
 1215057949, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1215057949
 1215057949, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1215057949
 1215057949, 2, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1215057949
 1215157909, 0, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1215157909
 1215157909, 1, 293, 99, 395, 5, 13, -18, 0, 0, 0, 1, 1215157909
