Time,XKF3_C,XKF3_IVN,XKF3_IVE,XKF3_IVD,XKF3_IPN,XKF3_IPE,XKF3_IPD,XKF3_IMX,XKF3_IMY,XKF3_IMZ,XKF3_IYAW,XKF3_IVT,XKF3_RErr,XKF3_ErSc
 1214358229, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 0, 4.273724E-07
 1214358229, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 3.794576E-07
 1214458189, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 0, 3.404564E-07
 1214458189, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 3.442094E-07
 1214558149, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 3.404564E-07
 1214558149, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 3.442094E-07
 1214658109, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 2.626226E-07
 1214658109, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 2.990259E-07
 1214758069, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 2.626226E-07
 1214758069, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 2.990259E-07
 1214858029, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 2.030117E-07
 1214858029, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 2.775955E-07
 1214957989, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 2.030117E-07
 1214957989, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.11, 0, 1, 2.775955E-07
 1215057949, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 1.632866E-07
 1215057949, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 1, 3.151321E-07
 1215157909, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 0, 1.632866E-07
 1215157909, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 1, 3.151321E-07
 1215257869, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.462011E-07
 1215257869, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 1, 3.305878E-07
 1215357829, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.462011E-07
 1215357829, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 1, 3.305878E-07
 1215457789, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.480796E-07
 1215457789, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.1, 0, 1, 4.068578E-07
 1215557749, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.480796E-07
 1215557749, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 4.068578E-07
 1215657709, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.706891E-07
 1215657709, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 4.723406E-07
 1215757669, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 1.706891E-07
 1215757669, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 4.723406E-07
 1215857629, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 0, 2.014525E-07
 1215857629, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 5.638655E-07
 1215957589, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 0, 2.014525E-07
 1215957589, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 5.638655E-07
 1216057549, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 0, 2.538578E-07
 1216057549, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.09, 0, 1, 6.761475E-07
 1216157509, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 0, 2.538578E-07
 1216157509, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 6.761475E-07
 1216257469, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 0, 3.313156E-07
 1216257469, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 8.513176E-07
 1216357429, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 0, 3.313156E-07
 1216357429, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 8.513176E-07
 1216458222, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 4.108051E-07
 1216458222, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 1.153816E-06
 1216558182, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 4.108051E-07
 1216558182, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 1.153816E-06
 1216658142, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 5.463789E-07
 1216658142, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.08, 0, 1, 1.203756E-06
 1216758102, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 5.463789E-07
 1216758102, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.203756E-06
 1216858062, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 6.664404E-07
 1216858062, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.450327E-06
 1216958022, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 0, 6.664404E-07
 1216958022, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.450327E-06
 1217057982, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 0, 8.209498E-07
 1217057982, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.677382E-06
 1217157942, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 0, 8.209498E-07
 1217157942, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.677382E-06
 1217257902, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 0, 1.002226E-06
 1217257902, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.07, 0, 1, 1.886648E-06
 1217357862, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 0, 1.002226E-06
 1217357862, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 1.886648E-06
 1217457822, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 0, 1.15506E-06
 1217457822, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 2.083814E-06
 1217557782, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.15506E-06
 1217557782, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 2.083814E-06
 1217657742, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.345935E-06
 1217657742, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 2.302285E-06
 1217757702, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.345935E-06
 1217757702, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 2.302285E-06
 1217857662, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.546156E-06
 1217857662, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.06, 0, 1, 2.620512E-06
 1217957622, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.546156E-06
 1217957622, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 1, 2.620512E-06
 1218057582, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 0, 1.667791E-06
 1218057582, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 1, 2.852175E-06
 1218157542, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 0, 1.667791E-06
 1218157542, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 1, 2.852175E-06
 1218257502, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 0, 1.919232E-06
 1218257502, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 1, 3.247291E-06
 1218357462, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 0, 1.919232E-06
 1218357462, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.05, 0, 1, 3.247291E-06
 1218457422, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 0, 2.149036E-06
 1218457422, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 1, 3.574065E-06
 1218558215, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 0, 2.149036E-06
 1218558215, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 1, 3.574065E-06
 1218658175, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 0, 2.378276E-06
 1218658175, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 1, 3.944238E-06
 1218758135, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 0, 2.378276E-06
 1218758135, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 1, 3.944238E-06
 1218858095, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 0, 2.682445E-06
 1218858095, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.04, 0, 1, 4.1544E-06
 1218958055, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 0, 2.682445E-06
 1218958055, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 1, 4.1544E-06
 1219058015, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 0, 3.013065E-06
 1219058015, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 1, 4.435248E-06
 1219157975, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 0, 3.013065E-06
 1219157975, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 1, 4.435248E-06
 1219257935, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 0, 3.371098E-06
 1219257935, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.03, 0, 1, 4.593344E-06
 1219357895, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 0, 3.371098E-06
 1219357895, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 1, 4.593344E-06
 1219457855, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 0, 3.580172E-06
 1219457855, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 1, 4.65024E-06
 1219557815, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 0, 3.580172E-06
 1219557815, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 1, 4.65024E-06
 1219657775, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 0, 4.018215E-06
 1219657775, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.02, 0, 1, 4.755024E-06
 1219757735, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 0, 4.018215E-06
 1219757735, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 1, 4.755024E-06
 1219857695, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 0, 4.308756E-06
 1219857695, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 1, 5.147946E-06
 1219957655, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1.01, 0, 0, 4.308756E-06
