Time,PSCD_TPD,PSCD_PD,PSCD_DVD,PSCD_TVD,PSCD_VD,PSCD_DAD,PSCD_TAD,PSCD_AD
 1214358229, 0.02717999, 0.02717999, -5.469653E-05, -5.469653E-05, -5.469653E-05, 0.0006895065, 0.0006895065, 0.0006895065
 1214458189, 0.02718254, 0.02718254, -3.066007E-05, -3.066007E-05, -3.066007E-05, 0.0002069473, 0.0002069473, 0.0002069473
 1214558149, 0.02718688, 0.02718688, -1.427586E-05, -1.427586E-05, -1.427586E-05, -0.0004787445, -0.0004787445, -0.0004787445
 1214658109, 0.02719077, 0.02719077, 1.558401E-07, 1.558401E-07, 1.558401E-07, -0.0009269714, -0.0009269714, -0.0009269714
 1214758069, 0.02719671, 0.02719671, 4.119599E-05, 4.119599E-05, 4.119599E-05, -0.000292778, -0.000292778, -0.000292778
 1214858029, 0.02719964, 0.02719964, -1.873408E-05, -1.873408E-05, -1.873408E-05, -0.0007867813, -0.0007867813, -0.0007867813
 1214957989, 0.02719752, 0.02719752, -8.420616E-05, -8.420616E-05, -8.420616E-05, -0.001271248, -0.001271248, -0.001271248
 1215057949, 0.02719129, 0.02719129, -8.587838E-05, -8.587838E-05, -8.587838E-05, 0.000202179, 0.000202179, 0.000202179
 1215157909, 0.02718175, 0.02718175, -0.0001273487, -0.0001273487, -0.0001273487, 0.0003271103, 0.0003271103, 0.0003271103
 1215257869, 0.02717679, 0.02717679, -6.106487E-05, -6.106487E-05, -6.106487E-05, 0.0007228851, 0.0007228851, 0.0007228851
 1215357829, 0.0271745, 0.0271745, -6.078493E-05, -6.078493E-05, -6.078493E-05, -5.722046E-05, -5.722046E-05, -5.722046E-05
 1215457789, 0.02717, 0.02717, -8.275188E-05, -8.275188E-05, -8.275188E-05, 0.0007658005, 0.0007658005, 0.0007658005
 1215557749, 0.02716257, 0.02716257, -0.000138097, -0.000138097, -0.000138097, -0.0004310608, -0.0004310608, -0.0004310608
 1215657709, 0.02715222, 0.02715222, -0.0001479061, -0.0001479061, -0.0001479061, 0.0002269745, 0.0002269745, 0.0002269745
 1215757669, 0.02714162, 0.02714162, -0.0001538336, -0.0001538336, -0.0001538336, 0.0001964569, 0.0001964569, 0.0001964569
 1215857629, 0.02713247, 0.02713247, -0.0001609747, -0.0001609747, -0.0001609747, -5.722046E-06, -5.722046E-06, -5.722046E-06
 1215957589, 0.02712365, 0.02712365, -0.0001558655, -0.0001558655, -0.0001558655, -0.0006055832, -0.0006055832, -0.0006055832
 1216057549, 0.02711506, 0.02711506, -0.0001605783, -0.0001605783, -0.0001605783, 0.0003633499, 0.0003633499, 0.0003633499
 1216157509, 0.02710623, 0.02710623, -0.0001830522, -0.0001830522, -0.0001830522, -1.239777E-05, -1.239777E-05, -1.239777E-05
 1216257469, 0.02709614, 0.02709614, -0.0002057237, -0.0002057237, -0.0002057237, -0.0003519058, -0.0003519058, -0.0003519058
 1216357429, 0.02708301, 0.02708301, -0.0002424739, -0.0002424739, -0.0002424739, -0.0006065369, -0.0006065369, -0.0006065369
 1216458222, 0.02707234, 0.02707234, -0.0002083673, -0.0002083673, -0.0002083673, 0.0004835129, 0.0004835129, 0.0004835129
 1216558182, 0.02706432, 0.02706432, -0.0002308743, -0.0002308743, -0.0002308743, -0.001291275, -0.001291275, -0.001291275
 1216658142, 0.02705518, 0.02705518, -0.0002202415, -0.0002202415, -0.0002202415, 0.0003614426, 0.0003614426, 0.0003614426
 1216758102, 0.02704948, 0.02704948, -0.0001630825, -0.0001630825, -0.0001630825, 0.0002222061, 0.0002222061, 0.0002222061
 1216858062, 0.02704691, 0.02704691, -0.0001335906, -0.0001335906, -0.0001335906, 0.0006456375, 0.0006456375, 0.0006456375
 1216958022, 0.0270464, 0.0270464, -0.0001585146, -0.0001585146, -0.0001585146, -0.001278877, -0.001278877, -0.001278877
 1217057982, 0.02704172, 0.02704172, -0.0001576934, -0.0001576934, -0.0001576934, 7.915497E-05, 7.915497E-05, 7.915497E-05
 1217157942, 0.02703838, 0.02703838, -0.0001071067, -0.0001071067, -0.0001071067, 0.0006341934, 0.0006341934, 0.0006341934
 1217257902, 0.02703902, 0.02703902, -0.0001083297, -0.0001083297, -0.0001083297, 0.0004920959, 0.0004920959, 0.0004920959
 1217357862, 0.0270363, 0.0270363, -0.0001271106, -0.0001271106, -0.0001271106, 0.001013756, 0.001013756, 0.001013756
 1217457822, 0.02703438, 0.02703438, -0.0001509773, -0.0001509773, -0.0001509773, -0.001390457, -0.001390457, -0.001390457
 1217557782, 0.02702732, 0.02702732, -0.0001677443, -0.0001677443, -0.0001677443, 7.05719E-05, 7.05719E-05, 7.05719E-05
 1217657742, 0.02702332, 0.02702332, -0.0001504132, -0.0001504132, -0.0001504132, 0.0002307892, 0.0002307892, 0.0002307892
 1217757702, 0.02701883, 0.02701883, -0.0001734793, -0.0001734793, -0.0001734793, -0.0003433228, -0.0003433228, -0.0003433228
 1217857662, 0.02701599, 0.02701599, -0.0001688056, -0.0001688056, -0.0001688056, -0.001029015, -0.001029015, -0.001029015
 1217957622, 0.02701106, 0.02701106, -0.0001966344, -0.0001966344, -0.0001966344, -0.0006465912, -0.0006465912, -0.0006465912
 1218057582, 0.02700815, 0.02700815, -0.0001793161, -0.0001793161, -0.0001793161, -0.001034737, -0.001034737, -0.001034737
 1218157542, 0.02700078, 0.02700078, -0.0002031315, -0.0002031315, -0.0002031315, 0.0002164841, 0.0002164841, 0.0002164841
 1218257502, 0.0269949, 0.0269949, -0.0001994173, -0.0001994173, -0.0001994173, 0.0002651215, 0.0002651215, 0.0002651215
 1218357462, 0.02698769, 0.02698769, -0.0002024546, -0.0002024546, -0.0002024546, 0.0004119873, 0.0004119873, 0.0004119873
 1218457422, 0.02698319, 0.02698319, -0.0001958097, -0.0001958097, -0.0001958097, 6.961823E-05, 6.961823E-05, 6.961823E-05
 1218558215, 0.02697718, 0.02697718, -0.00021681, -0.00021681, -0.00021681, -0.0002584457, -0.0002584457, -0.0002584457
 1218658175, 0.02697123, 0.02697123, -0.0002185664, -0.0002185664, -0.0002185664, -0.0004768372, -0.0004768372, -0.0004768372
 1218758135, 0.02696288, 0.02696288, -0.0002325101, -0.0002325101, -0.0002325101, 0.0001220703, 0.0001220703, 0.0001220703
 1218858095, 0.02695904, 0.02695904, -0.0001780467, -0.0001780467, -0.0001780467, 0.001639366, 0.001639366, 0.001639366
 1218958055, 0.02695796, 0.02695796, -0.0001766881, -0.0001766881, -0.0001766881, -0.0003948212, -0.0003948212, -0.0003948212
 1219058015, 0.02695686, 0.02695686, -0.0001875568, -0.0001875568, -0.0001875568, -0.001069069, -0.001069069, -0.001069069
 1219157975, 0.02695479, 0.02695479, -0.0001736423, -0.0001736423, -0.0001736423, -0.0008649826, -0.0008649826, -0.0008649826
 1219257935, 0.02691308, 0.02694954, -0.003055326, -0.003091785, -0.0001860642, -0.1747721, -0.179066, 0.001005173
 1219357895, 0.02493134, 0.02694813, -0.04490754, -0.04692433, -0.0001225395, -0.674772, -0.8236455, 0.001179695
 1219457855, 0.01629625, 0.02695271, -0.1339234, -0.1445798, -0.0001021483, -1, -1.556354, -0.0002479553
 1219557815, -0.002096086, 0.02695348, -0.2339234, -0.262973, -0.0001413001, -1, -2.123484, 0.0007963181
 1219657775, -0.03048842, 0.0269521, -0.3339234, -0.3913639, -0.0001612821, -1, -2.749018, 4.386902E-05
 1219757735, -0.06888076, 0.02695073, -0.4339234, -0.5297549, -0.0001405297, -1, -3.425129, -0.0002737045
 1219857695, -0.1172731, 0.02694916, -0.5339234, -0.6781456, -0.0001555941, -1, -4.151078, 0.0004777908
