Time,GPS_I,GPS_Status,GPS_GMS,GPS_GWk,GPS_NSats,GPS_HDop,GPS_Lat,GPS_Lng,GPS_Alt,GPS_Spd,GPS_GCrs,GPS_VZ,GPS_Yaw,GPS_U
 70194411, 0, 6, 537481000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 70394331, 0, 6, 537481200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 70594251, 0, 6, 537481400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 70794171, 0, 6, 537481600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 70994091, 0, 6, 537481800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 71194011, 0, 6, 537482000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 71393931, 0, 6, 537482200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 71593851, 0, 6, 537482400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 71793771, 0, 6, 537482600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 71993691, 0, 6, 537482800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 72193611, 0, 6, 537483000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 72394364, 0, 6, 537483200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 72594284, 0, 6, 537483400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 72794204, 0, 6, 537483600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 72994124, 0, 6, 537483800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 73194044, 0, 6, 537484000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 73393964, 0, 6, 537484200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 73593884, 0, 6, 537484400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 73793804, 0, 6, 537484600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 73993724, 0, 6, 537484800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 74193644, 0, 6, 537485000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 74394397, 0, 6, 537485200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 74594317, 0, 6, 537485400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 74794237, 0, 6, 537485600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 74994157, 0, 6, 537485800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 75194077, 0, 6, 537486000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 75393997, 0, 6, 537486200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 75593917, 0, 6, 537486400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 75793837, 0, 6, 537486600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 75993757, 0, 6, 537486800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 76193677, 0, 6, 537487000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 76394430, 0, 6, 537487200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 76594350, 0, 6, 537487400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 76794270, 0, 6, 537487600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 0, 0, 0, 1
 76994190, 0, 6, 537487800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 135, 0, 0, 1
 77194110, 0, 6, 537488000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 134.7966, 0, 0, 1
 77394030, 0, 6, 537488200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 134.4228, 0, 0, 1
 77593950, 0, 6, 537488400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 314.3648, 0, 0, 1
 77793870, 0, 6, 537488600, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.09, 0, 314.0009, -0.029, 0, 1
 77993790, 0, 6, 537488800, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.12, 0, 313.7479, -0.195, 0, 1
 78193710, 0, 6, 537489000, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.18, 0, 313.6687, -0.511, 0, 1
 78393630, 0, 6, 537489200, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.35, 0.009000001, 313.9422, -1.19, 0, 1
 78594383, 0, 6, 537489400, 2220, 10, 1.21, 33.6412058, 72.9955928, 558.66, 0.029, 314.036, -1.796, 0, 1
 78794303, 0, 6, 537489600, 2220, 10, 1.21, 33.6412059, 72.9955928, 559.04, 0.046, 314.1495, -1.969, 0, 1
 78994223, 0, 6, 537489800, 2220, 10, 1.21, 33.6412059, 72.9955927, 559.45, 0.055, 314.228, -2.142, 0, 1
 79194143, 0, 6, 537490000, 2220, 10, 1.21, 33.641206, 72.9955926, 559.9, 0.054, 314.1183, -2.334, 0, 1
 79394063, 0, 6, 537490200, 2220, 10, 1.21, 33.6412061, 72.9955926, 560.38, 0.049, 313.8436, -2.492, 0, 1
 79593983, 0, 6, 537490400, 2220, 10, 1.21, 33.6412062, 72.9955925, 560.89, 0.04, 313.4724, -2.604, 0, 1
 79793903, 0, 6, 537490600, 2220, 10, 1.21, 33.6412062, 72.9955925, 561.42, 0.03, 312.5594, -2.648, 0, 1
 79993823, 0, 6, 537490800, 2220, 10, 1.21, 33.6412062, 72.9955924, 561.95, 0.02, 309.5031, -2.622, 0, 1
 80193743, 0, 6, 537491000, 2220, 10, 1.21, 33.6412063, 72.9955923, 562.46, 0.011, 300.1152, -2.537, 0, 1
 80393663, 0, 6, 537491200, 2220, 10, 1.21, 33.6412063, 72.9955923, 562.95, 0.004, 260.4713, -2.408, 0, 1
 80594416, 0, 6, 537491400, 2220, 10, 1.21, 33.6412063, 72.9955923, 563.43, 0.006, 174.7219, -2.261, 0, 1
 80794336, 0, 6, 537491600, 2220, 10, 1.21, 33.6412063, 72.9955923, 563.87, 0.011, 155.1149, -2.112, 0, 1
 80994256, 0, 6, 537491800, 2220, 10, 1.21, 33.6412063, 72.9955923, 564.27, 0.017, 149.1416, -1.97, 0, 1
 81194176, 0, 6, 537492000, 2220, 10, 1.21, 33.6412063, 72.9955923, 564.65, 0.021, 145.9404, -1.837, 0, 1
 81394096, 0, 6, 537492200, 2220, 10, 1.21, 33.6412063, 72.9955923, 565.01, 0.025, 143.4322, -1.714, 0, 1
 81594016, 0, 6, 537492400, 2220, 10, 1.21, 33.6412062, 72.9955923, 565.33, 0.029, 141.4815, -1.6, 0, 1
 81793936, 0, 6, 537492600, 2220, 10, 1.21, 33.6412062, 72.9955924, 565.65, 0.031, 140.0663, -1.491, 0, 1
 81993856, 0, 6, 537492800, 2220, 10, 1.21, 33.6412061, 72.9955925, 565.94, 0.033, 139.0152, -1.387, 0, 1
 82193776, 0, 6, 537493000, 2220, 10, 1.21, 33.6412061, 72.9955925, 566.2, 0.034, 138.3499, -1.283, 0, 1
 82393696, 0, 6, 537493200, 2220, 10, 1.21, 33.641206, 72.9955926, 566.45, 0.033, 138.2372, -1.179, 0, 1
 82593616, 0, 6, 537493400, 2220, 10, 1.21, 33.6412059, 72.9955926, 566.68, 0.032, 138.1601, -1.075, 0, 1
 82794369, 0, 6, 537493600, 2220, 10, 1.21, 33.6412059, 72.9955927, 566.88, 0.03, 138.0768, -0.97, 0, 1
 82994289, 0, 6, 537493800, 2220, 10, 1.21, 33.6412058, 72.9955927, 567.06, 0.027, 137.7747, -0.863, 0, 1
 83194209, 0, 6, 537494000, 2220, 10, 1.21, 33.6412058, 72.9955927, 567.22, 0.024, 137.102, -0.754, 0, 1
 83394129, 0, 6, 537494200, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.36, 0.02, 136.3136, -0.6440001, 0, 1
 83594049, 0, 6, 537494400, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.48, 0.016, 134.6105, -0.53, 0, 1
 83793969, 0, 6, 537494600, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.57, 0.012, 131.208, -0.412, 0, 1
 83993889, 0, 6, 537494800, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.65, 0.008, 125.5953, -0.285, 0, 1
 84193809, 0, 6, 537495000, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.69, 0.004, 113.5824, -0.149, 0, 1
 84393729, 0, 6, 537495200, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.71, 0.002, 77.71899, -0.024, 0, 1
 84593649, 0, 6, 537495400, 2220, 10, 1.21, 33.6412058, 72.9955928, 567.7, 0.001, 358.7174, 0.06500001, 0, 1
