Time,XKQ_C,XKQ_Q1,XKQ_Q2,XKQ_Q3,XKQ_Q4
 70194411, 0, 0.9999838, 0.0006065324, 0.0005053786, 0.005633363
 70194411, 1, 0.9999838, 0.0006008954, 0.0004782616, 0.005642576
 70294371, 0, 0.9999838, 0.0006035321, 0.0005012656, 0.005641793
 70294371, 1, 0.9999837, 0.0006022237, 0.0004761766, 0.005650876
 70394331, 0, 0.9999837, 0.0006074426, 0.0005051855, 0.005649813
 70394331, 1, 0.9999837, 0.0006062072, 0.0004734877, 0.005659653
 70494291, 0, 0.9999837, 0.0006046809, 0.000504516, 0.005655787
 70494291, 1, 0.9999837, 0.0006122267, 0.0004683569, 0.00566597
 70594251, 0, 0.9999837, 0.0006078246, 0.0005064259, 0.005658158
 70594251, 1, 0.9999836, 0.0006157848, 0.0004730171, 0.005673464
 70694211, 0, 0.9999837, 0.00060821, 0.0005066073, 0.005660394
 70694211, 1, 0.9999836, 0.0006111103, 0.0004765341, 0.00566778
 70794171, 0, 0.9999837, 0.0006126938, 0.000510804, 0.005663405
 70794171, 1, 0.9999836, 0.0006152215, 0.0004833811, 0.005670696
 70894131, 0, 0.9999836, 0.0006132326, 0.0005129148, 0.00566647
 70894131, 1, 0.9999836, 0.0006223575, 0.0004892165, 0.005671245
 70994091, 0, 0.9999836, 0.0006180656, 0.0005202427, 0.00567128
 70994091, 1, 0.9999835, 0.0006297388, 0.0005012901, 0.005675755
 71094051, 0, 0.9999835, 0.0006233429, 0.000523978, 0.005675662
 71094051, 1, 0.9999835, 0.0006353989, 0.0005156312, 0.005681065
 71194011, 0, 0.9999835, 0.0006323459, 0.0005334666, 0.005680913
 71194011, 1, 0.9999835, 0.0006467893, 0.0005254179, 0.005681594
 71293971, 0, 0.9999835, 0.0006415095, 0.0005413757, 0.005685154
 71293971, 1, 0.9999835, 0.0006539579, 0.0005298259, 0.005686236
 71393931, 0, 0.9999834, 0.000651653, 0.0005508803, 0.005689879
 71393931, 1, 0.9999835, 0.0006657884, 0.0005358575, 0.005686987
 71493891, 0, 0.9999834, 0.0006639186, 0.0005626894, 0.005694314
 71493891, 1, 0.9999834, 0.0006710212, 0.0005411186, 0.005692091
 71593851, 0, 0.9999834, 0.0006761063, 0.0005740862, 0.005699734
 71593851, 1, 0.9999834, 0.0006773464, 0.0005524501, 0.005698393
 71693811, 0, 0.9999833, 0.0006875234, 0.0005881391, 0.005703338
 71693811, 1, 0.9999834, 0.000690807, 0.0005620032, 0.005702347
 71793771, 0, 0.9999833, 0.0006989694, 0.000601263, 0.005708761
 71793771, 1, 0.9999833, 0.0006993843, 0.0005708119, 0.005707172
 71893731, 0, 0.9999833, 0.0007119976, 0.0006152694, 0.005712466
 71893731, 1, 0.9999833, 0.0007103571, 0.000579076, 0.005710597
 71993691, 0, 0.9999832, 0.000724957, 0.0006302884, 0.005717109
 71993691, 1, 0.9999833, 0.0007217859, 0.0005953385, 0.005711181
 72093651, 0, 0.9999831, 0.0007379588, 0.0006441318, 0.005723394
 72093651, 1, 0.9999833, 0.0007348785, 0.0006054873, 0.005713419
 72193611, 0, 0.9999831, 0.0007525295, 0.000658077, 0.005728856
 72193611, 1, 0.9999831, 0.0007476147, 0.0006206559, 0.005721766
 72294404, 0, 0.999983, 0.0007645361, 0.0006735855, 0.005735097
 72294404, 1, 0.9999831, 0.000765792, 0.0006353843, 0.005724899
 72394364, 0, 0.999983, 0.0007772253, 0.0006869902, 0.005739762
 72394364, 1, 0.999983, 0.0007732149, 0.0006501243, 0.005735488
 72494324, 0, 0.999983, 0.0007901572, 0.0007001891, 0.005745613
 72494324, 1, 0.999983, 0.000785367, 0.0006634453, 0.005745811
 72594284, 0, 0.9999829, 0.0008059614, 0.0007132974, 0.005752119
 72594284, 1, 0.999983, 0.0008007245, 0.000682159, 0.005748493
 72694244, 0, 0.9999828, 0.0008205438, 0.0007272869, 0.005758557
 72694244, 1, 0.9999829, 0.0008194636, 0.0006950792, 0.0057524
