Time,AHR2_Roll,AHR2_Pitch,AHR2_Yaw,AHR2_Alt,AHR2_Lat,AHR2_Lng,AHR2_Q1,AHR2_Q2,AHR2_Q3,AHR2_Q4
 70194411, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.999998, 0.0009182179, 0.0008241453, 0.001544874
 70294371, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.999998, 0.0009189724, 0.0008222794, 0.001540823
 70394331, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.999998, 0.0009187504, 0.0008184685, 0.001538291
 70494291, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009205429, 0.0008153603, 0.001536022
 70594251, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009191614, 0.0008135125, 0.001533994
 70694211, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009167625, 0.0008151163, 0.001527106
 70794171, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009149472, 0.0008147488, 0.001522873
 70894131, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009148006, 0.0008138215, 0.001516949
 70994091, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009133705, 0.000815056, 0.001514269
 71094051, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009118456, 0.0008172875, 0.001512076
 71194011, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009120171, 0.0008170624, 0.001507974
 71293971, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009114626, 0.0008137655, 0.00150651
 71393931, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009119154, 0.0008103122, 0.001503871
 71493891, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999981, 0.0009097413, 0.0008075265, 0.00150197
 71593851, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009064744, 0.0008059464, 0.001500646
 71693811, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009062809, 0.000805249, 0.001497177
 71793771, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009027522, 0.0008028001, 0.001495141
 71893731, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000901718, 0.0008003708, 0.001491637
 71993691, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009006556, 0.00080213, 0.001487542
 72093651, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.00090042, 0.0008008039, 0.001484567
 72193611, 0.1, 0.09, 0.17, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009002389, 0.0008015085, 0.001484049
 72294404, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009018758, 0.0008031743, 0.00148184
 72394364, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008982615, 0.0008035527, 0.00148224
 72494324, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000896925, 0.0008029496, 0.001482589
 72594284, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008983032, 0.0008046335, 0.001479518
 72694244, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009011446, 0.0008040433, 0.001477231
 72794204, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009016186, 0.0008065844, 0.001476755
 72894164, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009018942, 0.0008059643, 0.001475135
 72994124, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009044944, 0.0008089359, 0.001472751
 73094084, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009048379, 0.0008093206, 0.001471691
 73194044, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000904971, 0.0008128824, 0.001467903
 73294004, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009079194, 0.0008158268, 0.001469595
 73393964, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009088284, 0.0008167365, 0.001469685
 73493924, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009093352, 0.0008179441, 0.001467818
 73593884, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009075314, 0.0008199154, 0.001464941
 73693844, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009097807, 0.0008201528, 0.001461971
 73793804, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009103315, 0.0008198319, 0.001463242
 73893764, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009135588, 0.000820845, 0.001461825
 73993724, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009169276, 0.000822795, 0.001462551
 74093684, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009166095, 0.0008216001, 0.001462933
 74193644, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009166834, 0.0008259843, 0.001460183
 74293604, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009165758, 0.0008291031, 0.001461736
 74394397, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009207877, 0.0008304672, 0.001461329
 74494357, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009205295, 0.0008293387, 0.001461948
 74594317, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009195967, 0.000831301, 0.001460565
 74694277, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009218439, 0.0008323427, 0.001459262
 74794237, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000923252, 0.0008324726, 0.001460742
 74894197, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009230099, 0.0008301586, 0.001460312
 74994157, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.00092488, 0.0008279285, 0.001459006
 75094117, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009216137, 0.0008245067, 0.00146095
 75194077, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009186363, 0.0008229534, 0.001461813
 75294037, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.00091653, 0.0008194144, 0.001459408
 75393997, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009114693, 0.0008171055, 0.00146021
 75493957, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009107636, 0.000815262, 0.001461322
 75593917, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009095041, 0.0008149662, 0.001460301
 75693877, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009072787, 0.0008124621, 0.00145786
 75793837, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009070246, 0.0008117409, 0.001459668
 75893797, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0009048133, 0.0008098034, 0.001458151
 75993757, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000902338, 0.0008114933, 0.001458026
 76093717, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008978155, 0.0008092758, 0.001454444
 76193677, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008977144, 0.000804536, 0.001455166
 76293637, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008933123, 0.0008013345, 0.001456763
 76394430, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.000892569, 0.0007995528, 0.001456917
 76494390, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008930497, 0.0007974608, 0.001458387
 76594350, 0.1, 0.09, 0.16, 558.04, 33.6412058, 72.9955928, 0.9999982, 0.0008960527, 0.0007970271, 0.001458548
