Time,XKY1_C,XKY1_IVN0,XKY1_IVN1,XKY1_IVN2,XKY1_IVN3,XKY1_IVN4,XKY1_IVE0,XKY1_IVE1,XKY1_IVE2,XKY1_IVE3,XKY1_IVE4
 70294371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 70294371, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 70394331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 70394331, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 70494291, 0, 0.004704911, 0.002259655, -0.003308367, -0.004304338, 0.00064814, -0.0008472234, 0.004212829, 0.003450895, -0.002080059, -0.004736442
 70494291, 1, 0.004746522, 0.002176328, -0.003401477, -0.004278557, 0.0007571838, -0.0007460884, 0.004283657, 0.003393534, -0.002186337, -0.004744765
 70594251, 0, 0.004704911, 0.002259655, -0.003308367, -0.004304338, 0.00064814, -0.0008472234, 0.004212829, 0.003450895, -0.002080059, -0.004736442
 70594251, 1, 0.004746522, 0.002176328, -0.003401477, -0.004278557, 0.0007571838, -0.0007460884, 0.004283657, 0.003393534, -0.002186337, -0.004744765
 70694211, 0, 0.007081384, 0.003408742, -0.004974666, -0.006483254, 0.0009677941, -0.001283282, 0.006338241, 0.00520053, -0.003124136, -0.007131353
 70694211, 1, 0.00712961, 0.003224948, -0.005136483, -0.006399469, 0.001181394, -0.00107436, 0.006448667, 0.005059855, -0.003321504, -0.007112658
 70794171, 0, 0.007081384, 0.003408742, -0.004974666, -0.006483254, 0.0009677941, -0.001283282, 0.006338241, 0.00520053, -0.003124136, -0.007131353
 70794171, 1, 0.00712961, 0.003224948, -0.005136483, -0.006399469, 0.001181394, -0.00107436, 0.006448667, 0.005059855, -0.003321504, -0.007112658
 70894131, 0, 0.009297314, 0.004384967, -0.006587256, -0.008456115, 0.00136109, -0.001589746, 0.008351013, 0.006750956, -0.004178693, -0.00933353
 70894131, 1, 0.009425171, 0.00419856, -0.006830318, -0.008419929, 0.001626516, -0.001352204, 0.008546016, 0.006633932, -0.00444602, -0.009381725
 70994091, 0, 0.009297314, 0.004384967, -0.006587256, -0.008456115, 0.00136109, -0.001589746, 0.008351013, 0.006750956, -0.004178693, -0.00933353
 70994091, 1, 0.009425171, 0.00419856, -0.006830318, -0.008419929, 0.001626516, -0.001352204, 0.008546016, 0.006633932, -0.00444602, -0.009381725
 71094051, 0, 0.01142802, 0.005466378, -0.008049615, -0.01044131, 0.001596528, -0.002034501, 0.01024, 0.008363169, -0.005071278, -0.01149739
 71094051, 1, 0.01159504, 0.005220545, -0.008368562, -0.0103926, 0.001945582, -0.00172175, 0.01049548, 0.008208317, -0.005422466, -0.01155959
 71194011, 0, 0.01142802, 0.005466378, -0.008049615, -0.01044131, 0.001596528, -0.002034501, 0.01024, 0.008363169, -0.005071278, -0.01149739
 71194011, 1, 0.01159504, 0.005220545, -0.008368562, -0.0103926, 0.001945582, -0.00172175, 0.01049548, 0.008208317, -0.005422466, -0.01155959
 71293971, 0, 0.01342454, 0.006449155, -0.009438742, -0.01228262, 0.001847667, -0.002419146, 0.01201994, 0.009847877, -0.005933616, -0.01351505
 71293971, 1, 0.01330663, 0.006048088, -0.009568709, -0.01196188, 0.002175863, -0.002035749, 0.01202628, 0.009468398, -0.006174487, -0.01328444
 71393931, 0, 0.01342454, 0.006449155, -0.009438742, -0.01228262, 0.001847667, -0.002419146, 0.01201994, 0.009847877, -0.005933616, -0.01351505
 71393931, 1, 0.01330663, 0.006048088, -0.009568709, -0.01196188, 0.002175863, -0.002035749, 0.01202628, 0.009468398, -0.006174487, -0.01328444
 71493891, 0, 0.01502401, 0.007214461, -0.01056523, -0.01374413, 0.002070891, -0.002704135, 0.01345306, 0.01101858, -0.006643203, -0.01512431
 71493891, 1, 0.01477274, 0.006680368, -0.01064404, -0.01325875, 0.002449687, -0.002224201, 0.01336239, 0.01048261, -0.006883782, -0.01473703
 71593851, 0, 0.01502401, 0.007214461, -0.01056523, -0.01374413, 0.002070891, -0.002704135, 0.01345306, 0.01101858, -0.006643203, -0.01512431
 71593851, 1, 0.01477274, 0.006680368, -0.01064404, -0.01325875, 0.002449687, -0.002224201, 0.01336239, 0.01048261, -0.006883782, -0.01473703
 71693811, 0, 0.01652442, 0.007928702, -0.01162421, -0.01511286, 0.00228395, -0.002967622, 0.01479861, 0.01211367, -0.007311954, -0.0166327
 71693811, 1, 0.01631114, 0.007405627, -0.01173421, -0.01465777, 0.002675209, -0.002486928, 0.01474431, 0.01159941, -0.007575478, -0.01628131
 71793771, 0, 0.01652442, 0.007928702, -0.01162421, -0.01511286, 0.00228395, -0.002967622, 0.01479861, 0.01211367, -0.007311954, -0.0166327
 71793771, 1, 0.01631114, 0.007405627, -0.01173421, -0.01465777, 0.002675209, -0.002486928, 0.01474431, 0.01159941, -0.007575478, -0.01628131
 71893731, 0, 0.0178922, 0.008630245, -0.01255842, -0.01639177, 0.002427745, -0.003260847, 0.01600884, 0.01315485, -0.007878693, -0.01802415
 71893731, 1, 0.01795072, 0.008183478, -0.01289305, -0.01615182, 0.002910675, -0.002772077, 0.01621553, 0.01279382, -0.008308509, -0.01792876
 71993691, 0, 0.0178922, 0.008630245, -0.01255842, -0.01639177, 0.002427745, -0.003260847, 0.01600884, 0.01315485, -0.007878693, -0.01802415
 71993691, 1, 0.01795072, 0.008183478, -0.01289305, -0.01615182, 0.002910675, -0.002772077, 0.01621553, 0.01279382, -0.008308509, -0.01792876
 72093651, 0, 0.01901896, 0.009154619, -0.0133611, -0.01741223, 0.002599746, -0.003446101, 0.0170232, 0.01396702, -0.008391111, -0.01915301
 72093651, 1, 0.0191292, 0.008917124, -0.01361811, -0.01733358, 0.002905369, -0.003160567, 0.01721628, 0.01380081, -0.008686907, -0.01916962
 72193611, 0, 0.01901896, 0.009154619, -0.0133611, -0.01741223, 0.002599746, -0.003446101, 0.0170232, 0.01396702, -0.008391111, -0.01915301
 72193611, 1, 0.0191292, 0.008917124, -0.01361811, -0.01733358, 0.002905369, -0.003160567, 0.01721628, 0.01380081, -0.008686907, -0.01916962
 72294404, 0, 0.02004489, 0.009760206, -0.01401275, -0.01842056, 0.002628217, -0.003749508, 0.01790516, 0.01481551, -0.008748674, -0.02022248
 72294404, 1, 0.01989622, 0.009314127, -0.01413977, -0.01805299, 0.002982411, -0.00332878, 0.01789378, 0.01438774, -0.009001664, -0.01995108
 72394364, 0, 0.02004489, 0.009760206, -0.01401275, -0.01842056, 0.002628217, -0.003749508, 0.01790516, 0.01481551, -0.008748674, -0.02022248
 72394364, 1, 0.01989622, 0.009314127, -0.01413977, -0.01805299, 0.002982411, -0.00332878, 0.01789378, 0.01438774, -0.009001664, -0.01995108
 72494324, 0, 0.02083319, 0.01018253, -0.01454004, -0.01916877, 0.002693091, -0.00393743, 0.01859681, 0.01543089, -0.009059994, -0.02103027
