Time,MAG_I,MAG_MagX,MAG_MagY,MAG_MagZ,MAG_OfsX,MAG_OfsY,MAG_OfsZ,MAG_MOX,MAG_MOY,MAG_MOZ,MAG_Health,MAG_S
 70194411, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70194411
 70194411, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70194411
 70194411, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70194411
 70294371, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70294371
 70294371, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70294371
 70294371, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70294371
 70394331, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70394331
 70394331, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70394331
 70394331, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70394331
 70494291, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70494291
 70494291, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70494291
 70494291, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70494291
 70594251, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70594251
 70594251, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70594251
 70594251, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70594251
 70694211, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70694211
 70694211, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70694211
 70694211, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70694211
 70794171, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70794171
 70794171, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70794171
 70794171, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70794171
 70894131, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70894131
 70894131, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70894131
 70894131, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70894131
 70994091, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70994091
 70994091, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70994091
 70994091, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 70994091
 71094051, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71094051
 71094051, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71094051
 71094051, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71094051
 71194011, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71194011
 71194011, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71194011
 71194011, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71194011
 71293971, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71293971
 71293971, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71293971
 71293971, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71293971
 71393931, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71393931
 71393931, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71393931
 71393931, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71393931
 71493891, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71493891
 71493891, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71493891
 71493891, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71493891
 71593851, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71593851
 71593851, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71593851
 71593851, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71593851
 71693811, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71693811
 71693811, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71693811
 71693811, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71693811
 71793771, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71793771
 71793771, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71793771
 71793771, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71793771
 71893731, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71893731
 71893731, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71893731
 71893731, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71893731
 71993691, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71993691
 71993691, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71993691
 71993691, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 71993691
 72093651, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72093651
 72093651, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72093651
 72093651, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72093651
 72193611, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72193611
 72193611, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72193611
 72193611, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72193611
 72294404, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72294404
 72294404, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72294404
 72294404, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72294404
 72394364, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72394364
 72394364, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72394364
 72394364, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72394364
 72494324, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72494324
 72494324, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72494324
 72494324, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72494324
 72594284, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 72594284
