Time,SIM_Roll,SIM_Pitch,SIM_Yaw,SIM_Alt,SIM_Lat,SIM_Lng,SIM_Q1,SIM_Q2,SIM_Q3,SIM_Q4
 70194411, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70294371, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70394331, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70494291, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70594251, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70694211, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70794171, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70894131, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 70994091, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71094051, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71194011, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71293971, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71393931, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71493891, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71593851, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71693811, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71793771, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71893731, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 71993691, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72093651, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72193611, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72294404, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72394364, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72494324, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72594284, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72694244, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72794204, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72894164, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 72994124, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73094084, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73194044, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73294004, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73393964, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73493924, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73593884, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73693844, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73793804, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73893764, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 73993724, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74093684, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74193644, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74293604, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74394397, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74494357, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74594317, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74694277, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74794237, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74894197, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74994157, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75094117, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75194077, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75294037, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75393997, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75493957, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75593917, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
