Time,XKY0_C,XKY0_YC,XKY0_YCS,XKY0_Y0,XKY0_Y1,XKY0_Y2,XKY0_Y3,XKY0_Y4,XKY0_W0,XKY0_W1,XKY0_W2,XKY0_W3,XKY0_W4
 75093284, 0, 353.6648, 14.29255, 216.0032, 288.0032, 0.003230911, 72.00323, 144.0032, 0.2, 0.2, 0.2, 0.2, 0.2
 75093284, 1, 136.1831, 14.30535, 216.0031, 288.0031, 0.003110468, 72.00311, 144.0031, 0.2, 0.2, 0.2, 0.2, 0.2
 75194077, 0, 350.4258, 14.32406, 216.0071, 288.007, 0.00705373, 72.00705, 144.007, 0.2, 0.2, 0.2, 0.2, 0.2
 75194077, 1, 195.5135, 14.52263, 216.0073, 288.0073, 0.007302047, 72.0073, 144.0073, 0.2, 0.2, 0.2, 0.2, 0.2
 75294037, 0, 351.2413, 14.315, 216.011, 288.011, 0.01102347, 72.01102, 144.011, 0.2, 0.2, 0.2, 0.2, 0.2
 75294037, 1, 233.469, 14.45323, 216.0116, 288.0116, 0.01161211, 72.01161, 144.0116, 0.2, 0.2, 0.2, 0.2, 0.2
 75393997, 0, 3.515975, 14.27556, 216.0147, 288.0147, 0.0147089, 72.01471, 144.0147, 0.2, 0.2, 0.2, 0.2, 0.2
 75393997, 1, 263.8541, 14.62074, 216.0152, 288.0152, 0.01518043, 72.01518, 144.0152, 0.2, 0.2, 0.2, 0.2, 0.2
 75493957, 0, 348.6344, 14.34709, 216.0184, 288.0185, 0.01845215, 72.01845, 144.0184, 0.2, 0.2, 0.2, 0.2, 0.2
 75493957, 1, 274.8815, 14.37322, 216.0193, 288.0193, 0.01928641, 72.01929, 144.0193, 0.2, 0.2, 0.2, 0.2, 0.2
 75593917, 0, 348.301, 14.35186, 216.0225, 288.0225, 0.02249336, 72.02249, 144.0225, 0.2, 0.2, 0.2, 0.2, 0.2
 75593917, 1, 332.1216, 14.73652, 216.0232, 288.0232, 0.02322171, 72.02322, 144.0232, 0.2, 0.2, 0.2, 0.2, 0.2
 75693877, 0, 343.2187, 14.43976, 216.0264, 288.0264, 0.02643392, 72.02644, 144.0264, 0.2, 0.2, 0.2, 0.2, 0.2
 75693877, 1, 285.5221, 14.27184, 216.0268, 288.0268, 0.02683591, 72.02684, 144.0268, 0.2, 0.2, 0.2, 0.2, 0.2
 75793837, 0, 340.8743, 14.49073, 216.0301, 288.0302, 0.03013664, 72.03014, 144.0301, 0.2, 0.2, 0.2, 0.2, 0.2
 75793837, 1, 276.6933, 14.34643, 216.0303, 288.0303, 0.03030118, 72.0303, 144.0303, 0.2, 0.2, 0.2, 0.2, 0.2
 75893797, 0, 344.5157, 14.41447, 216.0341, 288.0341, 0.03405188, 72.03405, 144.034, 0.2, 0.2, 0.2, 0.2, 0.2
 75893797, 1, 283.866, 14.27855, 216.0346, 288.0346, 0.03458659, 72.03458, 144.0346, 0.2, 0.2, 0.2, 0.2, 0.2
 75993757, 0, 340.5248, 14.49897, 216.0378, 288.0378, 0.03779905, 72.0378, 144.0378, 0.2, 0.2, 0.2, 0.2, 0.2
 75993757, 1, 292.4173, 14.27967, 216.0382, 288.0382, 0.0382365, 72.03824, 144.0382, 0.2, 0.2, 0.2, 0.2, 0.2
 76093717, 0, 339.1884, 14.53135, 216.0418, 288.0418, 0.04179955, 72.0418, 144.0418, 0.2, 0.2, 0.2, 0.2, 0.2
 76093717, 1, 314.3741, 14.68577, 216.042, 288.042, 0.04200649, 72.04201, 144.042, 0.2, 0.2, 0.2, 0.2, 0.2
 76193677, 0, 338.3412, 14.55311, 216.0456, 288.0456, 0.04556388, 72.04556, 144.0456, 0.2, 0.2, 0.2, 0.2, 0.2
 76193677, 1, 315.3553, 14.71694, 216.045, 288.045, 0.04502698, 72.04503, 144.045, 0.2, 0.2, 0.2, 0.2, 0.2
 76293637, 0, 341.7027, 14.47204, 216.0494, 288.0494, 0.04941943, 72.04942, 144.0494, 0.2, 0.2, 0.2, 0.2, 0.2
 76293637, 1, 326.7615, 14.92997, 216.0489, 288.049, 0.04893506, 72.04893, 144.0489, 0.2, 0.2, 0.2, 0.2, 0.2
 76393597, 0, 338.5621, 14.54741, 216.0535, 288.0535, 0.05349611, 72.0535, 144.0535, 0.2, 0.2, 0.2, 0.2, 0.2
 76393597, 1, 326.9235, 14.92387, 216.0531, 288.0531, 0.05307157, 72.05307, 144.0531, 0.2, 0.2, 0.2, 0.2, 0.2
 76493557, 0, 340.4336, 14.50102, 216.0574, 288.0574, 0.05742788, 72.05743, 144.0574, 0.2, 0.2, 0.2, 0.2, 0.2
 76493557, 1, 322.3235, 14.96838, 216.0568, 288.0568, 0.05683627, 72.05684, 144.0568, 0.2, 0.2, 0.2, 0.2, 0.2
 76593517, 0, 339.0229, 14.53562, 216.0612, 288.0612, 0.06122582, 72.06123, 144.0612, 0.2, 0.2, 0.2, 0.2, 0.2
 76593517, 1, 329.3081, 14.83462, 216.0612, 288.0612, 0.06116237, 72.06116, 144.0612, 0.2, 0.2, 0.2, 0.2, 0.2
 76693477, 0, 340.8864, 14.49034, 216.065, 288.065, 0.06501448, 72.06501, 144.065, 0.2, 0.2, 0.2, 0.2, 0.2
 76693477, 1, 322.3363, 14.96828, 216.0658, 288.0657, 0.06574503, 72.06574, 144.0658, 0.2, 0.2, 0.2, 0.2, 0.2
 76793437, 0, 337.0279, 14.58824, 216.0687, 288.0687, 0.06872442, 72.06873, 144.0687, 0.2, 0.2, 0.2, 0.2, 0.2
 76793437, 1, 322.9263, 14.99191, 216.0696, 288.0696, 0.06957159, 72.06957, 144.0696, 0.2, 0.2, 0.2, 0.2, 0.2
 76893397, 0, 334.5787, 14.65894, 216.0725, 288.0725, 0.07254668, 72.07255, 144.0725, 0.2, 0.2, 0.2, 0.2, 0.2
 76893397, 1, 326.2556, 14.94999, 216.0735, 288.0735, 0.07349621, 72.07349, 144.0735, 0.2, 0.2, 0.2, 0.2, 0.2
 76993357, 0, 333.5257, 14.69167, 216.0765, 288.0765, 0.07649849, 72.0765, 144.0765, 0.2, 0.2, 0.2, 0.2, 0.2
 76993357, 1, 322.644, 14.97987, 216.0774, 288.0774, 0.07742496, 72.07742, 144.0774, 0.2, 0.2, 0.2, 0.2, 0.2
 77093317, 0, 333.4001, 14.69538, 216.0804, 288.0804, 0.08044118, 72.08044, 144.0804, 0.2, 0.2, 0.2, 0.2, 0.2
 77093317, 1, 317.7667, 14.79565, 216.0815, 288.0815, 0.0815518, 72.08156, 144.0816, 0.2, 0.2, 0.2, 0.2, 0.2
 77193277, 0, 336.008, 14.61671, 216.0842, 288.0842, 0.08421373, 72.08421, 144.0842, 0.2, 0.2, 0.2, 0.2, 0.2
 77193277, 1, 320.0054, 14.87664, 216.0857, 288.0857, 0.0857078, 72.08571, 144.0857, 0.2, 0.2, 0.2, 0.2, 0.2
 77294070, 0, 337.6813, 14.56989, 216.0883, 288.0883, 0.08825018, 72.08825, 144.0883, 0.2, 0.2, 0.2, 0.2, 0.2
