Time,XKY1_C,XKY1_IVN0,XKY1_IVN1,XKY1_IVN2,XKY1_IVN3,XKY1_IVN4,XKY1_IVE0,XKY1_IVE1,XKY1_IVE2,XKY1_IVE3,XKY1_IVE4
 75093284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75093284, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75194077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75194077, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75294037, 0, 0.004827941, 0.002269434, -0.003425354, -0.004386418, 0.0007143978, -0.0008175307, 0.004339014, 0.003499189, -0.002176396, -0.004844275
 75294037, 1, 0.004787636, 0.002301826, -0.00336503, -0.004381529, 0.000657096, -0.0008646857, 0.00428611, 0.003513647, -0.002114556, -0.004820515
 75393997, 0, 0.004827941, 0.002269434, -0.003425354, -0.004386418, 0.0007143978, -0.0008175307, 0.004339014, 0.003499189, -0.002176396, -0.004844275
 75393997, 1, 0.004787636, 0.002301826, -0.00336503, -0.004381529, 0.000657096, -0.0008646857, 0.00428611, 0.003513647, -0.002114556, -0.004820515
 75493957, 0, 0.007132942, 0.003432479, -0.005011553, -0.006529789, 0.0009759215, -0.001291489, 0.006384739, 0.005237475, -0.003147802, -0.007182923
 75493957, 1, 0.007289171, 0.003404831, -0.005184869, -0.006609256, 0.001100124, -0.001211656, 0.006557991, 0.005264718, -0.003304217, -0.007306836
 75593917, 0, 0.007132942, 0.003432479, -0.005011553, -0.006529789, 0.0009759215, -0.001291489, 0.006384739, 0.005237475, -0.003147802, -0.007182923
 75593917, 1, 0.007289171, 0.003404831, -0.005184869, -0.006609256, 0.001100124, -0.001211656, 0.006557991, 0.005264718, -0.003304217, -0.007306836
 75693877, 0, 0.009374633, 0.004443504, -0.006628396, -0.008540078, 0.001350337, -0.001626174, 0.00841329, 0.006825873, -0.004194668, -0.009418321
 75693877, 1, 0.009439788, 0.00445709, -0.006685155, -0.008588743, 0.00137702, -0.001619289, 0.008477384, 0.0068586, -0.004238536, -0.00947816
 75793837, 0, 0.009374633, 0.004443504, -0.006628396, -0.008540078, 0.001350337, -0.001626174, 0.00841329, 0.006825873, -0.004194668, -0.009418321
 75793837, 1, 0.009439788, 0.00445709, -0.006685155, -0.008588743, 0.00137702, -0.001619289, 0.008477384, 0.0068586, -0.004238536, -0.00947816
