Time,POS_Lat,POS_Lng,POS_Alt,POS_RelHomeAlt,POS_RelOriginAlt
 74893364, 33.6412057, 72.9955929, 558.07, 0.002519459, -0.02748054
 74993324, 33.6412057, 72.9955929, 558.07, 0.00250723, -0.02749277
 75093284, 33.6412057, 72.9955929, 558.07, 0.00249877, -0.02750123
 75194077, 33.6412057, 72.9955929, 558.07, 0.002488816, -0.02751118
 75294037, 33.6412057, 72.9955929, 558.07, 0.002483275, -0.02751672
 75393997, 33.6412057, 72.9955929, 558.07, 0.002470072, -0.02752993
 75493957, 33.6412057, 72.9955929, 558.07, 0.002463229, -0.02753677
 75593917, 33.6412057, 72.9955929, 558.07, 0.002450533, -0.02754947
 75693877, 33.6412057, 72.9955929, 558.07, 0.002448414, -0.02755159
 75793837, 33.6412057, 72.9955929, 558.07, 0.00243938, -0.02756062
 75893797, 33.6412057, 72.9955929, 558.07, 0.002438542, -0.02756146
 75993757, 33.6412057, 72.9955929, 558.07, 0.002433727, -0.02756627
 76093717, 33.6412057, 72.9955929, 558.07, 0.002434758, -0.02756524
 76193677, 33.6412057, 72.9955929, 558.07, 0.002430156, -0.02756984
 76293637, 33.6412057, 72.9955929, 558.07, 0.002435153, -0.02756485
 76393597, 33.6412057, 72.9955929, 558.07, 0.002436407, -0.02756359
 76493557, 33.6412057, 72.9955929, 558.07, 0.002443962, -0.02755604
 76593517, 33.6412057, 72.9955929, 558.07, 0.002442004, -0.027558
 76693477, 33.6412057, 72.9955929, 558.07, 0.002438046, -0.02756195
 76793437, 33.6412057, 72.9955929, 558.07, 0.002428975, -0.02757102
 76893397, 33.6412057, 72.9955929, 558.07, 0.002425948, -0.02757405
 76993357, 33.6412057, 72.9955929, 558.07, 0.002418201, -0.0275818
 77093317, 33.6412057, 72.9955929, 558.07, 0.002417713, -0.02758229
 77193277, 33.6412057, 72.9955929, 558.07, 0.002412999, -0.027587
 77294070, 33.6412057, 72.9955929, 558.07, 0.00241385, -0.02758615
 77394030, 33.6412057, 72.9955929, 558.07, 0.002410045, -0.02758995
 77493990, 33.6412057, 72.9955929, 558.07, 0.002408015, -0.02759198
 77593950, 33.6412057, 72.9955929, 558.07, 0.002398688, -0.02760131
 77693910, 33.6412057, 72.9955929, 558.07, 0.002396591, -0.02760341
 77793870, 33.6412057, 72.9955929, 558.07, 0.002387412, -0.02761259
 77893830, 33.6412057, 72.9955929, 558.07, 0.002383515, -0.02761648
 77993790, 33.6412057, 72.9955929, 558.07, 0.002374737, -0.02762526
 78093750, 33.6412057, 72.9955929, 558.07, 0.002377076, -0.02762292
 78193710, 33.6412057, 72.9955929, 558.07, 0.002371969, -0.02762803
 78293670, 33.6412057, 72.9955929, 558.07, 0.002371812, -0.02762819
 78393630, 33.6412057, 72.9955929, 558.07, 0.002367632, -0.02763237
 78493590, 33.6412057, 72.9955929, 558.07, 0.002377301, -0.0276227
 78593550, 33.6412057, 72.9955929, 558.07, 0.002383694, -0.02761631
 78693510, 33.6412057, 72.9955929, 558.07, 0.002392331, -0.02760767
 78793470, 33.6412057, 72.9955929, 558.07, 0.002390794, -0.0276092
 78893430, 33.6412057, 72.9955929, 558.07, 0.002388934, -0.02761107
 78993390, 33.6412057, 72.9955929, 558.07, 0.002383918, -0.02761608
 79093350, 33.6412057, 72.9955929, 558.07, 0.002383964, -0.02761604
 79193310, 33.6412057, 72.9955929, 558.07, 0.002381641, -0.02761836
 79293270, 33.6412057, 72.9955929, 558.07, 0.002384286, -0.02761571
 79394063, 33.6412057, 72.9955929, 558.07, 0.002383457, -0.02761654
 79494023, 33.6412057, 72.9955929, 558.07, 0.002387168, -0.02761283
 79593983, 33.6412057, 72.9955929, 558.07, 0.002408385, -0.02759161
 79693943, 33.6412057, 72.9955929, 558.07, 0.00739399, -0.02260601
 79793903, 33.6412057, 72.9955929, 558.09, 0.02525426, -0.004745742
 79893863, 33.6412057, 72.9955929, 558.12, 0.05733641, 0.02733641
 79993823, 33.6412057, 72.9955929, 558.17, 0.1029821, 0.0729821
