Time,SIM_Roll,SIM_Pitch,SIM_Yaw,SIM_Alt,SIM_Lat,SIM_Lng,SIM_Q1,SIM_Q2,SIM_Q3,SIM_Q4
 74893364, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 74993324, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75093284, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75194077, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75294037, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75393997, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75493957, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75593917, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75693877, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75793837, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75893797, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 75993757, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76093717, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76193677, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76293637, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76393597, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76493557, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76593517, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76693477, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76793437, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76893397, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 76993357, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77093317, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77193277, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77294070, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77394030, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77493990, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77593950, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77693910, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77793870, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77893830, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
 77993790, 0, 0, 0, 558.09, 33.6412058, 72.9955928, 1, 0, 0, 0
