Time,BAT_Instance,BAT_Volt,BAT_VoltR,BAT_Curr,BAT_CurrTot,BAT_EnrgTot,BAT_Temp,BAT_Res,BAT_RemPct
 74893364, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 74993324, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75093284, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75194077, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75294037, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75393997, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75493957, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75593917, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75693877, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75793837, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75893797, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 75993757, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76093717, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76193677, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76293637, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76393597, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76493557, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76593517, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76693477, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76793437, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76893397, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 76993357, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77093317, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77193277, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77294070, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77394030, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77493990, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77593950, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
 77693910, 0, 12.58798, 0, 0, 0, 0, 0, 0, 100
