Time,XKF5_C,XKF5_NI,XKF5_FIX,XKF5_FIY,XKF5_AFI,XKF5_HAGL,XKF5_offset,XKF5_RI,XKF5_rng,XKF5_Herr,XKF5_eAng,XKF5_eVel,XKF5_ePos
 74893364, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001333708, 0.0002567625, 0.0004083211
 74993324, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001074535, 0.001065796, 0.00157077
 75093284, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001379802, 0.0002678523, 0.0002063059
 75194077, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001171904, 0.0010623, 0.001716585
 75294037, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001396464, 0.0007836997, 0.0001465262
 75393997, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001184672, 0.0007282037, 0.001713744
 75493957, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001334106, 0.001489416, 0.0001479622
 75593917, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001148485, 0.0002953492, 0.001641396
 75693877, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001237229, 0.001874621, 8.390789E-05
 75793837, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001121277, 9.448981E-05, 0.001647464
 75893797, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000116442, 0.001650909, 0.0002340911
 75993757, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001099223, 0.0002996229, 0.00185755
 76093717, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001116136, 0.0008817696, 0.0007920317
 76193677, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.00010822, 0.0008508773, 0.00228772
 76293637, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001087755, 0.0001585115, 0.001544448
 76393597, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001069545, 0.001550005, 0.002851953
 76493557, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.000107159, 0.001153198, 0.002324309
 76593517, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001059741, 0.002193167, 0.003411457
 76693477, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001059036, 0.001970278, 0.003021104
 76793437, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001050353, 0.002683426, 0.003875412
 76893397, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001048909, 0.002543909, 0.003552028
 76993357, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001034112, 0.003007054, 0.004196665
 77093317, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001033622, 0.002893762, 0.003903431
 77193277, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001029567, 0.003166396, 0.004367085
 77294070, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001028015, 0.003050379, 0.004075044
 77394030, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001024236, 0.003191947, 0.00439307
 77493990, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001024411, 0.00305949, 0.004090461
 77593950, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001016746, 0.003116625, 0.004298138
 77693910, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001008171, 0.002949333, 0.003970087
 77793870, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.00010024, 0.002963377, 0.004104449
 77893830, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 0.0001000322, 0.002764533, 0.003748092
 77993790, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.959772E-05, 0.002765277, 0.003839866
 78093750, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.925054E-05, 0.002547158, 0.003469009
 78193710, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.873931E-05, 0.002551248, 0.003541038
 78293670, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.833073E-05, 0.002297449, 0.003139557
 78393630, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.789463E-05, 0.002322213, 0.003214022
 78493590, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.757661E-05, 0.002042193, 0.002790453
 78593550, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.711627E-05, 0.00209626, 0.002882611
 78693510, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.673196E-05, 0.001782924, 0.002425338
 78793470, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.632123E-05, 0.001874649, 0.002549527
 78893430, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.575378E-05, 0.001534881, 0.00206419
 78993390, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.530192E-05, 0.001667072, 0.002229424
 79093350, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.510174E-05, 0.001291229, 0.001705565
 79193310, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.47166E-05, 0.00146867, 0.001920822
 79293270, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.445711E-05, 0.001066295, 0.00136478
 79394063, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.392152E-05, 0.001290086, 0.001635373
 79494023, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.404154E-05, 0.0008528441, 0.001036121
 79593983, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.365137E-05, 0.001122445, 0.001366962
 79693943, 0, 0, 0, 0, 0, 0.1, 0.13, 0, 0, 0.5, 9.329044E-05, 0.0006551753, 0.0007266971
 79793903, 0, 0, 0, 0, 0, 0.11, 0.13, 0, 0, 0.5, 9.228549E-05, 0.0009722715, 0.001128797
 79893863, 0, 0, 0, 0, 0, 0.13, 0.13, 0, 0, 0.5, 9.252376E-05, 0.0004870056, 0.0009409346
 79993823, 0, 0, 0, 0, 0, 0.16, 0.13, 0, 0, 0.5, 9.187788E-05, 0.0008364503, 0.001271518
 80093783, 0, 0, 0, 0, 0, 0.2, 0.13, 0, 0, 0.5, 9.279729E-05, 0.0005288519, 0.001090327
 80193743, 0, 0, 0, 0, 0, 0.26, 0.13, 0, 0, 0.5, 8.851224E-05, 0.0006659163, 0.0005926556
 80293703, 0, 0, 0, 0, 0, 0.38, 0.13, 0, 0, 0.5, 9.016239E-05, 0.0009670535, 0.003951884
 80393663, 0, 0, 0, 0, 0, 0.55, 0.13, 0, 0, 0.5, 8.925261E-05, 0.0009002386, 0.004034003
 80493623, 0, 0, 0, 0, 0, 0.72, 0.13, 0, 0, 0.5, 9.703469E-05, 0.002603849, 0.003413893
 80593583, 0, 0, 0, 0, 0, 0.92, 0.13, 0, 0, 0.5, 9.405644E-05, 0.0005539762, 0.004895168
 80693543, 0, 0, 0, 0, 0, 1.12, 0.13, 0, 0, 0.5, 9.928227E-05, 0.0009197836, 0.01017773
 80793503, 0, 0, 0, 0, 0, 1.33, 0.13, 0, 0, 0.5, 9.368315E-05, 0.001659861, 0.01352811
 80893463, 0, 0, 0, 0, 0, 1.58, 0.13, 0, 0, 0.5, 9.41698E-05, 0.001869106, 0.01425372
 80993423, 0, 0, 0, 0, 0, 1.8, 0.13, 0, 0, 0.5, 8.734456E-05, 0.00233882, 0.01623378
 81093383, 0, 0, 0, 0, 0, 2.04, 0.13, 0, 0, 0.5, 9.9961E-05, 0.001748564, 0.01482118
