Time,TERR_Status,TERR_Lat,TERR_Lng,TERR_Spacing,TERR_TerrH,TERR_CHeight,TERR_Pending,TERR_Loaded,TERR_ROfs
 706321525, 2, 33.6216405, 72.9556852, 100, 558.07, 0.003327766, 0, 504, 5.066582
 707321125, 2, 33.6216406, 72.9556852, 100, 558.0701, 0.003343772, 0, 504, 5.066582
 708321558, 2, 33.6216406, 72.9556852, 100, 558.0701, 0.003498495, 0, 504, 5.066582
 709321158, 2, 33.6216406, 72.9556852, 100, 558.0701, 0.003652219, 0, 504, 5.066582
 710321591, 2, 33.6216406, 72.9556852, 100, 558.0701, 0.008192001, 0, 504, 5.066582
 711321191, 2, 33.6216406, 72.9556852, 100, 558.0701, 1.180927, 0, 504, 5.066582
 712320791, 2, 33.6216406, 72.9556851, 100, 558.0701, 3.656294, 0, 504, 5.066582
 713321224, 2, 33.6216406, 72.955685, 100, 558.0701, 6.133913, 0, 504, 5.066582
 714320824, 2, 33.6216406, 72.9556851, 100, 558.0701, 7.956338, 0, 504, 5.066582
 715321257, 2, 33.6216406, 72.9556851, 100, 558.0701, 9.220002, 0, 504, 5.066582
 716320857, 2, 33.6216406, 72.9556851, 100, 558.0701, 10.50724, 0, 504, 5.066582
 717321290, 2, 33.6216406, 72.9556851, 100, 558.0701, 12.81515, 0, 504, 5.066582
 718320890, 2, 33.6216406, 72.9556851, 100, 558.0701, 15.38077, 0, 504, 5.066582
 719321323, 2, 33.6216406, 72.9556851, 100, 558.0701, 17.87891, 0, 504, 5.066582
 720320923, 2, 33.6216406, 72.9556851, 100, 558.0701, 20.37143, 0, 504, 5.066582
 721321356, 2, 33.6216406, 72.9556851, 100, 558.0701, 22.86909, 0, 504, 5.066582
 722320956, 2, 33.6216406, 72.9556851, 100, 558.0701, 25.36471, 0, 504, 5.066582
 723321389, 2, 33.6216406, 72.9556851, 100, 558.0701, 27.85448, 0, 504, 5.066582
 724320989, 2, 33.6216406, 72.9556851, 100, 558.0701, 30.34501, 0, 504, 5.066582
 725321422, 2, 33.6216406, 72.9556851, 100, 558.0701, 32.84979, 0, 504, 5.066582
 726321022, 2, 33.6216406, 72.9556851, 100, 558.0701, 35.34621, 0, 504, 5.066582
 727321455, 2, 33.6216406, 72.9556851, 100, 558.0701, 37.84959, 0, 504, 5.066582
 728321055, 2, 33.6216406, 72.9556851, 100, 558.0701, 40.34545, 0, 504, 5.066582
 729321488, 2, 33.6216406, 72.9556851, 100, 558.0701, 42.84818, 0, 504, 5.066582
 730321088, 2, 33.6216406, 72.9556851, 100, 558.0701, 45.29988, 0, 504, 5.066582
 731321521, 2, 33.6216406, 72.9556851, 100, 558.0701, 47.3296, 0, 504, 5.066582
 732321121, 2, 33.6216406, 72.9556851, 100, 558.0701, 48.79006, 0, 504, 5.066582
 733321554, 2, 33.6216406, 72.9556851, 100, 558.0701, 49.70428, 0, 504, 5.066582
