Time,PSCN_TPN,PSCN_PN,PSCN_DVN,PSCN_TVN,PSCN_VN,PSCN_DAN,PSCN_TAN,PSCN_AN
 705920852, -0.03339652, -0.03339652, -0.0139833, -0.0139833, -0.0139833, 0, -4.243024E-05, -4.30932E-05
 706020812, -0.03354621, -0.03354621, -0.01404919, -0.01404919, -0.01404919, 0, -4.24317E-05, -4.309469E-05
 706120772, -0.033442, -0.033442, -0.01399839, -0.01399839, -0.01399839, 0, -4.243285E-05, -4.309587E-05
 706221565, -0.03358542, -0.03358542, -0.01411191, -0.01411191, -0.01411191, 0, -4.243405E-05, -4.309709E-05
 706321525, -0.03346835, -0.03346835, -0.01400963, -0.01400963, -0.01400963, 0, -4.24352E-05, -4.309825E-05
 706421485, -0.03359205, -0.03359205, -0.01410138, -0.01410138, -0.01410138, 0, -4.243599E-05, -4.309905E-05
 706521445, -0.03346709, -0.03346709, -0.01399045, -0.01399045, -0.01399045, 0, -4.243705E-05, -4.310014E-05
 706621405, -0.03358011, -0.03358011, -0.01402501, -0.01402501, -0.01402501, 0, -4.243821E-05, -4.310131E-05
 706721365, -0.03344429, -0.03344429, -0.01389532, -0.01389532, -0.01389532, 0, -4.243939E-05, -4.310251E-05
 706821325, -0.03354639, -0.03354639, -0.01388, -0.01388, -0.01388, 0, -4.244021E-05, -4.310334E-05
 706921285, -0.0334044, -0.0334044, -0.01379872, -0.01379872, -0.01379872, 0, -4.244119E-05, -4.310434E-05
 707021245, -0.03350701, -0.03350701, -0.01387084, -0.01387084, -0.01387084, 0, -4.244224E-05, -4.31054E-05
 707121205, -0.03336912, -0.03336912, -0.01376272, -0.01376272, -0.01376272, 0, -4.244347E-05, -4.310665E-05
 707221165, -0.03347487, -0.03347487, -0.01388541, -0.01388541, -0.01388541, 0, -4.244463E-05, -4.310783E-05
 707321125, -0.03333514, -0.03333514, -0.01381202, -0.01381202, -0.01381202, 0, -4.244571E-05, -4.310893E-05
 707421085, -0.03345147, -0.03345147, -0.01388124, -0.01388124, -0.01388124, 0, -4.244678E-05, -4.311001E-05
 707521045, -0.03332463, -0.03332463, -0.01381028, -0.01381028, -0.01381028, 0, -4.244781E-05, -4.311105E-05
 707621005, -0.03344161, -0.03344161, -0.01388678, -0.01388678, -0.01388678, 0, -4.244874E-05, -4.3112E-05
 707720965, -0.03333237, -0.03333237, -0.01381087, -0.01381087, -0.01381087, 0, -4.244975E-05, -4.311302E-05
 707820925, -0.03345306, -0.03345306, -0.01388801, -0.01388801, -0.01388801, 0, -4.245072E-05, -4.311401E-05
 707920885, -0.03333041, -0.03333041, -0.01377685, -0.01377685, -0.01377685, 0, -4.245178E-05, -4.311508E-05
 708020845, -0.03344675, -0.03344675, -0.01389038, -0.01389038, -0.01389038, 0, -4.245276E-05, -4.31161E-05
 708120805, -0.03332499, -0.03332499, -0.01381159, -0.01381159, -0.01381159, 0, -4.24537E-05, -4.311704E-05
 708220765, -0.03344189, -0.03344189, -0.01386616, -0.01386616, -0.01386616, 0, -4.245452E-05, -4.311787E-05
 708321558, -0.0333312, -0.0333312, -0.01380557, -0.01380557, -0.01380557, 0, -4.245573E-05, -4.311911E-05
 708421518, -0.03344778, -0.03344778, -0.01389946, -0.01389946, -0.01389946, 0, -4.245669E-05, -4.312008E-05
 708521478, -0.03332808, -0.03332808, -0.01388729, -0.01388729, -0.01388729, 0, -4.245764E-05, -4.312104E-05
 708621438, -0.03345328, -0.03345328, -0.01397419, -0.01397419, -0.01397419, 0, -4.245847E-05, -4.312188E-05
 708721398, -0.03333733, -0.03333733, -0.01390348, -0.01390348, -0.01390348, 0, -4.245937E-05, -4.31228E-05
 708821358, -0.03346157, -0.03346157, -0.01394557, -0.01394557, -0.01394557, 0, -4.246032E-05, -4.312376E-05
 708921318, -0.03333849, -0.03333849, -0.01383777, -0.01383777, -0.01383777, 0, -4.246143E-05, -4.312488E-05
 709021278, -0.03345596, -0.03345596, -0.01388557, -0.01388557, -0.01388557, 0, -4.246244E-05, -4.312591E-05
 709121238, -0.03332944, -0.03332944, -0.01378338, -0.01378338, -0.01378338, 0, -4.246334E-05, -4.312683E-05
 709221198, -0.03344227, -0.03344227, -0.01382329, -0.01382329, -0.01382329, 0, -4.246418E-05, -4.312769E-05
 709321158, -0.03331187, -0.03331187, -0.01372487, -0.01372487, -0.01372487, 0, -4.246527E-05, -4.312879E-05
 709421118, -0.03340466, -0.03340466, -0.01370775, -0.01370775, -0.01370775, 0, -4.246625E-05, -4.312979E-05
 709521078, -0.03375648, -0.03326836, -0.01260312, -0.01309124, -0.01364598, 0.02520624, 0.02802246, 0.00593729
 709621038, -0.03489849, -0.03337713, -0.01031339, -0.01183475, -0.01375416, 0.02062678, 0.03040163, 0.01792686
 709720998, -0.03583301, -0.03325135, -0.008439652, -0.01102132, -0.01367488, 0.0168793, 0.0258458, 0.02246974
 709820958, -0.03659775, -0.03350258, -0.006906338, -0.01000151, -0.01382078, 0.01381268, 0.02691243, 0.02453449
 709920918, -0.03722356, -0.03333752, -0.005651596, -0.009537631, -0.01369947, 0.01130319, 0.02253594, 0.02450404
 710020878, -0.03773566, -0.03354505, -0.004624815, -0.008815428, -0.01387089, 0.00924963, 0.02461723, 0.02436105
 710120838, -0.03815473, -0.0333588, -0.003784578, -0.008580505, -0.01374007, 0.007569157, 0.02070388, 0.02314117
 710220798, -0.03849766, -0.03355052, -0.003096997, -0.008044145, -0.01388131, 0.006193994, 0.02317289, 0.02279177
 710321591, -0.03877829, -0.03337155, -0.002534335, -0.007941077, -0.01389243, 0.005068669, 0.02063429, 0.02209887
 710421551, -0.03900793, -0.03357674, -0.002073897, -0.00750509, -0.01419803, 0.004147795, 0.02420144, 0.02227978
 710521511, -0.03919585, -0.0334109, -0.001697112, -0.007482073, -0.01424869, 0.003394224, 0.02184397, 0.0222804
 710621471, -0.03934964, -0.03364304, -0.001388781, -0.007095376, -0.01453782, 0.002777562, 0.02545887, 0.02285979
 710721431, -0.03947547, -0.03347822, -0.001136468, -0.007133725, -0.01407626, 0.002272935, 0.02069085, 0.02291064
 710821391, -0.03957846, -0.03355532, -0.0009299946, -0.006953129, -0.01179167, 0.001859989, 0.01038723, 0.01935804
 710921351, -0.03966273, -0.03290273, -0.0007610333, -0.007521034, -0.008278862, 0.001522067, -0.006648923, 0.0100052
 711021311, -0.03973168, -0.03228959, -0.0006227689, -0.008064868, -0.00470351, 0.001245538, -0.0162551, -0.0007035657
 711121271, -0.03978812, -0.03092717, -0.0005096244, -0.009370571, -0.001156028, 0.001019249, -0.02996739, -0.01251345
 711221231, -0.03983429, -0.02968069, -0.0004170358, -0.01057064, 0.001103972, 0.0008340715, -0.03301981, -0.02199498
 711321191, -0.03987208, -0.02795707, -0.0003412688, -0.01225628, 0.002441189, 0.0006825377, -0.03837031, -0.02930033
 711421151, -0.03990301, -0.02655466, -0.0002792672, -0.01362761, 0.002519826, 0.0005585343, -0.03629206, -0.03314554
 711521111, -0.03992831, -0.02487716, -0.00022853, -0.01527968, 0.002362532, 0.0004570599, -0.04046143, -0.03616686
 711621071, -0.03994902, -0.02361638, -0.0001870106, -0.01651964, 0.001508471, 0.0003740213, -0.03865045, -0.03750409
