Time,VIBE_IMU,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip
 705920852, 0, 0.002648359, 0.002551567, 0.002840889, 0
 705920852, 1, 0.005933458, 0.005987952, 0.005637171, 0
 706020812, 0, 0.002850445, 0.002910504, 0.002894768, 0
 706020812, 1, 0.005464776, 0.005823764, 0.005735073, 0
 706120772, 0, 0.002574136, 0.002790085, 0.00282969, 0
 706120772, 1, 0.005629089, 0.005602069, 0.005673101, 0
 706221565, 0, 0.002824795, 0.002704722, 0.002642171, 0
 706221565, 1, 0.005219814, 0.005456743, 0.005370766, 0
 706321525, 0, 0.002693951, 0.002825682, 0.002542382, 0
 706321525, 1, 0.00569786, 0.005249299, 0.005574127, 0
 706421485, 0, 0.00280989, 0.002721635, 0.002547519, 0
 706421485, 1, 0.005435819, 0.005583775, 0.005520819, 0
 706521445, 0, 0.002801888, 0.003095818, 0.002904982, 0
 706521445, 1, 0.005669033, 0.005713428, 0.005361206, 0
 706621405, 0, 0.002773195, 0.003055087, 0.002660079, 0
 706621405, 1, 0.005690504, 0.006012284, 0.005771931, 0
 706721365, 0, 0.002979494, 0.003017399, 0.00311718, 0
 706721365, 1, 0.005227678, 0.005798559, 0.005897065, 0
 706821325, 0, 0.002811991, 0.002814046, 0.003077723, 0
 706821325, 1, 0.005219116, 0.005524814, 0.005429562, 0
 706921285, 0, 0.002749984, 0.002881738, 0.003046995, 0
 706921285, 1, 0.005554625, 0.005422907, 0.005594139, 0
 707021245, 0, 0.00289732, 0.002862199, 0.003109452, 0
 707021245, 1, 0.005880248, 0.0056926, 0.005541537, 0
 707121205, 0, 0.002797426, 0.002866184, 0.003189046, 0
 707121205, 1, 0.005743392, 0.005545091, 0.005780628, 0
 707221165, 0, 0.002621399, 0.002875665, 0.002938328, 0
 707221165, 1, 0.005558528, 0.005442781, 0.005178578, 0
 707321125, 0, 0.002845145, 0.002842067, 0.00291631, 0
 707321125, 1, 0.005434562, 0.005507124, 0.005280877, 0
 707421085, 0, 0.002705468, 0.002947399, 0.002945846, 0
 707421085, 1, 0.005996639, 0.005249669, 0.005703105, 0
 707521045, 0, 0.002687783, 0.002705714, 0.002797458, 0
 707521045, 1, 0.005400777, 0.005464063, 0.005567134, 0
 707621005, 0, 0.002885919, 0.00268173, 0.00282624, 0
 707621005, 1, 0.005870407, 0.005662831, 0.00541124, 0
 707720965, 0, 0.002763218, 0.002818606, 0.002680076, 0
 707720965, 1, 0.005846284, 0.005732583, 0.005851297, 0
 707820925, 0, 0.002517778, 0.002703334, 0.002987437, 0
 707820925, 1, 0.005705731, 0.00545017, 0.005429538, 0
 707920885, 0, 0.002827273, 0.003202324, 0.00323392, 0
 707920885, 1, 0.005681616, 0.005964159, 0.00559489, 0
 708020845, 0, 0.002584807, 0.002928727, 0.002821821, 0
 708020845, 1, 0.005351905, 0.00555914, 0.005056619, 0
 708120805, 0, 0.002843286, 0.002807794, 0.002891735, 0
 708120805, 1, 0.005722373, 0.005335199, 0.005240586, 0
 708220765, 0, 0.002780067, 0.002790788, 0.002659585, 0
 708220765, 1, 0.005782695, 0.005672448, 0.005577621, 0
 708321558, 0, 0.002996956, 0.002673552, 0.002700442, 0
 708321558, 1, 0.005705231, 0.005344852, 0.005949445, 0
 708421518, 0, 0.003059378, 0.00247215, 0.003002298, 0
 708421518, 1, 0.005663326, 0.005506312, 0.004937066, 0
 708521478, 0, 0.003037723, 0.00259682, 0.002888946, 0
 708521478, 1, 0.005758289, 0.006074469, 0.005775437, 0
 708621438, 0, 0.002884351, 0.002837816, 0.002672614, 0
 708621438, 1, 0.00537942, 0.005602443, 0.006010453, 0
 708721398, 0, 0.002840389, 0.003008706, 0.002781243, 0
 708721398, 1, 0.005827196, 0.005624867, 0.005585725, 0
 708821358, 0, 0.002565005, 0.002628503, 0.002514421, 0
 708821358, 1, 0.005494321, 0.005577297, 0.005559771, 0
 708921318, 0, 0.002851997, 0.002867955, 0.002564678, 0
 708921318, 1, 0.006005706, 0.006049118, 0.005351012, 0
 709021278, 0, 0.002769492, 0.00276059, 0.002737669, 0
 709021278, 1, 0.005826982, 0.005599537, 0.005574355, 0
 709121238, 0, 0.002712193, 0.002758535, 0.003005522, 0
 709121238, 1, 0.005856313, 0.005958959, 0.005721181, 0
 709221198, 0, 0.002695408, 0.002792831, 0.002676096, 0
 709221198, 1, 0.005345726, 0.005575127, 0.005038223, 0
 709321158, 0, 0.002687752, 0.002805035, 0.002809301, 0
 709321158, 1, 0.005583684, 0.005462244, 0.005466396, 0
 709421118, 0, 0.00285237, 0.002528727, 0.002844251, 0
 709421118, 1, 0.005839027, 0.005870443, 0.005245774, 0
 709521078, 0, 0.002819746, 0.002843433, 0.002994405, 0
 709521078, 1, 0.005984006, 0.005710582, 0.006039386, 0
 709621038, 0, 0.002789179, 0.002775899, 0.002950967, 0
 709621038, 1, 0.005882506, 0.005488295, 0.005850875, 0
 709720998, 0, 0.002791245, 0.002854819, 0.003033437, 0
 709720998, 1, 0.006031075, 0.005318498, 0.00611767, 0
 709820958, 0, 0.002659381, 0.003112753, 0.002732036, 0
 709820958, 1, 0.005835485, 0.005756036, 0.00554809, 0
 709920918, 0, 0.002841285, 0.002971865, 0.002559881, 0
 709920918, 1, 0.005641174, 0.005465376, 0.005499422, 0
 710020878, 0, 0.003030895, 0.002860377, 0.002703735, 0
 710020878, 1, 0.005595184, 0.005327589, 0.005765298, 0
 710120838, 0, 0.002765712, 0.002976277, 0.002883326, 0
 710120838, 1, 0.005629695, 0.005325577, 0.005807866, 0
 710220798, 0, 0.002578032, 0.003083261, 0.05472979, 0
 710220798, 1, 0.005578543, 0.005302172, 0.05419052, 0
 710321591, 0, 0.002458863, 0.002798341, 0.283932, 0
 710321591, 1, 0.005159179, 0.005437779, 0.2839122, 0
 710421551, 0, 0.002641701, 0.003076376, 0.163353, 0
 710421551, 1, 0.00531016, 0.005313693, 0.1629044, 0
 710521511, 0, 0.002645517, 0.002718823, 0.08830792, 0
 710521511, 1, 0.005523696, 0.005712281, 0.08818344, 0
 710621471, 0, 0.002799341, 0.002750746, 0.04989928, 0
 710621471, 1, 0.005739347, 0.005302561, 0.04985167, 0
 710721431, 0, 0.002951367, 0.002846214, 1.299895, 0
 710721431, 1, 0.005622093, 0.005395612, 1.300211, 0
 710821391, 0, 0.004835034, 0.004491957, 0.8253175, 0
 710821391, 1, 0.006849576, 0.006673106, 0.8260822, 0
 710921351, 0, 0.003759931, 0.003321039, 0.7957879, 0
 710921351, 1, 0.005942984, 0.006332912, 0.7964626, 0
 711021311, 0, 0.004017001, 0.003751342, 0.5952907, 0
 711021311, 1, 0.005949502, 0.006136151, 0.5963233, 0
 711121271, 0, 0.003451335, 0.003266082, 0.3365583, 0
 711121271, 1, 0.005951638, 0.006262776, 0.3380008, 0
