Time,RATE_RDes,RATE_R,RATE_ROut,RATE_PDes,RATE_P,RATE_POut,RATE_YDes,RATE_Y,RATE_YOut,RATE_ADes,RATE_A,RATE_AOut
 705920852, -0.3086396, 0.02236715, -0.000780335, -0.4013193, 0.01608295, -0.0009737004, 0.00024164, 0.04465917, -7.262336E-05, -0.01373291, -0.01373291, 0
 706020812, -0.309375, 0.01948916, -0.0007726264, -0.4007531, 0.01812876, -0.0009879834, 0.0002416484, 0.04755538, -7.289017E-05, 0.04329681, 0.04329681, 0
 706120772, -0.3098406, 0.02022461, -0.0007742803, -0.4003936, 0.01343612, -0.0009809542, 0.0002493409, 0.04961068, -7.10776E-05, -0.1145363, -0.1145363, 0
 706221565, -0.309887, 0.02203264, -0.0007890029, -0.4003577, 0.01747014, -0.0009856884, 0.0002493394, 0.04404081, -7.288764E-05, 0.1015663, 0.1015663, 0
 706321525, -0.3103569, 0.02617926, -0.0007968738, -0.3999939, 0.01967874, -0.001002665, 0.0002416629, 0.04917469, -7.532849E-05, 0.03051758, 0.03051758, 0
 706421485, -0.3108386, 0.0217496, -0.0007953851, -0.3996198, 0.0163617, -0.0009643416, 0.0002378265, 0.04724219, -7.186591E-05, 0.03194809, 0.03194809, 0
 706521445, -0.3109845, 0.02038313, -0.0007785695, -0.3995064, 0.01473705, -0.0009816134, 0.0002378297, 0.0498521, -7.446994E-05, 0.04758835, 0.04758835, 0
 706621405, -0.3105415, 0.01641689, -0.0007777587, -0.3998505, 0.01559844, -0.0009795687, 0.0002262968, 0.04876636, -7.539357E-05, -0.09260178, -0.09260178, 0
 706721365, -0.3105633, 0.01771998, -0.0007736071, -0.3998337, 0.01804291, -0.0009899065, 0.0002339824, 0.04746052, -7.575823E-05, -0.003528595, -0.003528595, 0
 706821325, -0.3105126, 0.0156484, -0.0007537522, -0.3998731, 0.01981393, -0.001002255, 0.0002455063, 0.04530024, -7.256016E-05, -0.01134872, -0.01134872, 0
 706921285, -0.310488, 0.02023608, -0.0007860168, -0.3998921, 0.01670311, -0.0009791352, 0.0002301398, 0.04524315, -7.30096E-05, -0.01688004, -0.01688004, 0
 707021245, -0.3101805, 0.01829199, -0.0007716552, -0.4001306, 0.02021801, -0.001001531, 0.0002378181, 0.04783636, -7.47197E-05, -0.02164841, -0.02164841, 0
 707121205, -0.3097987, 0.02219052, -0.0008018899, -0.4004259, 0.01868226, -0.00100328, 0.0002416558, 0.04975971, -7.625377E-05, 0.04854202, 0.04854202, 0
 707221165, -0.3096096, 0.02023975, -0.0007907344, -0.4005721, 0.01543778, -0.0009847631, 0.000245494, 0.04577931, -7.712859E-05, 0.1040459, 0.1040459, 0
 707321125, -0.3089638, 0.0207727, -0.0007811363, -0.40107, 0.01450192, -0.0009744457, 0.0002570133, 0.04927399, -7.67419E-05, 0.07448196, 0.07448196, 0
 707421085, -0.3087723, 0.01628698, -0.0007576998, -0.4012173, 0.01429521, -0.0009658342, 0.0002339574, 0.05195336, -7.558903E-05, 0.086689, 0.086689, 0
 707521045, -0.3077059, 0.01822617, -0.0007706875, -0.4020351, 0.01946475, -0.0009911286, 0.0002377871, 0.04964955, -7.359905E-05, 0.06046295, 0.06046295, 0
 707621005, -0.3086068, 0.02053172, -0.0007815643, -0.4013445, 0.01778088, -0.0009853747, 0.0002416385, 0.04553779, -7.451048E-05, -0.004959106, -0.004959106, 0
 707720965, -0.3082874, 0.01734579, -0.0007678272, -0.4015896, 0.01326942, -0.00096641, 0.0002493199, 0.04558362, -7.422257E-05, -0.1249313, -0.1249313, 0
 707820925, -0.308483, 0.01860063, -0.0007736997, -0.4014396, 0.0193187, -0.001005893, 0.0002454788, 0.05201902, -7.490689E-05, 0.08745193, 0.08745193, 0
 707920885, -0.307669, 0.02125109, -0.0007834519, -0.4020633, 0.02070883, -0.0009922513, 0.0002339431, 0.04843735, -7.465429E-05, -0.02555847, -0.02555847, 0
 708020845, -0.3082184, 0.01854905, -0.0007714984, -0.4016426, 0.01545233, -0.0009796171, 0.0002416337, 0.04908307, -7.449066E-05, 0.0041008, 0.0041008, 0
 708120805, -0.3082846, 0.01767844, -0.0007585479, -0.4015918, 0.01680074, -0.0009877608, 0.0002416363, 0.04770177, -7.407837E-05, -0.04463196, -0.04463196, 0
 708220765, -0.3084025, 0.01699218, -0.0007621804, -0.4015014, 0.02212742, -0.001013172, 0.0002416358, 0.04659523, -7.133243E-05, 0.03128052, 0.03128052, 0
 708321558, -0.3088471, 0.02198807, -0.0007786369, -0.4011597, 0.01383364, -0.0009653152, 0.0002416426, 0.04994741, -7.655771E-05, 0.1046181, 0.1046181, 0
 708421518, -0.3088565, 0.02029314, -0.0007807298, -0.4011526, 0.02012297, -0.001001456, 0.0002454829, 0.04880185, -7.49235E-05, -0.1442909, -0.1442909, 0
 708521478, -0.3099536, 0.02372119, -0.0007874226, -0.4003062, 0.0159019, -0.0009730244, 0.0002416566, 0.04612409, -7.544587E-05, 0.002861023, 0.002861023, 0
 708621438, -0.3095832, 0.01839911, -0.0007733905, -0.4005925, 0.02014228, -0.001008342, 0.000264702, 0.05142685, -7.459774E-05, 0.1796722, 0.1796722, 0
 708721398, -0.3090814, 0.01665751, -0.0007703746, -0.4009794, 0.01228012, -0.000960255, 0.000245487, 0.04568515, -7.417234E-05, -0.008773804, -0.008773804, 0
 708821358, -0.3091103, 0.01926972, -0.000780737, -0.4009571, 0.01370686, -0.0009776301, 0.0002378025, 0.04827263, -7.419132E-05, 0.007534027, 0.007534027, 0
 708921318, -0.3095008, 0.02132701, -0.0007930772, -0.4006561, 0.01650384, -0.0009828475, 0.0002378089, 0.05270101, -7.724416E-05, -0.01134872, -0.01134872, 0
 709021278, -0.3102268, 0.02353953, -0.0007985342, -0.4000946, 0.01634028, -0.0009916872, 0.000245501, 0.05130412, -7.600249E-05, 0.1348495, 0.1348495, 0
 709121238, -0.3106009, 0.02252208, -0.000800024, -0.3998046, 0.0169955, -0.0009932558, 0.000241665, 0.0428709, -7.401146E-05, 0.07772446, 0.07772446, 0
 709221198, -0.3103743, 0.0145544, -0.0007435419, -0.3999804, 0.02222693, -0.001014606, 0.0002378185, 0.0464111, -7.35384E-05, -0.02365112, -0.02365112, 0
 709321158, -0.3086168, 0.02269907, -0.0007947799, -0.3979255, 0.01723473, -0.0009834099, 0.0002420448, 0.04836353, -7.54979E-05, 0.03499985, 0.03499985, 0
 709421118, -0.3092313, 0.02056441, -0.0007701315, -0.3974482, 0.01867454, -0.0009954609, 0.0002727807, 0.04669688, -7.578071E-05, -0.03576279, -0.03576279, 0
 709521078, -1.520935, 0.01971788, -0.004293296, -1.633879, 0.01544387, -0.004571061, -0.001032172, 0.04822423, -7.428729E-05, 21.99361, -0.04920959, 0.001648373
 709621038, -1.442321, 0.02087186, -0.003866339, -1.569611, 0.01495341, -0.004187035, -0.005067229, 0.04805348, -7.951554E-05, 88.25499, -0.05874634, 0.02140845
 709720998, -1.170589, 0.01967685, -0.003529017, -1.275208, 0.01621945, -0.003830254, -0.009437208, 0.04946943, -8.759891E-05, 159.6118, 0.0535965, 0.06032943
 709820958, -1.213328, 0.01819658, -0.003973829, -1.314052, 0.01609714, -0.004292885, -0.0143617, 0.04730049, -9.644371E-05, 216.8938, -0.02717972, 0.1040549
 709920918, -0.9917927, 0.01947504, -0.003599416, -1.082379, 0.01720583, -0.00390368, -0.01826955, 0.04458458, -0.0001028994, 279.865, -0.06608963, 0.1536848
 710020878, -1.075415, 0.01817665, -0.004162672, -1.177839, 0.0161267, -0.004540298, -0.02285594, 0.04813724, -0.000110965, 347.8658, 0, 0.2113414
 710120838, -0.9435188, 0.02222721, -0.004011403, -1.04447, 0.01435877, -0.004371829, -0.02733676, 0.0468853, -0.0001190313, 420.8602, -0.01020432, 0.2779308
 710220798, -1.025276, 0.01749153, -0.004524313, -1.127271, 0.01853528, -0.004950094, -0.0322957, 0.04681834, -0.0001284171, 498.7022, 5.776119, 0.3540316
 710321591, -1.002928, 0.01817383, -0.00476212, -1.104975, 0.01563725, -0.005196462, -0.03707896, 0.04844824, -0.0001374649, 547.7939, 129.3248, 0.4018767
 710421551, -1.010712, 0.01936912, -0.005192656, -1.112203, 0.01307089, -0.005646906, -0.04205817, 0.04950232, -0.0001460708, 564.5428, 138.2483, 0.4393746
 710521511, -1.00873, 0.01975289, -0.0052099, -1.110438, 0.01973511, -0.005708216, -0.04730247, 0.04851922, -0.0001569449, 575.7128, 135.5765, 0.4846322
 710621471, -1.155521, 0.01931797, -0.005823996, -1.267931, 0.01582346, -0.006362502, -0.05161638, 0.0486611, -0.000164358, 586.6682, 130.4306, 0.5344346
 710721431, -0.4912271, -1.615952, 0.0009814147, -0.5670775, -1.730054, 0.0007786737, -0.05488483, 0.04176478, -0.000169377, 532.3939, 606.5691, 0.5064644
 710821391, 0.5029307, -0.9575714, 0.0005965385, 0.5089147, -1.11444, 0.0008953405, -0.0536316, 0.03120201, -0.0001581456, 321.1617, 450.5237, 0.3646451
 710921351, 1.231658, 0.1201427, -0.0004604554, 1.348029, -0.006046398, -7.727736E-05, -0.0471819, 0.01944958, -0.0001380146, 178.1557, 193.654, 0.3346825
 711021311, 1.340414, 0.320362, 5.515572E-05, 1.515076, 0.4185739, -2.717823E-05, -0.03808385, 0.01500271, -0.000118896, 134.6719, 56.4991, 0.3649215
 711121271, 1.533027, 0.6764506, -0.000204183, 1.707929, 0.7376367, 8.17707E-06, -0.02530721, 0.007024693, -9.203363E-05, 142.7535, 40.6188, 0.3997069
 711221231, 1.274146, 0.5243091, -3.25911E-05, 1.412966, 0.5886477, 4.575337E-05, -0.009045518, 0.001258989, -5.872118E-05, 152.5624, 73.96793, 0.4154805
 711321191, 1.189856, 0.593106, 5.266427E-05, 1.279152, 0.6475239, 0.0001619462, 0.007134635, 0.0050739, -3.23444E-05, 147.235, 100.9849, 0.4145748
 711421151, 0.8952311, 0.3041245, -3.64554E-05, 0.9422877, 0.2802185, 0.0001898308, 0.02322784, 0.003144975, -6.826999E-06, 131.0459, 106.8366, 0.4076872
 711521111, 0.9448872, 0.3428737, 0.0001976086, 0.9658504, 0.2674406, 0.0003865231, 0.04154523, 0.0003081223, 2.553248E-05, 114.2368, 98.29092, 0.4024009
