Time,SIM_Roll,SIM_Pitch,SIM_Yaw,SIM_Alt,SIM_Lat,SIM_Lng,SIM_Q1,SIM_Q2,SIM_Q3,SIM_Q4
 705920852, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706020812, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706120772, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706221565, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706321525, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706421485, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706521445, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706621405, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706721365, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706821325, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 706921285, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707021245, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707121205, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707221165, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707321125, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707421085, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707521045, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707621005, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707720965, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707820925, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 707920885, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 708020845, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 708120805, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 708220765, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 708321558, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
 708421518, 0, 0, 349.26, 558.09, 33.6216406, 72.9556851, 0.9956113, 0, 0, -0.0935849
