Time,CTUN_ThI,CTUN_ABst,CTUN_ThO,CTUN_ThH,CTUN_DAlt,CTUN_Alt,CTUN_BAlt,CTUN_DSAlt,CTUN_SAlt,CTUN_TAlt,CTUN_DCRt,CTUN_CRt
 705920852, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02670534, -0.02670534, -0.02, NaN, 0, 0.003294664, 0, 0
 706020812, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02669886, -0.02669886, -0.02, NaN, 0, 0.003301138, 0, 0
 706120772, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02668976, -0.02668976, -0.02, NaN, 0, 0.003310241, 0, 0
 706221565, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.0266818, -0.0266818, -0.02, NaN, 0, 0.003318196, 0, 0
 706321525, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02667223, -0.02667223, -0.02, NaN, 0, 0.003327766, 0, 0
 706421485, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02665745, -0.02665745, -0.02, NaN, 0, 0.003342554, 0, 0
 706521445, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02664225, -0.02664225, -0.02, NaN, 0, 0.003357746, 0, 0
 706621405, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02662452, -0.02662452, -0.02, NaN, 0, 0.003375478, 0, 0
 706721365, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02661135, -0.02661135, -0.02, NaN, 0, 0.003388647, 0, 0
 706821325, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02659588, -0.02659588, -0.02, NaN, 0, 0.003404124, 0, 0
 706921285, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02658104, -0.02658104, -0.02, NaN, 0, 0.003418962, 0, 0
 707021245, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02656652, -0.02656652, -0.02, NaN, 0, 0.003433481, 0, 0
 707121205, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02655769, -0.02655769, -0.02, NaN, 0, 0.003320243, 0, 0
 707221165, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.0265472, -0.0265472, -0.02, NaN, 0, 0.003452802, 0, 0
 707321125, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02653416, -0.02653416, -0.02, NaN, 0, 0.003343772, 0, 0
 707421085, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.0265165, -0.0265165, -0.02, NaN, 0, 0.003483497, 0, 0
 707521045, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02649979, -0.02649979, -0.02, NaN, 0, 0.003378144, 0, 0
 707621005, -2.652407E-06, -5.002221E-12, 0, 0.3448707, -0.02648094, -0.02648094, -0.02, NaN, 0, 0.003519056, 0, 0
