Time,XKF3_C,XKF3_IVN,XKF3_IVE,XKF3_IVD,XKF3_IPN,XKF3_IPE,XKF3_IPD,XKF3_IMX,XKF3_IMY,XKF3_IMZ,XKF3_IYAW,XKF3_IVT,XKF3_RErr,XKF3_ErSc
 705920852, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.277543E-05
 705920852, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.286288E-05
 706020812, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.263853E-05
 706020812, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.412213E-05
 706120772, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.263853E-05
 706120772, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.412213E-05
 706221565, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.26452E-05
 706221565, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.323262E-05
 706321525, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.26452E-05
 706321525, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.323262E-05
 706421485, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.271423E-05
 706421485, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.294153E-05
 706521445, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.271423E-05
 706521445, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.294153E-05
 706621405, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.256171E-05
 706621405, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.98, 0, 1, 5.265445E-05
 706721365, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.256171E-05
 706721365, 1, -0.01, 0.01, 0, -0.01, 0.01, 0, 0, 0, 0, 0.99, 0, 1, 5.265445E-05
 706821325, 0, -0.01, 0.01, 0, 0, 0.01, 0, 0, 0, 0, 0.98, 0, 0, 5.231081E-05
