Time,MAG_I,MAG_MagX,MAG_MagY,MAG_MagZ,MAG_OfsX,MAG_OfsY,MAG_OfsZ,MAG_MOX,MAG_MOY,MAG_MOZ,MAG_Health,MAG_S
 119789565, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119789565
 119789565, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119789565
 119789565, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119789565
 119889525, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119889525
 119889525, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119889525
 119889525, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119889525
 119989485, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119989485
 119989485, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119989485
 119989485, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 119989485
 120089445, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120089445
 120089445, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120089445
 120089445, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120089445
 120189405, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120189405
 120189405, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120189405
 120189405, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120189405
 120289365, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120289365
 120289365, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120289365
 120289365, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120289365
 120389325, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120389325
 120389325, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120389325
 120389325, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120389325
 120489285, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120489285
 120489285, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120489285
 120489285, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120489285
 120589245, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120589245
 120589245, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120589245
 120589245, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120589245
 120689205, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120689205
 120689205, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120689205
 120689205, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120689205
 120789165, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120789165
 120789165, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120789165
 120789165, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120789165
 120889125, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120889125
 120889125, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120889125
 120889125, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120889125
 120989085, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120989085
 120989085, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120989085
 120989085, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 120989085
 121089045, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121089045
 121089045, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121089045
 121089045, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121089045
 121189005, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121189005
 121189005, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121189005
 121189005, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121189005
 121288965, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121288965
 121288965, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121288965
 121288965, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121288965
 121388925, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121388925
 121388925, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121388925
 121388925, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121388925
 121488885, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121488885
 121488885, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121488885
 121488885, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121488885
 121588845, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121588845
 121588845, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121588845
 121588845, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121588845
 121688805, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121688805
 121688805, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121688805
 121688805, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121688805
 121788765, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121788765
 121788765, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121788765
 121788765, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121788765
 121889558, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121889558
 121889558, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121889558
 121889558, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121889558
 121989518, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121989518
 121989518, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121989518
 121989518, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 121989518
 122089478, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 122089478
 122089478, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 122089478
 122089478, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 122089478
 122189438, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 122189438
 122189438, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 122189438
