Time,BARO_I,BARO_Alt,BARO_Press,BARO_Temp,BARO_CRt,BARO_SMS,BARO_Offset,BARO_GndTemp,BARO_Health
 119789565, 0, -0.0273711, 94798.35, 31.26, 0, 119789, 0, 25.33701, 1
 119789565, 1, -0.04379377, 94798.88, 31.26, 0, 119789, 0, 25.33701, 1
 119889525, 0, -0.0273711, 94798.35, 31.26, 0, 119889, 0, 25.33701, 1
 119889525, 1, 0.1395926, 94796.91, 31.25, 0, 119889, 0, 25.33701, 1
 119989485, 0, -0.0273711, 94798.35, 31.26, 0, 119989, 0, 25.33701, 1
 119989485, 1, 0.07116488, 94797.66, 31.26, 0, 119989, 0, 25.33701, 1
 120089445, 0, -0.0273711, 94798.35, 31.26, 0, 120089, 0, 25.33701, 1
 120089445, 1, 0.1532782, 94796.78, 31.26, 0, 120089, 0, 25.33701, 1
 120189405, 0, -0.0273711, 94798.35, 31.26, 0, 120189, 0, 25.33701, 1
 120189405, 1, 0.12317, 94797.11, 31.26, 0, 120189, 0, 25.33701, 1
 120289365, 0, -0.0273711, 94798.35, 31.26, 0, 120289, 0, 25.33701, 1
 120289365, 1, 0.01368555, 94798.29, 31.26, 0, 120289, 0, 25.33701, 1
 120389325, 0, -0.0273711, 94798.35, 31.26, 0, 120389, 0, 25.33701, 1
 120389325, 1, -0.09306176, 94799.46, 31.26, 0, 120389, 0, 25.33701, 1
 120489285, 0, -0.0273711, 94798.35, 31.26, 0, 120489, 0, 25.33701, 1
 120489285, 1, -0.1204329, 94799.73, 31.26, 0, 120489, 0, 25.33701, 1
 120589245, 0, -0.0273711, 94798.35, 31.26, 0, 120589, 0, 25.33701, 1
 120589245, 1, -0.08758754, 94799.4, 31.26, 0, 120589, 0, 25.33701, 1
 120689205, 0, -0.0273711, 94798.35, 31.26, 0, 120689, 0, 25.33701, 1
 120689205, 1, 0.04653088, 94797.92, 31.26, 0, 120689, 0, 25.33701, 1
 120789165, 0, -0.0273711, 94798.35, 31.26, 0, 120789, 0, 25.33701, 1
 120789165, 1, 0.08758754, 94797.47, 31.26, 0, 120789, 0, 25.33701, 1
 120889125, 0, -0.0273711, 94798.35, 31.26, 0, 120889, 0, 25.33701, 1
 120889125, 1, -0.1532782, 94800.12, 31.26, 0, 120889, 0, 25.33701, 1
 120989085, 0, -0.0273711, 94798.35, 31.26, 0, 120989, 0, 25.33701, 1
 120989085, 1, 0.08758754, 94797.47, 31.26, 0, 120989, 0, 25.33701, 1
 121089045, 0, -0.0273711, 94798.35, 31.26, 0, 121089, 0, 25.33701, 1
 121089045, 1, 0.1861235, 94796.42, 31.26, 0, 121089, 0, 25.33701, 1
 121189005, 0, -0.0273711, 94798.35, 31.26, 0, 121189, 0, 25.33701, 1
 121189005, 1, -0.005474221, 94798.5, 31.26, 0, 121189, 0, 25.33701, 1
 121288965, 0, -0.0273711, 94798.35, 31.26, 0, 121288, 0, 25.33701, 1
 121288965, 1, -0.1806493, 94800.36, 31.26, 0, 121288, 0, 25.33701, 1
