Time,XKF4_C,XKF4_SV,XKF4_SP,XKF4_SH,XKF4_SM,XKF4_SVT,XKF4_errRP,XKF4_OFN,XKF4_OFE,XKF4_FS,XKF4_TS,XKF4_SS,XKF4_GPS,XKF4_PI
 119789565, 0, 0, 0, 0, 0.01, 0, 0.005929772, 0.02741385, -0.0268591, 0, 48, 107327, 0, 0
 119789565, 1, 0, 0, 0, 0.01, 0, 0.005895053, 0.02821805, -0.02734471, 0, 48, 107327, 0, 0
 119889525, 0, 0, 0, 0, 0.01, 0, 0.005850652, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 119889525, 1, 0, 0, 0, 0.01, 0, 0.005825846, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 119989485, 0, 0, 0, 0, 0.01, 0, 0.005928971, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 119989485, 1, 0, 0, 0, 0.01, 0, 0.005901419, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120089445, 0, 0, 0, 0, 0.01, 0, 0.005853006, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120089445, 1, 0, 0, 0, 0.01, 0, 0.005824181, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120189405, 0, 0, 0, 0, 0.01, 0, 0.005934285, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120189405, 1, 0, 0, 0, 0.01, 0, 0.005904193, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120289365, 0, 0, 0, 0, 0.01, 0, 0.005871999, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120289365, 1, 0, 0, 0, 0.01, 0, 0.005840717, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120389325, 0, 0, 0, 0, 0.01, 0, 0.005952338, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120389325, 1, 0, 0, 0, 0.01, 0, 0.005920645, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120489285, 0, 0, 0, 0, 0.01, 0, 0.005916959, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120489285, 1, 0, 0, 0, 0.01, 0, 0.005883737, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120589245, 0, 0, 0, 0, 0.01, 0, 0.005997153, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120589245, 1, 0, 0, 0, 0.01, 0, 0.005971261, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
 120689205, 0, 0, 0, 0, 0.01, 0, 0.005994069, 0.02741385, -0.0268591, 0, 48, 113471, 0, 0
 120689205, 1, 0, 0, 0, 0.01, 0, 0.005959595, 0.02821805, -0.02734471, 0, 48, 113471, 0, 0
