Time,TERR_Status,TERR_Lat,TERR_Lng,TERR_Spacing,TERR_TerrH,TERR_CHeight,TERR_Pending,TERR_Loaded,TERR_ROfs
 120289365, 2, 33.6216407, 72.9556851, 100, 558.07, 0.002342295, 0, 336, 5.066277
 121288965, 2, 33.6216407, 72.9556851, 100, 558.07, 0.002301263, 0, 336, 5.066277
 122289398, 2, 33.6216407, 72.9556851, 100, 558.07, 0.002266465, 0, 336, 5.066277
 123288998, 2, 33.6216407, 72.9556851, 100, 558.07, 0.002294429, 0, 336, 5.066277
 124289431, 2, 33.6216407, 72.9556851, 100, 558.07, 0.002347087, 0, 336, 5.066277
 125289031, 2, 33.6216407, 72.9556851, 100, 558.07, 0.01451145, 0, 336, 5.066277
 126289464, 2, 33.6216408, 72.955685, 100, 558.0701, 1.316814, 0, 336, 5.066277
 127289064, 2, 33.621641, 72.9556848, 100, 558.0704, 3.887161, 0, 336, 5.066277
 128289497, 2, 33.6216411, 72.9556847, 100, 558.0704, 6.511966, 0, 336, 5.066277
 129289097, 2, 33.6216411, 72.9556847, 100, 558.0704, 9.010075, 0, 336, 5.066277
 130289530, 2, 33.621641, 72.9556848, 100, 558.0704, 11.51534, 0, 336, 5.066277
 131289130, 2, 33.6216409, 72.9556848, 100, 558.0702, 14.0037, 0, 336, 5.066277
 132289563, 2, 33.6216409, 72.9556849, 100, 558.0701, 16.5244, 0, 336, 5.066277
 133289163, 2, 33.6216409, 72.9556849, 100, 558.0701, 19.04488, 0, 336, 5.066277
 134288763, 2, 33.6216409, 72.9556849, 100, 558.0701, 21.54501, 0, 336, 5.066277
 135289196, 2, 33.6216409, 72.9556849, 100, 558.0701, 24.05118, 0, 336, 5.066277
 136288796, 2, 33.621641, 72.9556848, 100, 558.0704, 26.58229, 0, 336, 5.066277
 137289229, 2, 33.621641, 72.9556848, 100, 558.0704, 29.0599, 0, 336, 5.066277
 138288829, 2, 33.621641, 72.9556848, 100, 558.0704, 31.53255, 0, 336, 5.066277
