Time,IMU_I,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_EG,IMU_EA,IMU_T,IMU_GH,IMU_AH,IMU_GHz,IMU_AHz
 119809557, 0, 0.001710757, 0.00165582, 0.001750735, -0.0008288098, -0.0006150918, -9.817377, 0, 0, 31.50703, 1, 1, 1000, 1000
 119809557, 1, 0.001550989, 0.001724998, 0.001863053, -0.0008740517, -0.002834645, -9.818551, 0, 0, 31.50703, 1, 1, 760, 800
 119849541, 0, 0.001770795, 0.001747895, 0.001806108, -0.001150273, -0.0008761984, -9.81811, 0, 0, 31.50883, 1, 1, 1000, 1000
 119849541, 1, 0.001618669, 0.002086571, 0.001694835, -0.001909262, -0.001215136, -9.817249, 0, 0, 31.50883, 1, 1, 760, 800
 119889525, 0, 0.001733683, 0.001806944, 0.001732396, -2.876393E-05, -0.001819891, -9.816673, 0, 0, 31.51063, 1, 1, 1000, 1000
 119889525, 1, 0.001781175, 0.001909971, 0.001613028, -0.00103688, -0.002554727, -9.816873, 0, 0, 31.51063, 1, 1, 760, 800
 119929509, 0, 0.001659742, 0.00172142, 0.001706844, -0.0004975398, 6.166858E-06, -9.817089, 0, 0, 31.51242, 1, 1, 1000, 1000
 119929509, 1, 0.00179724, 0.001926752, 0.00183284, -0.0001872396, -0.002857764, -9.81732, 0, 0, 31.51242, 1, 1, 760, 800
 119969493, 0, 0.001801881, 0.001816568, 0.001788343, -0.001201669, -0.001879034, -9.817555, 0, 0, 31.51422, 1, 1, 1000, 1000
 119969493, 1, 0.001870255, 0.001963724, 0.001569087, -0.002103722, -0.003916944, -9.820401, 0, 0, 31.51422, 1, 1, 760, 800
 120009477, 0, 0.001758605, 0.001712595, 0.001725774, -0.00101274, -0.001529836, -9.81764, 0, 0, 31.51602, 1, 1, 1000, 1000
 120009477, 1, 0.001710487, 0.001709183, 0.001842328, -0.001834603, -0.001778371, -9.817451, 0, 0, 31.51602, 1, 1, 760, 800
 120049461, 0, 0.001706778, 0.001643785, 0.001678538, -0.001124315, -0.001099678, -9.817594, 0, 0, 31.51782, 1, 1, 1000, 1000
 120049461, 1, 0.001651936, 0.00186314, 0.001895936, -0.002619229, -0.002758704, -9.81963, 0, 0, 31.51782, 1, 1, 760, 800
 120089445, 0, 0.001745833, 0.001674356, 0.001670902, -0.0005518586, -0.001737209, -9.818356, 0, 0, 31.51962, 1, 1, 1000, 1000
 120089445, 1, 0.001602085, 0.001906652, 0.001514095, 0.001753701, -0.001859241, -9.817156, 0, 0, 31.51962, 1, 1, 760, 800
 120129429, 0, 0.001758768, 0.001675117, 0.001795471, -0.002228436, -0.001108246, -9.816722, 0, 0, 31.52141, 1, 1, 1000, 1000
 120129429, 1, 0.001758849, 0.001850665, 0.00174359, -0.001986524, 0.0006609061, -9.817452, 0, 0, 31.52141, 1, 1, 760, 800
 120169413, 0, 0.00178732, 0.001709892, 0.001694017, -0.001815185, -0.001357239, -9.817596, 0, 0, 31.52321, 1, 1, 1000, 1000
 120169413, 1, 0.001701444, 0.001791263, 0.001853943, 0.0009694565, -0.002413435, -9.817243, 0, 0, 31.52321, 1, 1, 760, 800
 120209397, 0, 0.001635305, 0.001716351, 0.001678286, -0.001429564, -0.0005894586, -9.817142, 0, 0, 31.52501, 1, 1, 1000, 1000
 120209397, 1, 0.001744752, 0.001847564, 0.001721767, -0.001475799, 0.0001793647, -9.815907, 0, 0, 31.52501, 1, 1, 760, 800
 120249381, 0, 0.001802549, 0.001728917, 0.001736259, -0.001489428, -0.002280586, -9.818012, 0, 0, 31.5268, 1, 1, 1000, 1000
 120249381, 1, 0.001601483, 0.001495563, 0.001871325, 0.000976452, 0.001584104, -9.814253, 0, 0, 31.5268, 1, 1, 760, 800
 120289365, 0, 0.001727809, 0.001733664, 0.001732378, -0.0009080952, -0.0006591114, -9.817492, 0, 0, 31.5286, 1, 1, 1000, 1000
 120289365, 1, 0.001682783, 0.001722551, 0.00157201, -0.0008238605, -0.003065573, -9.816307, 0, 0, 31.5286, 1, 1, 760, 800
 120329349, 0, 0.00171511, 0.001680017, 0.0016949, -0.000716841, -0.001741608, -9.817458, 0, 0, 31.5304, 1, 1, 1000, 1000
 120329349, 1, 0.001692797, 0.001892407, 0.001762472, 0.001731847, -0.001250627, -9.819654, 0, 0, 31.5304, 1, 1, 760, 800
 120369333, 0, 0.001708648, 0.001761272, 0.001781432, -0.00264079, -0.000540566, -9.816921, 0, 0, 31.53219, 1, 1, 1000, 1000
 120369333, 1, 0.001706327, 0.001933267, 0.001515715, -0.002015284, -0.0007527773, -9.818689, 0, 0, 31.53219, 1, 1, 760, 800
 120409317, 0, 0.001766315, 0.001738069, 0.001739139, -0.0003190254, -0.001608408, -9.817081, 0, 0, 31.53399, 1, 1, 1000, 1000
 120409317, 1, 0.001892519, 0.001835775, 0.001558463, -0.001020499, -0.0007595284, -9.818162, 0, 0, 31.53399, 1, 1, 760, 800
 120449301, 0, 0.001719283, 0.001667937, 0.00174626, -0.000311646, -0.001829276, -9.817683, 0, 0, 31.53578, 1, 1, 1000, 1000
 120449301, 1, 0.00188329, 0.001553922, 0.001634467, -0.001303106, -0.0007438641, -9.817541, 0, 0, 31.53578, 1, 1, 760, 800
 120489285, 0, 0.00180781, 0.001722554, 0.001692559, -0.001359392, -0.001166763, -9.816689, 0, 0, 31.53758, 1, 1, 1000, 1000
 120489285, 1, 0.001644922, 0.001886876, 0.001967225, -0.001713702, -0.001114915, -9.81854, 0, 0, 31.53758, 1, 1, 760, 800
 120529269, 0, 0.001832187, 0.001761602, 0.00176907, 9.003304E-05, -0.0004986636, -9.818031, 0, 0, 31.53937, 1, 1, 1000, 1000
 120529269, 1, 0.001883955, 0.001679704, 0.001824667, -0.001108965, -0.001628832, -9.8178, 0, 0, 31.53937, 1, 1, 760, 800
 120569253, 0, 0.001720579, 0.001731064, 0.001751331, -0.001112219, -0.001728976, -9.817558, 0, 0, 31.54117, 1, 1, 1000, 1000
 120569253, 1, 0.001613407, 0.001928975, 0.001704287, -0.0005262734, -0.002297682, -9.817539, 0, 0, 31.54117, 1, 1, 760, 800
