Time,RATE_RDes,RATE_R,RATE_ROut,RATE_PDes,RATE_P,RATE_POut,RATE_YDes,RATE_Y,RATE_YOut,RATE_ADes,RATE_A,RATE_AOut
 119789565, -0.3198881, 0.01522382, -0.0007704512, -0.2684225, 0.01196089, -0.0006435646, 0.0001660835, 0.04188675, -6.888425E-05, -0.07772446, -0.07772446, 0
 119889525, -0.3200755, 0.01973415, -0.0007984572, -0.2681987, 0.02063312, -0.0006859572, 0.0001636802, 0.04399588, -6.980557E-05, -0.08563995, -0.08563995, 0
 119989485, -0.3196769, 0.02086671, -0.0007856858, -0.2686743, 0.01654057, -0.0006513436, 0.0001651232, 0.04564234, -7.14357E-05, 0.01621246, 0.01621246, 0
 120089445, -0.3199399, 0.02043707, -0.0007916192, -0.2683608, 0.01304539, -0.0006474161, 0.0001651219, 0.04044781, -6.537209E-05, 0.08516312, 0.08516312, 0
 120189405, -0.3204037, 0.01992293, -0.0007927962, -0.2678061, 0.01683595, -0.0006691514, 0.0001665655, 0.04472337, -6.80225E-05, -0.04253387, -0.04253387, 0
 120289365, -0.3202624, 0.01929306, -0.0008041706, -0.2679753, 0.01632936, -0.0006482052, 0.0001656042, 0.04385322, -6.908896E-05, -0.0003814697, -0.0003814697, 0
 120389325, -0.3201696, 0.01870907, -0.0007995935, -0.2680863, 0.02146225, -0.0006797589, 0.0001761722, 0.04462111, -6.988848E-05, -0.04615784, -0.04615784, 0
 120489285, -0.3205819, 0.02378345, -0.0008108608, -0.2675925, 0.01559726, -0.0006676313, 0.0001694503, 0.04144874, -6.831092E-05, -0.07963181, -0.07963181, 0
 120589245, -0.3273243, 0.02038933, -0.0008129269, -0.274159, 0.01630414, -0.0006854813, 0.0001723365, 0.04375752, -6.925426E-05, -0.04281998, -0.04281998, 0
 120689205, -0.3270412, 0.01999622, -0.0008220958, -0.2744971, 0.01754997, -0.0006854444, 0.0001781032, 0.04742123, -6.89065E-05, 0.01487732, 0.01487732, 0
 120789165, -0.334105, 0.02059073, -0.0008230224, -0.2803638, 0.01761384, -0.000711561, 0.0001814714, 0.0480669, -7.147004E-05, -0.05512238, -0.05512238, 0
 120889125, -0.3399557, 0.01995945, -0.0008649192, -0.2873783, 0.02135897, -0.0007280143, 0.00018772, 0.04297293, -7.075058E-05, 0.03023148, 0.03023148, 0
 120989085, -0.3464703, 0.01723269, -0.0008712075, -0.2933261, 0.01591374, -0.0007397204, 0.0001930097, 0.04459563, -6.910886E-05, 0.01049042, 0.01049042, 0
 121089045, -0.346233, 0.01881374, -0.0008516633, -0.2936065, 0.01592385, -0.0007390123, 0.000201181, 0.0466881, -6.747761E-05, -0.09641647, -0.09641647, 0
 121189005, -0.3589655, 0.02062017, -0.0009024714, -0.3050853, 0.01906549, -0.0007757412, 0.0002098351, 0.04652898, -6.960426E-05, -0.08602142, -0.08602142, 0
 121288965, -0.3646812, 0.01756331, -0.0009044991, -0.3112341, 0.01750807, -0.0007878496, 0.0002160856, 0.04922401, -7.223906E-05, 0.1919746, 0.1919746, 0
 121388925, -0.3707233, 0.02410121, -0.0009419388, -0.3167789, 0.01651207, -0.000807614, 0.0002261805, 0.04242139, -6.848346E-05, -0.03452301, -0.03452301, 0
 121488885, -0.376494, 0.01698186, -0.0009081544, -0.3224322, 0.01565631, -0.0007941128, 0.0002353139, 0.04173174, -6.74212E-05, 0.05531311, 0.05531311, 0
 121588845, -0.3817284, 0.0173332, -0.0009454016, -0.3285112, 0.0159783, -0.000818961, 0.0002439672, 0.04838944, -6.913442E-05, -0.1006126, -0.1006126, 0
 121688805, -0.3929049, 0.01729845, -0.0009611223, -0.3392836, 0.01589561, -0.0008142204, 0.0002540624, 0.04168913, -6.934912E-05, -0.06713867, -0.06713867, 0
 121788765, -0.3982954, 0.0177827, -0.0009941126, -0.3446359, 0.01192073, -0.0008381809, 0.0002646366, 0.04466604, -6.919538E-05, -0.09851456, -0.09851456, 0
 121889558, -0.4038107, 0.02110935, -0.001007651, -0.3496791, 0.01329099, -0.0008563639, 0.0002737707, 0.0412724, -6.738917E-05, 0.0002861023, 0.0002861023, 0
 121989518, -0.4147004, 0.01847518, -0.001009804, -0.359462, 0.01870202, -0.0008858152, 0.0002857868, 0.04650136, -6.851702E-05, -0.01277924, -0.01277924, 0
 122089478, -0.4194147, 0.02421616, -0.001057826, -0.3649749, 0.01697055, -0.0008899136, 0.0002968425, 0.04631064, -6.858633E-05, 0.01831055, 0.01831055, 0
 122189438, -0.4300326, 0.02078833, -0.001057534, -0.3742164, 0.01481977, -0.0009189241, 0.0003088593, 0.04601388, -7.027102E-05, -0.01878738, -0.01878738, 0
 122289398, -0.4348283, 0.01895279, -0.001054504, -0.3792308, 0.0205398, -0.0009541634, 0.0003199151, 0.04470749, -6.576398E-05, 0.03290176, 0.03290176, 0
 122389358, -0.4444539, 0.0199354, -0.001100654, -0.3888489, 0.01914935, -0.0009668762, 0.0003328927, 0.04855492, -6.925323E-05, -0.009727478, -0.009727478, 0
 122489318, -0.4496758, 0.02099425, -0.001103749, -0.3930137, 0.0134394, -0.0009649237, 0.00034683, 0.04543719, -6.926342E-05, -0.01163483, -0.01163483, 0
 122589278, -0.4589289, 0.01806414, -0.001121899, -0.4023719, 0.01554055, -0.0009789162, 0.0003578854, 0.04654258, -6.796941E-05, -0.01916885, -0.01916885, 0
 122689238, -0.4683799, 0.02435551, -0.001178032, -0.4110837, 0.013218, -0.000975435, 0.0003708624, 0.04566681, -6.866511E-05, -0.06198883, -0.06198883, 0
 122789198, -0.4727791, 0.01922363, -0.001167026, -0.4156625, 0.01950445, -0.001033237, 0.0003833593, 0.04491855, -6.954913E-05, -0.01831055, -0.01831055, 0
 122889158, -0.4811889, 0.01800693, -0.001169867, -0.4249749, 0.0167706, -0.001045818, 0.0003982575, 0.04324786, -6.913878E-05, 0.1029015, 0.1029015, 0
 122989118, -0.4896539, 0.02068695, -0.001206944, -0.4338625, 0.0197136, -0.001084079, 0.0004126751, 0.04049173, -6.818222E-05, -0.005149841, -0.005149841, 0
 123089078, -0.4983229, 0.02339809, -0.00124709, -0.4421795, 0.01790172, -0.001085329, 0.000427094, 0.03765041, -6.608414E-05, 0.06752014, 0.06752014, 0
 123189038, -0.5068504, 0.02397241, -0.001245962, -0.4503352, 0.01556183, -0.001102733, 0.0004626435, 0.04360069, -6.851535E-05, 0.0825882, 0.0825882, 0
