Time,PSCN_TPN,PSCN_PN,PSCN_DVN,PSCN_TVN,PSCN_VN,PSCN_DAN,PSCN_TAN,PSCN_AN
 119789565, -0.01392988, -0.01392988, -0.01742279, -0.01742279, -0.01742279, 0, -5.431732E-06, -5.516602E-06
 119889525, -0.01357325, -0.01357325, -0.01712988, -0.01712988, -0.01712988, 0, -5.431659E-06, -5.516528E-06
 119989485, -0.01387149, -0.01387149, -0.01726475, -0.01726475, -0.01726475, 0, -5.431591E-06, -5.516461E-06
 120089445, -0.01350225, -0.01350225, -0.01672587, -0.01672587, -0.01672587, 0, -5.431556E-06, -5.516424E-06
 120189405, -0.01375172, -0.01375172, -0.01669604, -0.01669604, -0.01669604, 0, -5.431511E-06, -5.516378E-06
 120289365, -0.0133034, -0.0133034, -0.0156774, -0.0156774, -0.0156774, 0, -5.431466E-06, -5.516333E-06
 120389325, -0.01340447, -0.01340447, -0.0152421, -0.0152421, -0.0152421, 0, -5.431426E-06, -5.516292E-06
 120489285, -0.01278907, -0.01278907, -0.01367153, -0.01367153, -0.01367153, 0, -5.431386E-06, -5.516252E-06
 120589245, -0.01264502, -0.01264502, -0.01271246, -0.01271246, -0.01271246, 0, -5.431339E-06, -5.516204E-06
 120689205, -0.01182127, -0.01182127, -0.01081721, -0.01081721, -0.01081721, 0, -5.43129E-06, -5.516154E-06
 120789165, -0.01141685, -0.01141685, -0.009581564, -0.009581564, -0.009581564, 0, -5.431235E-06, -5.516099E-06
 120889125, -0.01043209, -0.01043209, -0.007705776, -0.007705776, -0.007705776, 0, -5.431187E-06, -5.516049E-06
 120989085, -0.009838341, -0.009838341, -0.006390749, -0.006390749, -0.006390749, 0, -5.431148E-06, -5.51601E-06
 121089045, -0.008799237, -0.008799237, -0.004746072, -0.004746072, -0.004746072, 0, -5.431114E-06, -5.515975E-06
 121189005, -0.008118797, -0.008118797, -0.003608209, -0.003608209, -0.003608209, 0, -5.431064E-06, -5.515925E-06
 121288965, -0.007115475, -0.007115475, -0.00219159, -0.00219159, -0.00219159, 0, -5.431002E-06, -5.515862E-06
 121388925, -0.006436419, -0.006436419, -0.001255544, -0.001255544, -0.001255544, 0, -5.430965E-06, -5.515823E-06
 121488885, -0.005530181, -0.005530181, -0.0002096312, -0.0002096312, -0.0002096312, 0, -5.430928E-06, -5.515786E-06
 121588845, -0.004907984, -0.004907984, 0.0005019638, 0.0005019638, 0.0005019638, 0, -5.430878E-06, -5.515735E-06
 121688805, -0.004138037, -0.004138037, 0.001144046, 0.001144046, 0.001144046, 0, -5.430821E-06, -5.515677E-06
 121788765, -0.00361945, -0.00361945, 0.001619296, 0.001619296, 0.001619296, 0, -5.43077E-06, -5.515626E-06
 121889558, -0.002992938, -0.002992938, 0.002042369, 0.002042369, 0.002042369, 0, -5.430724E-06, -5.515579E-06
 121989518, -0.002583367, -0.002583367, 0.002216484, 0.002216484, 0.002216484, 0, -5.430673E-06, -5.515527E-06
 122089478, -0.002106339, -0.002106339, 0.002396527, 0.002396527, 0.002396527, 0, -5.430626E-06, -5.51548E-06
 122189438, -0.001809151, -0.001809151, 0.002480679, 0.002480679, 0.002480679, 0, -5.430577E-06, -5.51543E-06
 122289398, -0.001450928, -0.001450928, 0.002509651, 0.002509651, 0.002509651, 0, -5.430541E-06, -5.515393E-06
 122389358, -0.001245682, -0.001245682, 0.002482913, 0.002482913, 0.002482913, 0, -5.430481E-06, -5.515332E-06
 122489318, -0.0009823679, -0.0009823679, 0.002410186, 0.002410186, 0.002410186, 0, -5.430426E-06, -5.515276E-06
 122589278, -0.0008491543, -0.0008491543, 0.002300041, 0.002300041, 0.002300041, 0, -5.430373E-06, -5.515223E-06
 122689238, -0.000659853, -0.000659853, 0.002175243, 0.002175243, 0.002175243, 0, -5.430324E-06, -5.515172E-06
 122789198, -0.000586168, -0.000586168, 0.001930276, 0.001930276, 0.001930276, 0, -5.430266E-06, -5.515115E-06
 122889158, -0.0004627319, -0.0004627319, 0.001734293, 0.001734293, 0.001734293, 0, -5.43021E-06, -5.515058E-06
 122989118, -0.0004454659, -0.0004454659, 0.001451442, 0.001451442, 0.001451442, 0, -5.430164E-06, -5.51501E-06
 123089078, -0.0003730505, -0.0003730505, 0.001172788, 0.001172788, 0.001172788, 0, -5.430118E-06, -5.514964E-06
 123189038, -0.000406739, -0.000406739, 0.0008284303, 0.0008284303, 0.0008284303, 0, -5.43006E-06, -5.514904E-06
 123288998, -0.000373427, -0.000373427, 0.0005550993, 0.0005550993, 0.0005550993, 0, -5.430006E-06, -5.51485E-06
 123388958, -0.0004622601, -0.0004622601, 0.0001922238, 0.0001922238, 0.0001922238, 0, -5.429954E-06, -5.514797E-06
 123488918, -0.0004620059, -0.0004620059, -0.0001257214, -0.0001257214, -0.0001257214, 0, -5.429886E-06, -5.514728E-06
