Time,XKQ_C,XKQ_Q1,XKQ_Q2,XKQ_Q3,XKQ_Q4
 119789565, 0, 0.9999621, 0.0006140023, 0.0005241525, 0.008668643
 119789565, 1, 0.9999615, 0.0006143831, 0.0005220869, 0.008737545
 119889525, 0, 0.999962, 0.0006110884, 0.0005209412, 0.008680055
 119889525, 1, 0.9999614, 0.0006068032, 0.0005221613, 0.008748004
 119989485, 0, 0.9999619, 0.0006139901, 0.0005250005, 0.008690211
 119989485, 1, 0.9999613, 0.0006128808, 0.000528954, 0.008759479
 120089445, 0, 0.9999619, 0.0006124755, 0.0005226745, 0.008695651
 120089445, 1, 0.9999612, 0.0006105672, 0.0005297211, 0.008769203
 120189405, 0, 0.9999618, 0.000617503, 0.0005251247, 0.008702947
 120189405, 1, 0.9999611, 0.0006186608, 0.0005356562, 0.008776994
 120289365, 0, 0.9999617, 0.0006160644, 0.0005244698, 0.008709681
 120289365, 1, 0.9999611, 0.0006213641, 0.0005343332, 0.00878513
 120389325, 0, 0.9999617, 0.0006199211, 0.0005281278, 0.008716187
 120389325, 1, 0.999961, 0.000627051, 0.0005423697, 0.008792594
 120489285, 0, 0.9999616, 0.0006228886, 0.0005290067, 0.008722026
 120489285, 1, 0.999961, 0.0006323243, 0.0005448514, 0.008798284
 120589245, 0, 0.9999616, 0.0006295337, 0.0005364988, 0.008729364
 120589245, 1, 0.9999609, 0.0006408385, 0.0005485571, 0.008804929
 120689205, 0, 0.9999615, 0.0006347856, 0.0005421111, 0.008736627
 120689205, 1, 0.9999608, 0.0006470088, 0.0005530505, 0.008813966
 120789165, 0, 0.9999614, 0.0006448589, 0.0005506082, 0.008744927
 120789165, 1, 0.9999607, 0.0006528512, 0.0005568161, 0.008818631
 120889125, 0, 0.9999613, 0.0006515457, 0.0005604262, 0.008752041
 120889125, 1, 0.9999607, 0.0006659612, 0.0005624201, 0.008829569
 120989085, 0, 0.9999613, 0.0006618846, 0.0005701863, 0.008758271
 120989085, 1, 0.9999605, 0.0006736356, 0.000572059, 0.008836705
 121089045, 0, 0.9999612, 0.0006724913, 0.0005802716, 0.008763762
 121089045, 1, 0.9999605, 0.0006874766, 0.0005817501, 0.008846144
 121189005, 0, 0.9999611, 0.0006867009, 0.0005938793, 0.008771491
 121189005, 1, 0.9999604, 0.0006978553, 0.0005884778, 0.008854118
 121288965, 0, 0.999961, 0.0006969732, 0.0006052831, 0.008781184
 121288965, 1, 0.9999603, 0.0007063726, 0.0005986448, 0.008860615
 121388925, 0, 0.999961, 0.0007115304, 0.0006186904, 0.008787017
 121388925, 1, 0.9999602, 0.0007162632, 0.0006157234, 0.008864715
 121488885, 0, 0.9999609, 0.0007242024, 0.0006311292, 0.00879284
 121488885, 1, 0.9999602, 0.0007301868, 0.0006306799, 0.008873561
 121588845, 0, 0.9999608, 0.0007366143, 0.0006450845, 0.008800531
 121588845, 1, 0.9999601, 0.000735233, 0.0006427087, 0.008879782
 121688805, 0, 0.9999607, 0.0007510486, 0.0006599862, 0.008809005
 121688805, 1, 0.99996, 0.0007472669, 0.0006592311, 0.008886729
 121788765, 0, 0.9999606, 0.0007637757, 0.00067254, 0.00881659
 121788765, 1, 0.99996, 0.000763543, 0.000680435, 0.008887487
 121889558, 0, 0.9999605, 0.0007779963, 0.0006856023, 0.008823481
 121889558, 1, 0.9999598, 0.0007707935, 0.0006932417, 0.008900532
 121989518, 0, 0.9999604, 0.0007928381, 0.0006993866, 0.008831325
 121989518, 1, 0.9999598, 0.00078503, 0.000710909, 0.008904849
 122089478, 0, 0.9999604, 0.0008069332, 0.0007146177, 0.008838692
 122089478, 1, 0.9999596, 0.000802512, 0.0007229226, 0.008916164
 122189438, 0, 0.9999602, 0.0008231513, 0.0007290021, 0.008846026
 122189438, 1, 0.9999596, 0.0008180494, 0.0007388787, 0.008922616
 122289398, 0, 0.9999602, 0.0008379019, 0.0007437197, 0.008851757
 122289398, 1, 0.9999595, 0.0008319589, 0.0007556334, 0.008926564
 122389358, 0, 0.9999601, 0.0008536025, 0.0007600615, 0.008860745
 122389358, 1, 0.9999594, 0.0008462626, 0.0007731098, 0.008934644
 122489318, 0, 0.99996, 0.0008692413, 0.0007732058, 0.008868961
 122489318, 1, 0.9999594, 0.000858942, 0.0007842079, 0.008936735
 122589278, 0, 0.9999599, 0.00088303, 0.0007879745, 0.008877117
 122589278, 1, 0.9999593, 0.0008740514, 0.0007976284, 0.008940998
 122689238, 0, 0.9999598, 0.0008983389, 0.0008024817, 0.008884483
 122689238, 1, 0.9999592, 0.0008898688, 0.0008142359, 0.008954683
 122789198, 0, 0.9999597, 0.0009137232, 0.0008176467, 0.008893262
 122789198, 1, 0.9999591, 0.0009044071, 0.0008316952, 0.008966196
 122889158, 0, 0.9999596, 0.0009282501, 0.0008344246, 0.008901624
 122889158, 1, 0.9999589, 0.0009176512, 0.0008504435, 0.008980166
 122989118, 0, 0.9999595, 0.0009426379, 0.0008501352, 0.00890864
 122989118, 1, 0.9999588, 0.0009349805, 0.0008632398, 0.008988068
 123089078, 0, 0.9999594, 0.00095954, 0.0008666383, 0.008915549
 123089078, 1, 0.9999587, 0.0009501703, 0.0008774202, 0.008993783
 123189038, 0, 0.9999593, 0.0009758873, 0.0008825737, 0.008924207
 123189038, 1, 0.9999586, 0.000960097, 0.0008922671, 0.00900171
 123288998, 0, 0.9999592, 0.0009907378, 0.0008981487, 0.008932657
 123288998, 1, 0.9999585, 0.0009762026, 0.0009152145, 0.009007632
 123388958, 0, 0.9999591, 0.001005209, 0.0009165478, 0.008940455
 123388958, 1, 0.9999585, 0.0009909441, 0.0009278099, 0.009012356
 123488918, 0, 0.999959, 0.001018214, 0.0009314401, 0.008951121
 123488918, 1, 0.9999583, 0.001011795, 0.0009418986, 0.00902517
 123588878, 0, 0.9999589, 0.001034019, 0.0009467626, 0.008959346
 123588878, 1, 0.9999582, 0.001026423, 0.0009634339, 0.009039968
